,theta,k1,k2,x0,x1,e1,e2,j1,j2,v2
33,1,0.00033339999999999997,0.00033339999999999997,"tensor(2288.0503, dtype=torch.float64)","tensor(2.3052, dtype=torch.float64)","tensor(0.2736, dtype=torch.float64)","tensor(1.4538, dtype=torch.float64)","tensor(208109.0408, dtype=torch.float64)","tensor(16.6697, dtype=torch.float64)","tensor(3.2681, dtype=torch.float64)"
34,1,0.00033339999999999997,0.00044449999999999996,"tensor(2288.2725, dtype=torch.float64)","tensor(2.0817, dtype=torch.float64)","tensor(0.3239, dtype=torch.float64)","tensor(1.8712, dtype=torch.float64)","tensor(335355.0035, dtype=torch.float64)","tensor(21.1830, dtype=torch.float64)","tensor(3.8690, dtype=torch.float64)"
35,1,0.00033339999999999997,0.0005556,"tensor(2288.4293, dtype=torch.float64)","tensor(1.9241, dtype=torch.float64)","tensor(0.3673, dtype=torch.float64)","tensor(2.2664, dtype=torch.float64)","tensor(469988.6562, dtype=torch.float64)","tensor(25.4167, dtype=torch.float64)","tensor(4.3886, dtype=torch.float64)"
36,1,0.00033339999999999997,0.0006666999999999999,"tensor(2288.5481, dtype=torch.float64)","tensor(1.8046, dtype=torch.float64)","tensor(0.4058, dtype=torch.float64)","tensor(2.6427, dtype=torch.float64)","tensor(608029.6110, dtype=torch.float64)","tensor(29.4193, dtype=torch.float64)","tensor(4.8480, dtype=torch.float64)"
37,1,0.00033339999999999997,0.0007777999999999998,"tensor(2288.6426, dtype=torch.float64)","tensor(1.7096, dtype=torch.float64)","tensor(0.4403, dtype=torch.float64)","tensor(3.0025, dtype=torch.float64)","tensor(747171.8436, dtype=torch.float64)","tensor(33.2250, dtype=torch.float64)","tensor(5.2606, dtype=torch.float64)"
38,1,0.00033339999999999997,0.0008888999999999999,"tensor(2288.7202, dtype=torch.float64)","tensor(1.6316, dtype=torch.float64)","tensor(0.4717, dtype=torch.float64)","tensor(3.3478, dtype=torch.float64)","tensor(886004.1774, dtype=torch.float64)","tensor(36.8597, dtype=torch.float64)","tensor(5.6353, dtype=torch.float64)"
39,1,0.00033339999999999997,0.001,"tensor(2288.7856, dtype=torch.float64)","tensor(1.5658, dtype=torch.float64)","tensor(0.5004, dtype=torch.float64)","tensor(3.6801, dtype=torch.float64)","tensor(1023635.5607, dtype=torch.float64)","tensor(40.3432, dtype=torch.float64)","tensor(5.9786, dtype=torch.float64)"
40,1,0.00044449999999999996,1e-07,"tensor(2245.7100, dtype=torch.float64)","tensor(44.7974, dtype=torch.float64)","tensor(0.0011, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)","tensor(49528.5517, dtype=torch.float64)","tensor(0.0237, dtype=torch.float64)","tensor(0.0051, dtype=torch.float64)"
41,1,0.00044449999999999996,0.00011119999999999999,"tensor(2286.5630, dtype=torch.float64)","tensor(3.8007, dtype=torch.float64)","tensor(0.1491, dtype=torch.float64)","tensor(0.5388, dtype=torch.float64)","tensor(24261.6682, dtype=torch.float64)","tensor(6.6391, dtype=torch.float64)","tensor(1.7807, dtype=torch.float64)"
42,1,0.00044449999999999996,0.00022229999999999998,"tensor(2287.4048, dtype=torch.float64)","tensor(2.9543, dtype=torch.float64)","tensor(0.2367, dtype=torch.float64)","tensor(1.0333, dtype=torch.float64)","tensor(134224.8723, dtype=torch.float64)","tensor(12.2570, dtype=torch.float64)","tensor(2.8279, dtype=torch.float64)"
43,1,0.00044449999999999996,0.00033339999999999997,"tensor(2287.8027, dtype=torch.float64)","tensor(2.5542, dtype=torch.float64)","tensor(0.3061, dtype=torch.float64)","tensor(1.4978, dtype=torch.float64)","tensor(286900.2678, dtype=torch.float64)","tensor(17.4080, dtype=torch.float64)","tensor(3.6567, dtype=torch.float64)"
44,1,0.00044449999999999996,0.00044449999999999996,"tensor(2288.0503, dtype=torch.float64)","tensor(2.3052, dtype=torch.float64)","tensor(0.3647, dtype=torch.float64)","tensor(1.9382, dtype=torch.float64)","tensor(461222.3770, dtype=torch.float64)","tensor(22.2246, dtype=torch.float64)","tensor(4.3573, dtype=torch.float64)"
45,1,0.00044449999999999996,0.0005556,"tensor(2288.2247, dtype=torch.float64)","tensor(2.1298, dtype=torch.float64)","tensor(0.4160, dtype=torch.float64)","tensor(2.3586, dtype=torch.float64)","tensor(647559.7054, dtype=torch.float64)","tensor(26.7760, dtype=torch.float64)","tensor(4.9697, dtype=torch.float64)"
46,1,0.00044449999999999996,0.0006666999999999999,"tensor(2288.3569, dtype=torch.float64)","tensor(1.9969, dtype=torch.float64)","tensor(0.4617, dtype=torch.float64)","tensor(2.7616, dtype=torch.float64)","tensor(840604.0077, dtype=torch.float64)","tensor(31.1068, dtype=torch.float64)","tensor(5.5162, dtype=torch.float64)"
47,1,0.00044449999999999996,0.0007777999999999998,"tensor(2288.4619, dtype=torch.float64)","tensor(1.8913, dtype=torch.float64)","tensor(0.5031, dtype=torch.float64)","tensor(3.1494, dtype=torch.float64)","tensor(1037132.3467, dtype=torch.float64)","tensor(35.2483, dtype=torch.float64)","tensor(6.0110, dtype=torch.float64)"
48,1,0.00044449999999999996,0.0008888999999999999,"tensor(2288.5481, dtype=torch.float64)","tensor(1.8046, dtype=torch.float64)","tensor(0.5410, dtype=torch.float64)","tensor(3.5235, dtype=torch.float64)","tensor(1235069.8960, dtype=torch.float64)","tensor(39.2240, dtype=torch.float64)","tensor(6.4637, dtype=torch.float64)"
49,1,0.00044449999999999996,0.001,"tensor(2288.6208, dtype=torch.float64)","tensor(1.7316, dtype=torch.float64)","tensor(0.5760, dtype=torch.float64)","tensor(3.8852, dtype=torch.float64)","tensor(1433029.6606, dtype=torch.float64)","tensor(43.0523, dtype=torch.float64)","tensor(6.8814, dtype=torch.float64)"
50,1,0.0005556,1e-07,"tensor(2241.8617, dtype=torch.float64)","tensor(48.6543, dtype=torch.float64)","tensor(0.0012, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)","tensor(49522.2913, dtype=torch.float64)","tensor(0.0254, dtype=torch.float64)","tensor(0.0052, dtype=torch.float64)"
51,1,0.0005556,0.00011119999999999999,"tensor(2286.2395, dtype=torch.float64)","tensor(4.1260, dtype=torch.float64)","tensor(0.1597, dtype=torch.float64)","tensor(0.5442, dtype=torch.float64)","tensor(32627.3719, dtype=torch.float64)","tensor(6.7930, dtype=torch.float64)","tensor(1.9073, dtype=torch.float64)"
52,1,0.0005556,0.00022229999999999998,"tensor(2287.1579, dtype=torch.float64)","tensor(3.2026, dtype=torch.float64)","tensor(0.2557, dtype=torch.float64)","tensor(1.0494, dtype=torch.float64)","tensor(170238.6933, dtype=torch.float64)","tensor(12.5954, dtype=torch.float64)","tensor(3.0547, dtype=torch.float64)"
53,1,0.0005556,0.00033339999999999997,"tensor(2287.5913, dtype=torch.float64)","tensor(2.7668, dtype=torch.float64)","tensor(0.3326, dtype=torch.float64)","tensor(1.5278, dtype=torch.float64)","tensor(360509.2543, dtype=torch.float64)","tensor(17.9534, dtype=torch.float64)","tensor(3.9731, dtype=torch.float64)"
54,1,0.0005556,0.00044449999999999996,"tensor(2287.8606, dtype=torch.float64)","tensor(2.4960, dtype=torch.float64)","tensor(0.3981, dtype=torch.float64)","tensor(1.9844, dtype=torch.float64)","tensor(579098.2198, dtype=torch.float64)","tensor(22.9929, dtype=torch.float64)","tensor(4.7565, dtype=torch.float64)"
55,1,0.0005556,0.0005556,"tensor(2288.0502, dtype=torch.float64)","tensor(2.3053, dtype=torch.float64)","tensor(0.4559, dtype=torch.float64)","tensor(2.4227, dtype=torch.float64)","tensor(814527.1650, dtype=torch.float64)","tensor(27.7794, dtype=torch.float64)","tensor(5.4464, dtype=torch.float64)"
56,1,0.0005556,0.0006666999999999999,"tensor(2288.1939, dtype=torch.float64)","tensor(2.1608, dtype=torch.float64)","tensor(0.5078, dtype=torch.float64)","tensor(2.8449, dtype=torch.float64)","tensor(1060280.7380, dtype=torch.float64)","tensor(32.3545, dtype=torch.float64)","tensor(6.0661, dtype=torch.float64)"
57,1,0.0005556,0.0007777999999999998,"tensor(2288.3079, dtype=torch.float64)","tensor(2.0462, dtype=torch.float64)","tensor(0.5550, dtype=torch.float64)","tensor(3.2529, dtype=torch.float64)","tensor(1312283.6431, dtype=torch.float64)","tensor(36.7472, dtype=torch.float64)","tensor(6.6304, dtype=torch.float64)"
58,1,0.0005556,0.0008888999999999999,"tensor(2288.4016, dtype=torch.float64)","tensor(1.9520, dtype=torch.float64)","tensor(0.5984, dtype=torch.float64)","tensor(3.6480, dtype=torch.float64)","tensor(1567829.6161, dtype=torch.float64)","tensor(40.9796, dtype=torch.float64)","tensor(7.1494, dtype=torch.float64)"
59,1,0.0005556,0.001,"tensor(2288.4804, dtype=torch.float64)","tensor(1.8727, dtype=torch.float64)","tensor(0.6387, dtype=torch.float64)","tensor(4.0315, dtype=torch.float64)","tensor(1825048.3380, dtype=torch.float64)","tensor(45.0689, dtype=torch.float64)","tensor(7.6306, dtype=torch.float64)"
60,1,0.0006666999999999999,1e-07,"tensor(2238.4824, dtype=torch.float64)","tensor(52.0385, dtype=torch.float64)","tensor(0.0013, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)","tensor(49517.4779, dtype=torch.float64)","tensor(0.0269, dtype=torch.float64)","tensor(0.0052, dtype=torch.float64)"
61,1,0.0006666999999999999,0.00011119999999999999,"tensor(2285.9530, dtype=torch.float64)","tensor(4.4141, dtype=torch.float64)","tensor(0.1686, dtype=torch.float64)","tensor(0.5480, dtype=torch.float64)","tensor(40712.2122, dtype=torch.float64)","tensor(6.9162, dtype=torch.float64)","tensor(2.0138, dtype=torch.float64)"
62,1,0.0006666999999999999,0.00022229999999999998,"tensor(2286.9397, dtype=torch.float64)","tensor(3.4220, dtype=torch.float64)","tensor(0.2718, dtype=torch.float64)","tensor(1.0611, dtype=torch.float64)","tensor(204065.2264, dtype=torch.float64)","tensor(12.8632, dtype=torch.float64)","tensor(3.2464, dtype=torch.float64)"
63,1,0.0006666999999999999,0.00033339999999999997,"tensor(2287.4046, dtype=torch.float64)","tensor(2.9545, dtype=torch.float64)","tensor(0.3550, dtype=torch.float64)","tensor(1.5498, dtype=torch.float64)","tensor(429540.1655, dtype=torch.float64)","tensor(18.3827, dtype=torch.float64)","tensor(4.2415, dtype=torch.float64)"
64,1,0.0006666999999999999,0.00044449999999999996,"tensor(2287.6933, dtype=torch.float64)","tensor(2.6642, dtype=torch.float64)","tensor(0.4266, dtype=torch.float64)","tensor(2.0186, dtype=torch.float64)","tensor(689868.5240, dtype=torch.float64)","tensor(23.5966, dtype=torch.float64)","tensor(5.0958, dtype=torch.float64)"
65,1,0.0006666999999999999,0.0005556,"tensor(2287.8965, dtype=torch.float64)","tensor(2.4599, dtype=torch.float64)","tensor(0.4899, dtype=torch.float64)","tensor(2.4703, dtype=torch.float64)","tensor(971902.8483, dtype=torch.float64)","tensor(28.5673, dtype=torch.float64)","tensor(5.8525, dtype=torch.float64)"
66,1,0.0006666999999999999,0.0006666999999999999,"tensor(2288.0502, dtype=torch.float64)","tensor(2.3053, dtype=torch.float64)","tensor(0.5470, dtype=torch.float64)","tensor(2.9071, dtype=torch.float64)","tensor(1268023.4004, dtype=torch.float64)","tensor(33.3343, dtype=torch.float64)","tensor(6.5355, dtype=torch.float64)"
67,1,0.0006666999999999999,0.0007777999999999998,"tensor(2288.1723, dtype=torch.float64)","tensor(2.1825, dtype=torch.float64)","tensor(0.5993, dtype=torch.float64)","tensor(3.3306, dtype=torch.float64)","tensor(1573364.5000, dtype=torch.float64)","tensor(37.9254, dtype=torch.float64)","tensor(7.1602, dtype=torch.float64)"
68,1,0.0006666999999999999,0.0008888999999999999,"tensor(2288.2725, dtype=torch.float64)","tensor(2.0818, dtype=torch.float64)","tensor(0.6476, dtype=torch.float64)","tensor(3.7420, dtype=torch.float64)","tensor(1884625.9776, dtype=torch.float64)","tensor(42.3611, dtype=torch.float64)","tensor(7.7371, dtype=torch.float64)"
69,1,0.0006666999999999999,0.001,"tensor(2288.3569, dtype=torch.float64)","tensor(1.9969, dtype=torch.float64)","tensor(0.6925, dtype=torch.float64)","tensor(4.1423, dtype=torch.float64)","tensor(2199476.1662, dtype=torch.float64)","tensor(46.6578, dtype=torch.float64)","tensor(8.2739, dtype=torch.float64)"
70,1,0.0007777999999999998,1e-07,"tensor(2235.4495, dtype=torch.float64)","tensor(55.0734, dtype=torch.float64)","tensor(0.0013, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)","tensor(49513.6126, dtype=torch.float64)","tensor(0.0283, dtype=torch.float64)","tensor(0.0053, dtype=torch.float64)"
71,1,0.0007777999999999998,0.00011119999999999999,"tensor(2285.6939, dtype=torch.float64)","tensor(4.6747, dtype=torch.float64)","tensor(0.1763, dtype=torch.float64)","tensor(0.5509, dtype=torch.float64)","tensor(48479.4371, dtype=torch.float64)","tensor(7.0188, dtype=torch.float64)","tensor(2.1060, dtype=torch.float64)"
72,1,0.0007777999999999998,0.00022229999999999998,"tensor(2286.7428, dtype=torch.float64)","tensor(3.6200, dtype=torch.float64)","tensor(0.2857, dtype=torch.float64)","tensor(1.0701, dtype=torch.float64)","tensor(235967.2169, dtype=torch.float64)","tensor(13.0843, dtype=torch.float64)","tensor(3.4129, dtype=torch.float64)"
73,1,0.0007777999999999998,0.00033339999999999997,"tensor(2287.2363, dtype=torch.float64)","tensor(3.1237, dtype=torch.float64)","tensor(0.3746, dtype=torch.float64)","tensor(1.5668, dtype=torch.float64)","tensor(494599.7773, dtype=torch.float64)","tensor(18.7353, dtype=torch.float64)","tensor(4.4751, dtype=torch.float64)"
74,1,0.0007777999999999998,0.00044449999999999996,"tensor(2287.5425, dtype=torch.float64)","tensor(2.8158, dtype=torch.float64)","tensor(0.4513, dtype=torch.float64)","tensor(2.0450, dtype=torch.float64)","tensor(794447.2699, dtype=torch.float64)","tensor(24.0911, dtype=torch.float64)","tensor(5.3918, dtype=torch.float64)"
75,1,0.0007777999999999998,0.0005556,"tensor(2287.7579, dtype=torch.float64)","tensor(2.5992, dtype=torch.float64)","tensor(0.5196, dtype=torch.float64)","tensor(2.5074, dtype=torch.float64)","tensor(1120834.4942, dtype=torch.float64)","tensor(29.2119, dtype=torch.float64)","tensor(6.2073, dtype=torch.float64)"
76,1,0.0007777999999999998,0.0006666999999999999,"tensor(2287.9209, dtype=torch.float64)","tensor(2.4353, dtype=torch.float64)","tensor(0.5814, dtype=torch.float64)","tensor(2.9558, dtype=torch.float64)","tensor(1465122.8481, dtype=torch.float64)","tensor(34.1358, dtype=torch.float64)","tensor(6.9463, dtype=torch.float64)"
77,1,0.0007777999999999998,0.0007777999999999998,"tensor(2288.0502, dtype=torch.float64)","tensor(2.3053, dtype=torch.float64)","tensor(0.6382, dtype=torch.float64)","tensor(3.3916, dtype=torch.float64)","tensor(1821711.0825, dtype=torch.float64)","tensor(38.8892, dtype=torch.float64)","tensor(7.6246, dtype=torch.float64)"
78,1,0.0007777999999999998,0.0008888999999999999,"tensor(2288.1564, dtype=torch.float64)","tensor(2.1985, dtype=torch.float64)","tensor(0.6908, dtype=torch.float64)","tensor(3.8159, dtype=torch.float64)","tensor(2186741.1114, dtype=torch.float64)","tensor(43.4919, dtype=torch.float64)","tensor(8.2530, dtype=torch.float64)"
79,1,0.0007777999999999998,0.001,"tensor(2288.2457, dtype=torch.float64)","tensor(2.1087, dtype=torch.float64)","tensor(0.7399, dtype=torch.float64)","tensor(4.2298, dtype=torch.float64)","tensor(2557443.5862, dtype=torch.float64)","tensor(47.9592, dtype=torch.float64)","tensor(8.8393, dtype=torch.float64)"
80,1,0.0008888999999999999,1e-07,"tensor(2232.6853, dtype=torch.float64)","tensor(57.8375, dtype=torch.float64)","tensor(0.0014, dtype=torch.float64)","tensor(0.0005, dtype=torch.float64)","tensor(49510.4111, dtype=torch.float64)","tensor(0.0295, dtype=torch.float64)","tensor(0.0053, dtype=torch.float64)"
81,1,0.0008888999999999999,0.00011119999999999999,"tensor(2285.4561, dtype=torch.float64)","tensor(4.9138, dtype=torch.float64)","tensor(0.1832, dtype=torch.float64)","tensor(0.5532, dtype=torch.float64)","tensor(55931.0622, dtype=torch.float64)","tensor(7.1068, dtype=torch.float64)","tensor(2.1873, dtype=torch.float64)"
82,1,0.0008888999999999999,0.00022229999999999998,"tensor(2286.5623, dtype=torch.float64)","tensor(3.8015, dtype=torch.float64)","tensor(0.2981, dtype=torch.float64)","tensor(1.0772, dtype=torch.float64)","tensor(266182.1563, dtype=torch.float64)","tensor(13.2722, dtype=torch.float64)","tensor(3.5604, dtype=torch.float64)"
83,1,0.0008888999999999999,0.00033339999999999997,"tensor(2287.0822, dtype=torch.float64)","tensor(3.2787, dtype=torch.float64)","tensor(0.3920, dtype=torch.float64)","tensor(1.5803, dtype=torch.float64)","tensor(556207.0526, dtype=torch.float64)","tensor(19.0337, dtype=torch.float64)","tensor(4.6824, dtype=torch.float64)"
