,loss,theta0,theta1
0,0.00035665533505380154,0.6058815717697144,0.7333694696426392
1,0.00035665539326146245,0.6049333214759827,0.7333706617355347
2,0.00035665533505380154,0.6040081977844238,0.7333718538284302
3,0.00035665533505380154,0.6031006574630737,0.7333730459213257
4,0.00035665533505380154,0.6022086143493652,0.7333742380142212
5,0.00035665533505380154,0.6013302206993103,0.7333754301071167
6,0.00035665533505380154,0.6004645824432373,0.7333766222000122
7,0.0003566553059499711,0.5996108055114746,0.7333778142929077
8,0.00035665533505380154,0.5987679958343506,0.7333790063858032
9,0.00035665533505380154,0.5979359745979309,0.7333801984786987
10,0.00035665533505380154,0.5971142649650574,0.7333813905715942
11,0.00035665533505380154,0.596302330493927,0.7333825826644897
12,0.00035665533505380154,0.595500111579895,0.7333837747573853
13,0.00035665533505380154,0.5947065353393555,0.7333849668502808
14,0.00035665539326146245,0.5939220786094666,0.7333861589431763
15,0.00035665533505380154,0.5931464433670044,0.7333873510360718
16,0.00035665533505380154,0.5923792123794556,0.7333885431289673
17,0.00035665533505380154,0.5916202664375305,0.7333897352218628
18,0.00035665533505380154,0.5908693671226501,0.7333909273147583
19,0.0003566553059499711,0.5901265144348145,0.7333921194076538
20,0.00035665533505380154,0.58939129114151,0.7333933115005493
21,0.00035665533505380154,0.5886636972427368,0.7333945035934448
22,0.00035665533505380154,0.5879437923431396,0.7333956956863403
23,0.00035665533505380154,0.5872312784194946,0.7333968877792358
24,0.00035665533505380154,0.5865257978439331,0.7333980798721313
25,0.00035665533505380154,0.5858275890350342,0.7333992719650269
26,0.00035665533505380154,0.5851362347602844,0.7334004640579224
27,0.00035665533505380154,0.5844518542289734,0.7334016561508179
28,0.00035665533505380154,0.5837745070457458,0.7334028482437134
29,0.00035665533505380154,0.5831039547920227,0.7334040403366089
30,0.00035665533505380154,0.5824397206306458,0.7334052324295044
31,0.00035665533505380154,0.5817824602127075,0.7334064245223999
32,0.00035665533505380154,0.5811314582824707,0.7334076166152954
33,0.00035665533505380154,0.5804870128631592,0.7334088087081909
34,0.00035665533505380154,0.5798489451408386,0.7334100008010864
35,0.00035665533505380154,0.579217255115509,0.7334111928939819
36,0.00035665533505380154,0.5785917043685913,0.7334123849868774
37,0.00035665533505380154,0.5779723525047302,0.733413577079773
38,0.00035665533505380154,0.5773590207099915,0.7334147691726685
39,0.00035665533505380154,0.5767518877983093,0.733415961265564
40,0.00035665533505380154,0.5761508345603943,0.7334171533584595
41,0.00035665533505380154,0.5755552649497986,0.733418345451355
42,0.00035665533505380154,0.5749655961990356,0.7334195375442505
43,0.00035665533505380154,0.574381947517395,0.733420729637146
44,0.00035665533505380154,0.5738040804862976,0.7334219217300415
45,0.0003566553059499711,0.5732319355010986,0.733423113822937
46,0.00035665533505380154,0.572665274143219,0.7334243059158325
47,0.0003566553059499711,0.5721042156219482,0.733425498008728
48,0.00035665533505380154,0.5715487599372864,0.7334266901016235
49,0.0003566553059499711,0.5709992051124573,0.733427882194519
50,0.00035665533505380154,0.5704546570777893,0.7334290742874146
51,0.0003566553059499711,0.5699155926704407,0.7334302663803101
52,0.0003566553059499711,0.5693817734718323,0.7334314584732056
53,0.00035665533505380154,0.5688531398773193,0.7334326505661011
54,0.00035665533505380154,0.5683296322822571,0.7334338426589966
55,0.0003566553059499711,0.5678113698959351,0.7334350347518921
56,0.00035665533505380154,0.567298173904419,0.7334362268447876
