,loss,theta0,theta1
0,0.28717005252838135,0.6159782409667969,0.7233693599700928
1,0.22010257840156555,0.6578590273857117,0.6828234195709229
2,0.19359563291072845,0.6808592081069946,0.666679322719574
3,0.1753530502319336,0.6989902257919312,0.6619983911514282
4,0.1604916751384735,0.7146978378295898,0.6654109954833984
5,0.14761504530906677,0.7287929058074951,0.6737799644470215
6,0.13660922646522522,0.7414657473564148,0.6846250891685486
7,0.1270340085029602,0.7530949711799622,0.6963103413581848
8,0.11848798394203186,0.7639833092689514,0.708044707775116
9,0.11062979698181152,0.7743913531303406,0.7195076942443848
10,0.10319089144468307,0.7845122218132019,0.7305741906166077
11,0.09614946693181992,0.7943568229675293,0.7412996888160706
12,0.08951862156391144,0.8039216995239258,0.7517606616020203
13,0.08322787284851074,0.8132658004760742,0.7619739770889282
14,0.0771990492939949,0.8224500417709351,0.771943986415863
15,0.07140442728996277,0.8314955234527588,0.7817007303237915
16,0.06583421677350998,0.8404083847999573,0.7912742495536804
17,0.06048092246055603,0.8491925001144409,0.800682008266449
18,0.05536618083715439,0.8578274250030518,0.8099521994590759
19,0.05052470043301582,0.8662766814231873,0.8191149234771729
20,0.04595136642456055,0.8745465278625488,0.8281763195991516
21,0.041607774794101715,0.8826723694801331,0.8371227383613586
22,0.03745438531041145,0.8906862735748291,0.8459360599517822
23,0.03351609781384468,0.8985573053359985,0.8546527028083801
24,0.0297702644020319,0.9063076972961426,0.8632699847221375
25,0.026176579296588898,0.9139818549156189,0.8717761039733887
26,0.022687196731567383,0.9216271638870239,0.880141019821167
27,0.019333697855472565,0.9291991591453552,0.888392984867096
28,0.016156615689396858,0.9366403818130493,0.896539568901062
29,0.013250727206468582,0.9438162446022034,0.9046172499656677
30,0.010670937597751617,0.950637698173523,0.9126166701316833
31,0.008448943495750427,0.9570228457450867,0.9205042123794556
32,0.006593593396246433,0.9629116058349609,0.9282398223876953
33,0.005073117092251778,0.9682967066764832,0.9357480406761169
34,0.0038605781737715006,0.973151683807373,0.942973792552948
35,0.0029224909376353025,0.9774611592292786,0.9498680830001831
36,0.0022111525759100914,0.9812501668930054,0.9563677906990051
37,0.0016804756596684456,0.9845553040504456,0.9624180793762207
38,0.0012924585025757551,0.9874078631401062,0.9679833054542542
39,0.0010151404421776533,0.9898406267166138,0.9730408191680908
40,0.0008209337829612195,0.9918937683105469,0.977576494216919
41,0.0006873219972476363,0.9936126470565796,0.9815870523452759
42,0.0005968338227830827,0.995042622089386,0.9850823283195496
43,0.0005364514654502273,0.9962256550788879,0.9880855679512024
44,0.0004967966815456748,0.9971985220909119,0.9906304478645325
45,0.0004712061199825257,0.9979931116104126,0.9927576184272766
46,0.0004550049779936671,0.9986369609832764,0.9945117235183716
47,0.000444958102889359,0.9991539120674133,0.9959385991096497
48,0.00043887909851036966,0.9995646476745605,0.9970832467079163
49,0.00043528492096811533,0.9998869895935059,0.9979883432388306
50,0.00043321651173755527,1.0001369714736938,0.9986934661865234
51,0.00043206498958170414,1.0003279447555542,0.9992343783378601
52,0.0004314402467571199,1.000471591949463,0.9996424913406372
53,0.0004311137890908867,1.0005779266357422,0.9999450445175171
54,0.0004309503419790417,1.0006555318832397,1.0001654624938965
55,0.0004308669304009527,1.0007107257843018,1.0003230571746826
56,0.00043082991032861173,1.0007492303848267,1.000433325767517
57,0.0004308120987843722,1.000775694847107,1.0005087852478027
58,0.00043080627801828086,1.00079345703125,1.0005594491958618
59,0.00043080374598503113,1.000805139541626,1.0005927085876465
60,0.0004308013594709337,1.0008126497268677,1.0006139278411865
61,0.00043080051545985043,1.0008171796798706,1.0006272792816162
62,0.000430800806498155,1.0008199214935303,1.0006349086761475
63,0.00043080077739432454,1.0008214712142944,1.00063955783844
64,0.00043080016621388495,1.00082266330719,1.00064218044281
65,0.00043079935130663216,1.000822901725769,1.0006436109542847
66,0.00043080010800622404,1.000822901725769,1.0006438493728638
67,0.00043080010800622404,1.000822901725769,1.0006438493728638
68,0.00043080010800622404,1.000822901725769,1.0006438493728638
69,0.00043080010800622404,1.000822901725769,1.0006438493728638
70,0.0004308013594709337,1.0008230209350586,1.0006440877914429
71,0.0004308005445636809,1.0008230209350586,1.0006440877914429
72,0.0004308005445636809,1.0008230209350586,1.0006440877914429
73,0.0004308005445636809,1.0008230209350586,1.0006440877914429
74,0.0004308005445636809,1.0008231401443481,1.0006440877914429
75,0.00043080051545985043,1.0008231401443481,1.0006444454193115
76,0.00043080051545985043,1.0008231401443481,1.0006444454193115
77,0.00043080051545985043,1.0008231401443481,1.0006444454193115
78,0.00043080051545985043,1.0008231401443481,1.0006444454193115
79,0.0004307997296564281,1.0008232593536377,1.000644564628601
80,0.0004307997296564281,1.0008232593536377,1.000644564628601
81,0.0004307997296564281,1.0008232593536377,1.000644564628601
82,0.0004307997296564281,1.0008232593536377,1.000644564628601
83,0.0004307997296564281,1.0008232593536377,1.000644564628601
84,0.0004307997296564281,1.0008232593536377,1.000644564628601
85,0.00043080016621388495,1.0008232593536377,1.0006448030471802
86,0.00043080016621388495,1.0008232593536377,1.0006448030471802
87,0.00043080016621388495,1.0008232593536377,1.0006448030471802
88,0.00043080016621388495,1.0008232593536377,1.0006448030471802
89,0.00043080016621388495,1.0008232593536377,1.0006448030471802
90,0.00043080016621388495,1.0008232593536377,1.0006448030471802
91,0.00043080016621388495,1.0008232593536377,1.0006448030471802
92,0.00043080031173303723,1.0008234977722168,1.0006450414657593
93,0.00043080031173303723,1.0008234977722168,1.0006450414657593
94,0.00043080031173303723,1.0008234977722168,1.0006450414657593
95,0.00043080031173303723,1.0008234977722168,1.0006450414657593
96,0.00043080031173303723,1.0008234977722168,1.0006450414657593
97,0.00043080031173303723,1.0008234977722168,1.0006450414657593
98,0.00043080031173303723,1.0008234977722168,1.0006450414657593
99,0.00043080031173303723,1.0008234977722168,1.0006450414657593
