,loss,theta0,theta1
0,0.0003147637180518359,0.5973465442657471,0.7334351539611816
1,0.0003147348470520228,0.5568364262580872,0.7340778112411499
2,0.00031471921829506755,0.5322443842887878,0.7347050309181213
3,0.00031470690737478435,0.5124047994613647,0.7353219985961914
4,0.0003146963135804981,0.49509620666503906,0.735930860042572
5,0.00031468679662793875,0.4794011116027832,0.7365329265594482
6,0.00031467797816731036,0.4648360013961792,0.7371289730072021
7,0.000314669799990952,0.4511098861694336,0.7377196550369263
8,0.0003146620001643896,0.4380318522453308,0.7383054494857788
9,0.0003146546077914536,0.42546916007995605,0.738886833190918
10,0.0003146474773529917,0.41332513093948364,0.7394639849662781
11,0.000314640550641343,0.40152713656425476,0.7400372624397278
12,0.0003146338858641684,0.3900189995765686,0.7406067848205566
13,0.0003146273666061461,0.3787563145160675,0.7411728501319885
14,0.00031462099286727607,0.3677034378051758,0.741735577583313
15,0.0003146147355437279,0.35683122277259827,0.74229496717453
16,0.00031460862373933196,0.3461155593395233,0.7428513765335083
17,0.0003146026283502579,0.3355363607406616,0.7434048056602478
18,0.00031459666206501424,0.3250766396522522,0.7439552545547485
19,0.00031459087040275335,0.31472188234329224,0.7445029020309448
20,0.00031458507874049246,0.30445975065231323,0.7450478076934814
21,0.00031457937438972294,0.2942796051502228,0.7455900311470032
22,0.00031457372824661434,0.2841722071170807,0.7461296319961548
23,0.00031456814031116664,0.2741294801235199,0.7466667294502258
24,0.00031456261058337986,0.2641444206237793,0.7472012639045715
25,0.00031455716816708446,0.25421082973480225,0.7477333545684814
26,0.0003145517548546195,0.24432334303855896,0.7482630014419556
27,0.000314546370645985,0.23447705805301666,0.7487902641296387
28,0.00031454101554118097,0.2246677577495575,0.7493152022361755
29,0.00031453571864403784,0.21489164233207703,0.7498378157615662
30,0.0003145304217468947,0.20514537394046783,0.7503581643104553
31,0.0003145251830574125,0.19542595744132996,0.7508763074874878
32,0.0003145200025755912,0.1857307255268097,0.7513921856880188
33,0.0003145148220937699,0.17605726420879364,0.7519058585166931
34,0.00031450967071577907,0.16640344262123108,0.7524173855781555
35,0.00031450457754544914,0.15676730871200562,0.7529267072677612
36,0.0003144994843751192,0.14714720845222473,0.7534339427947998
37,0.00031449442030861974,0.1375415027141571,0.7539390921592712
