,loss,theta0,theta1
0,0.1470976322889328,0.6159782409667969,0.7233693599700928
1,0.09440360963344574,0.6598830223083496,0.6777974367141724
2,0.06960191577672958,0.6841615438461304,0.652184247970581
3,0.054427340626716614,0.7017938494682312,0.6342537999153137
4,0.0450146310031414,0.7154754996299744,0.6217076182365417
5,0.03921286016702652,0.7264425158500671,0.6136173605918884
6,0.03558807075023651,0.7354594469070435,0.6093958616256714
7,0.03317642956972122,0.7430841326713562,0.6084686517715454
8,0.03137911856174469,0.7497491836547852,0.6101880073547363
9,0.02986794151365757,0.7557837963104248,0.6138836145401001
