,loss,theta0,theta1
0,0.3277103900909424,0.6159782409667969,0.7233693599700928
1,0.3113270103931427,0.6226164102554321,0.716227650642395
2,0.302283376455307,0.6295276284217834,0.710400402545929
3,0.2935081720352173,0.6347782611846924,0.7056936621665955
4,0.28698408603668213,0.6371400952339172,0.7020214200019836
5,0.2837488055229187,0.6414675712585449,0.6983976364135742
6,0.2776123881340027,0.6429974436759949,0.6955344676971436
7,0.27634182572364807,0.6450827717781067,0.6928632855415344
8,0.27364838123321533,0.6487778425216675,0.690153956413269
9,0.26776623725891113,0.6501148343086243,0.687981903553009
10,0.2668905258178711,0.6515042185783386,0.686037003993988
