,num_iters,km1_perturb,kc1_perturb,km2_perturb,kc2_perturb,loss,k1,k2,theta1,theta2
19,500,0.5,0.5,0.75,0.9,0.07950945233385609,0.00045556621020575734,2.1172885974088226e-05,8.042111334239074,8.505311210467386
20,500,0.5,0.5,0.9,0.9,0.07957428614857673,0.0006751200494757712,2.2015038790777602e-05,6.423016294611009,9.098827042897083
21,500,0.5,0.5,0.95,0.9,0.07941275062425425,0.0009577050312886265,2.0360189873286952e-05,7.576220562526589,3.279060651308935
22,500,0.5,0.5,1.0,0.9,0.07964211394159508,0.0006489459141069445,2.0454195048497415e-05,9.130126289877872,4.412702106439242
23,500,0.5,0.5,1.05,0.9,0.07982886628915695,0.000842878732127575,1.9805662771046227e-05,8.916603592025348,6.94919151222062
24,500,0.5,0.5,1.1,0.9,0.08013757953173861,0.00044360171199152906,2.5042181861165377e-05,7.618902671469426,2.5085838512595133
25,500,0.5,0.5,1.25,0.9,0.0798207462944259,0.0009413579229327124,2.1721981808892935e-05,8.962374194455542,9.591925044314848
26,500,0.5,0.5,1.5,0.9,0.08105256660058291,0.0008563621852811065,2.9295579477838428e-05,4.862882112863563,7.670189705757096
27,500,0.5,0.5,0.5,0.95,0.07891227603510302,0.0004675393015623177,2.033873258691221e-05,5.173498342627712,5.547874407716735
28,500,0.5,0.5,0.75,0.95,0.0788486596625089,0.0009903970734421335,2.1174316879190386e-05,4.343565813073649,6.250629853766079
29,500,0.5,0.5,0.9,0.95,0.07945513758865144,0.00023983621808511854,2.395413712815049e-05,9.38714583642145,5.4200184925791905
30,500,0.5,0.5,0.95,0.95,0.07898011135069405,0.0006832534079683279,2.0353213478606405e-05,7.880386240165555,0.3793234335323619
31,500,0.5,0.5,1.0,0.95,0.07918023565307802,0.000963040626132878,1.9363540128533714e-05,8.7262770868935,1.4299484589128597
32,500,0.5,0.5,1.05,0.95,0.07897532897949378,0.0006853000598347236,2.0808057385028015e-05,7.675404301493965,8.148616903967223
33,500,0.5,0.5,1.1,0.95,0.07890673089571462,0.000931410678693278,2.0257531279171138e-05,7.207845075984112,8.687929453557423
34,500,0.5,0.5,1.25,0.95,0.08061790945078791,0.0005757320903162697,2.7857790974005912e-05,4.6855571551506845,6.95030324260201
35,500,0.5,0.5,1.5,0.95,0.0790335188077966,0.0008426930283809795,2.1911609535857125e-05,8.552113410863807,3.0707841627022683
36,500,0.5,0.5,0.5,1.0,0.07897156096499075,0.0009155365140960117,2.1061510326469194e-05,2.981455605641223,0.011763678378387876
37,500,0.5,0.5,0.75,1.0,0.07854055063822328,0.00037965319829559883,2.0915344249162527e-05,6.705217841958689,9.214654661466978
38,500,0.5,0.5,0.9,1.0,0.07843002496125688,0.0008503180348881234,2.0309995398154423e-05,5.264897045815656,8.528032466937024
39,500,0.5,0.5,0.95,1.0,0.07848447331480343,0.0009195841542683082,1.81515236486368e-05,8.375936591056288,6.975365929138651
40,500,0.5,0.5,1.0,1.0,0.07902525478348014,0.00035579864260068127,2.3549461264708013e-05,7.025512787870782,5.991060297827066
41,500,0.5,0.5,1.05,1.0,0.07857199138469323,0.0005329764747682182,1.9871752716696332e-05,8.438418749321414,2.520067185757813
42,500,0.5,0.5,1.1,1.0,0.0787180461778925,0.00032176373819573124,2.184217989614128e-05,9.872730916981274,5.252538432312747
43,500,0.5,0.5,1.25,1.0,0.0790791709192395,0.0006630280096606981,2.3978482410122557e-05,5.555578606482658,5.930119524173683
44,500,0.5,0.5,1.5,1.0,0.07877808730613578,0.0006056408472793857,2.1774210897526627e-05,8.596580906095197,6.944619508289923
45,500,0.5,0.5,0.5,1.05,0.07793476535711838,0.00022839384971959636,1.982986517157575e-05,6.806736079264839,5.532624382985084
46,500,0.5,0.5,0.75,1.05,0.07785583906727647,0.00014479279874507006,2.3292176759230293e-05,9.798481456632558,2.254110558289932
47,500,0.5,0.5,0.9,1.05,0.07792007080426723,0.0008610696817890278,1.8097721366947418e-05,6.87594076919104,3.6330901088886476
48,500,0.5,0.5,0.95,1.05,0.07788277754965753,0.0008774824777458872,1.909037587496639e-05,5.896862109079314,2.7667503954593418
49,500,0.5,0.5,1.0,1.05,0.07785072623045623,0.0009988067143136031,1.9420024496014582e-05,5.5431928401462685,1.2621524636528887
50,500,0.5,0.5,1.05,1.05,0.07974337984640797,0.0005411829008107844,2.6016662324798057e-05,3.7278449691113615,1.9796469061883468
51,500,0.5,0.5,1.1,1.05,0.07802798790188561,0.000626196234128925,1.959506223540502e-05,7.58487968737229,8.336364945980554
52,500,0.5,0.5,1.25,1.05,0.07910787385113549,0.0008816602481866197,2.009674540687943e-05,5.515065156617116,9.000059734123138
53,500,0.5,0.5,1.5,1.05,0.07916841132958646,0.0006277897430697236,2.470745915917805e-05,5.509003704895142,0.16663421067423684
54,500,0.5,0.5,0.5,1.1,0.0768819646451989,9.814564265965393e-05,2.2684664502550382e-05,7.577541539578737,4.933433467817489
55,500,0.5,0.5,0.75,1.1,0.07759069056145523,0.0004221853309188871,1.8863571190810208e-05,6.488306194254546,3.31934988418301
56,500,0.5,0.5,0.9,1.1,0.07764343144283647,0.00028605164260631696,1.9382989663405404e-05,8.70912260672541,5.509444737437851
57,500,0.5,0.5,0.95,1.1,0.07783119078700049,0.0006115679232562365,1.985449144101777e-05,5.291566531149287,3.275365970501076
58,500,0.5,0.5,1.0,1.1,0.07767703160473119,0.0003849474203089329,1.8103582993939006e-05,9.733447640617339,3.426756118250007
59,500,0.5,0.5,1.05,1.1,0.07765497204509558,0.0004718500111646928,1.870141590517025e-05,8.814882042546461,5.593609810251706
60,500,0.5,0.5,1.1,1.1,0.07795961599814127,0.0006031486007067196,2.100109340755503e-05,5.440024069016079,3.7297405416745875
61,500,0.5,0.5,1.25,1.1,0.0786912831327672,0.0006984054687257447,2.4278844980970363e-05,4.175927294109291,2.4785830786375302
62,500,0.5,0.5,1.5,1.1,0.07769620191935708,0.0008982567905244214,1.8560197121398704e-05,9.32331835817531,2.716862925523137
63,500,0.5,0.5,0.5,1.25,0.07456656449476759,9.480099231988818e-05,2.1343457414883682e-05,9.345896426411326,9.842955831751983
64,500,0.5,0.5,0.75,1.25,0.07645256288638957,0.00046210567406609416,1.6488073434824308e-05,6.166543515007697,5.055558768044514
65,500,0.5,0.5,0.9,1.25,0.07635926358129204,0.0001821046107657328,1.903137368255853e-05,9.09774473775454,6.407531065453721
66,500,0.5,0.5,0.95,1.25,0.0768645904785917,0.00024341260143242443,1.9484389647479726e-05,7.0524256643155,9.518291770430132
67,500,0.5,0.5,1.0,1.25,0.07776788785890665,0.0006314619192173513,2.2723931831085393e-05,3.0895711701157813,3.4396801508844983
68,500,0.5,0.5,1.05,1.25,0.07665405313405613,0.0005630721101627665,1.6453995752791087e-05,8.343207658010115,1.5072958238576435
69,500,0.5,0.5,1.1,1.25,0.0766329089990438,0.0006772320203625862,1.8971759373375e-05,5.067889146562314,5.24570574413192
70,500,0.5,0.5,1.25,1.25,0.07663127725541127,0.0009630678540897156,1.4958691030935925e-05,9.575364650626039,9.41549782104804
71,500,0.5,0.5,1.5,1.25,0.07644526011547695,0.0007547877609450789,1.769097337744734e-05,7.687192649435196,7.397592806172967
72,500,0.5,0.5,0.5,1.5,0.07510255602105834,0.00042101313976909205,1.3352736182973743e-05,4.894290931644992,0.09992907607033397
73,500,0.5,0.5,0.75,1.5,0.07366601034578193,7.409503074822459e-05,2.290971192570168e-05,9.745132525877784,5.409137424987104
74,500,0.5,0.5,0.9,1.5,0.07458375144407162,0.00015440498883008148,1.6672805614688335e-05,9.413982489595462,6.085885735850834
75,500,0.5,0.5,0.95,1.5,0.07503900430386798,0.00024383725704513055,1.581970002691683e-05,8.703746952552526,3.117907581178766
76,500,0.5,0.5,1.0,1.5,0.07511408391276081,0.00068394620584097,1.5983863446121923e-05,4.610040118864667,9.688192005363417
77,500,0.5,0.5,1.05,1.5,0.07573088328740829,0.0007888063372018582,1.926356802255956e-05,2.9582413452762646,7.035625244137425
78,500,0.5,0.5,1.1,1.5,0.07650514317381758,0.00015911124442133127,2.16295770808167e-05,6.067975699259068,0.6978016983033167
79,500,0.5,0.5,1.25,1.5,0.07510563544420733,0.00033391568139978485,1.5914438786329862e-05,8.666913315508424,2.0415951694442933
80,500,0.5,0.5,1.5,1.5,0.07638107814235595,0.0003194157264581976,2.013099360999796e-05,5.939628973129285,9.930055665118898
81,500,0.75,0.5,0.5,0.5,0.09341942422516035,0.0008191521454232638,3.308422524289214e-05,6.343453676185611,5.765762327262664
82,500,0.75,0.5,0.75,0.5,0.09381421622422151,0.0006346998083430997,3.40707228286979e-05,9.979909964528575,6.884437108273925
83,500,0.75,0.5,0.9,0.5,0.09376470419154814,0.0009944804206927804,3.440613477835038e-05,8.551187249671917,1.8700557178447732
84,500,0.75,0.5,0.95,0.5,0.09449888898632755,0.0008066651725655584,3.830944609352305e-05,7.02831628541829,4.657262228318095
85,500,0.75,0.5,1.0,0.5,0.09465468884851946,0.0007104835853415805,3.879109941450202e-05,7.223121725951983,8.227714483424037
86,500,0.75,0.5,1.05,0.5,0.09447992796477661,0.0007444053593672091,3.623654227643429e-05,8.384619841344858,8.622694201656557
87,500,0.75,0.5,1.1,0.5,0.0947566978971275,0.0008476628563165551,3.904404072052754e-05,7.659687755950831,3.117741279034997
88,500,0.75,0.5,1.25,0.5,0.09454466466435939,0.0008050482979246828,3.6980050166547154e-05,9.115209287216077,7.249066322058505
89,500,0.75,0.5,1.5,0.5,0.09492206880693567,0.0008644048556833053,3.941891341578357e-05,8.967336563675367,8.261670164759298
90,500,0.75,0.5,0.5,0.75,0.08783799251520882,0.0008543145106768747,2.3252216997146855e-05,4.769860655191477,8.975631636538694
91,500,0.75,0.5,0.75,0.75,0.088329854383353,0.0008944978233474546,2.6681687954549147e-05,4.808482496764765,8.70061870684999
92,500,0.75,0.5,0.9,0.75,0.08807632283805714,0.0006650114202049482,2.4736473323981946e-05,7.937774985648627,6.101915793401496
93,500,0.75,0.5,0.95,0.75,0.08822125031683542,0.0008725923448250032,2.5558778333257507e-05,6.047302444248901,9.828914905368244
94,500,0.75,0.5,1.0,0.75,0.08855409956301907,0.0007120399679866982,2.8213394198577588e-05,5.938079320329881,7.533381451521985
95,500,0.75,0.5,1.05,0.75,0.08905968907491071,0.00036461053678775354,2.7028283384188497e-05,8.688424210303449,5.32198683476611
96,500,0.75,0.5,1.1,0.75,0.0883603675299714,0.0004643321003462216,2.6465117943360463e-05,9.522943159287433,4.134558292279993
97,500,0.75,0.5,1.25,0.75,0.08968543185910773,0.0007978675194579147,2.9487559283612343e-05,5.182974165476352,4.6096279337111925
98,500,0.75,0.5,1.5,0.75,0.08947198555133097,0.000947747878658646,2.644192996349044e-05,7.184749160102217,0.35537213900012876
99,500,0.75,0.5,0.5,0.9,0.08610221552503543,0.0007784008596284583,2.0903319814824196e-05,3.5644837835063585,5.928500226308826
100,500,0.75,0.5,0.75,0.9,0.0860636310431353,0.00037995392044272344,2.2162114182042028e-05,7.6893454254192966,4.788969693068046
101,500,0.75,0.5,0.9,0.9,0.08619579984874334,0.0003519309998943162,2.338820381199937e-05,7.920406710363832,2.378142767874309
102,500,0.75,0.5,0.95,0.9,0.08706515846942127,0.0007756325728123586,2.4970154011499625e-05,5.169048030265993,3.15415710892409
103,500,0.75,0.5,1.0,0.9,0.08616362274034045,0.0007439255340110836,2.2287762061868177e-05,6.985620786026293,5.163662148182091
104,500,0.75,0.5,1.05,0.9,0.08612923237652151,0.0005029208472272093,2.2258090117628057e-05,8.580234394446968,2.2063099563939716
105,500,0.75,0.5,1.1,0.9,0.08659293704261559,0.0007691941051836328,2.5646273987259663e-05,4.82522869347567,4.371236008813764
106,500,0.75,0.5,1.25,0.9,0.08628788622263903,0.0005484139416251826,2.272263363418632e-05,8.708680509886042,9.36629226382231
107,500,0.75,0.5,1.5,0.9,0.08607552061089484,0.0009467981975788661,2.280598556130228e-05,8.147171682537168,7.856848952000296
108,500,0.75,0.5,0.5,0.95,0.08537782385946505,0.0004251959235092879,2.0470793636907354e-05,4.907644002105887,9.474366281776263
109,500,0.75,0.5,0.75,0.95,0.08540451802525698,0.0006893233305222198,2.0105590391947944e-05,6.0841128383284975,5.760880594439797
110,500,0.75,0.5,0.9,0.95,0.08600016687434517,0.00047174729930097794,2.2443755717462623e-05,5.834842807023726,0.6119375892719074
111,500,0.75,0.5,0.95,0.95,0.08593312436056846,0.00020541946545066933,2.5945266735810502e-05,8.868440358099363,9.672809791778388
112,500,0.75,0.5,1.0,0.95,0.08550536824443761,0.0006423906426820973,1.9716498966066692e-05,8.744732073741574,5.696176678243701
113,500,0.75,0.5,1.05,0.95,0.0854531226976319,0.0009767414182279247,1.9245944147667643e-05,7.713945638319508,7.964350975840882
114,500,0.75,0.5,1.1,0.95,0.08555270404519649,0.0009383058227708807,2.1251518660012085e-05,6.67277620869519,6.9263344194273975
115,500,0.75,0.5,1.25,0.95,0.08547788051613733,0.0008286769918367674,2.14076112366587e-05,7.293344605642589,3.0758426177223024
116,500,0.75,0.5,1.5,0.95,0.08599237077339056,0.0009529223497396555,2.1217053403932552e-05,7.350322571234711,9.783010998852763
117,500,0.75,0.5,0.5,1.0,0.08484792676325162,0.0003388890909601279,1.959803232190777e-05,5.8369545160334075,8.664867068496092
118,500,0.75,0.5,0.75,1.0,0.08499265948887895,0.000547396563150055,1.9401102702822212e-05,6.14860814998841,5.757293380229364
119,500,0.75,0.5,0.9,1.0,0.08499273035729571,0.000674686107662471,1.8646984855978787e-05,7.556892204625194,8.92956096710694
120,500,0.75,0.5,0.95,1.0,0.08492971052276752,0.0007361443966934293,2.0155785802042084e-05,6.081969433358462,0.33898862957004283
121,500,0.75,0.5,1.0,1.0,0.0850155344737627,0.00042593170835007743,2.024352091143528e-05,8.798121977117436,1.868440591072262
122,500,0.75,0.5,1.05,1.0,0.08528367628039167,0.0008337039687293193,1.7982263083072913e-05,9.980093294695896,5.222705610417558
123,500,0.75,0.5,1.1,1.0,0.08491723693161923,0.0008777675093954219,2.0740027878929272e-05,6.026553757720957,5.195580671230205
124,500,0.75,0.5,1.25,1.0,0.08514873470918977,0.0005837342354186306,1.939332705059634e-05,9.78830104792933,5.2074642673882
125,500,0.75,0.5,1.5,1.0,0.08566660015140995,0.0006020811924247208,2.429278820682354e-05,6.602168299461523,1.2482562410335092
126,500,0.75,0.5,0.5,1.05,0.08406707486438253,0.00014299775748748196,2.4084126107577616e-05,5.9516176648318355,4.5194937415154905
127,500,0.75,0.5,0.75,1.05,0.08440448785981051,0.00027542483048510985,1.9878334968043193e-05,7.879147585433812,3.693411318871928
128,500,0.75,0.5,0.9,1.05,0.08453427241102907,0.0003826201334403616,1.9568569945134873e-05,8.424408106438094,6.356398203130442
129,500,0.75,0.5,0.95,1.05,0.08502016886354419,0.00013347501769921122,2.818708602768704e-05,8.762730320194585,2.5646139290348064
130,500,0.75,0.5,1.0,1.05,0.08450000203285381,0.0006897880677580467,1.859555177894241e-05,7.1826897284389934,9.557005087865644
131,500,0.75,0.5,1.05,1.05,0.0845154383184697,0.0007447445730970073,1.8646252221041017e-05,7.064484013215893,7.571479892987752
132,500,0.75,0.5,1.1,1.05,0.08462736267156251,0.0007089638515001945,1.9376599369977707e-05,7.6120866473313695,7.232585360806064
133,500,0.75,0.5,1.25,1.05,0.08705731923439433,0.000320498901830256,2.7914424358474505e-05,5.0670831472254285,5.368390785116784
134,500,0.75,0.5,1.5,1.05,0.08473619017952172,0.0009062093431245382,1.8534825332352224e-05,8.755802827525953,5.092579011248215
135,500,0.75,0.5,0.5,1.1,0.08226197698038523,8.3733438409725e-05,3.17237512871641e-05,9.236939148055132,8.747658352817695
136,500,0.75,0.5,0.75,1.1,0.08410793124061758,0.00016247343605958048,2.0899856291048702e-05,8.281443151402781,1.7685540751524211
137,500,0.75,0.5,0.9,1.1,0.08404614508372936,0.0003007607682715185,1.945174319800434e-05,8.761758363562373,8.565264961677064
138,500,0.75,0.5,0.95,1.1,0.08434534741853947,0.0003745601416592377,2.1308564935482773e-05,6.153170977502626,2.50487886134006
139,500,0.75,0.5,1.0,1.1,0.08413326929668741,0.0006407894313862643,1.7284065127215584e-05,8.18493085284859,3.3418598460629183
140,500,0.75,0.5,1.05,1.1,0.08402073513553923,0.0007801450742082682,1.9003854089282514e-05,5.895752116534115,1.5517338881267981
141,500,0.75,0.5,1.1,1.1,0.08429175978548495,0.0006120316884947759,1.9171060963259285e-05,6.4752139655876615,4.35982223190802
142,500,0.75,0.5,1.25,1.1,0.08413640097194036,0.0006905906619267608,1.851040894920163e-05,8.525664269354682,3.1443872133834097
143,500,0.75,0.5,1.5,1.1,0.08468711099544164,0.0008148718624925951,1.8837636447795097e-05,9.742753856281384,5.423062959557057
144,500,0.75,0.5,0.5,1.25,0.08183744810339934,0.0001038603767092214,2.576741494059653e-05,7.0329597731342375,7.356487781233472
145,500,0.75,0.5,0.75,1.25,0.08324845073938833,0.000442905779169298,1.5718537047973635e-05,6.372488930276928,3.268130512749222
146,500,0.75,0.5,0.9,1.25,0.08289548959323326,0.0003133677041745205,1.770654712439941e-05,7.70180930241511,9.238268371326177
147,500,0.75,0.5,0.95,1.25,0.08298802386455181,0.0006708129794675395,1.586395784722418e-05,6.587273661535836,7.496131124422105
148,500,0.75,0.5,1.0,1.25,0.0828171290657753,0.00014712513261875475,2.2547173952543653e-05,8.950037785298777,3.7384497964769596
149,500,0.75,0.5,1.05,1.25,0.08290303641376556,0.0008024983532863795,1.749161361705429e-05,5.379152539819889,6.467317991675027
150,500,0.75,0.5,1.1,1.25,0.08296963057339465,0.0006455563873789583,1.696580182888496e-05,6.951284407903351,0.5515440228003348
151,500,0.75,0.5,1.25,1.25,0.08296040699652181,0.0008139061019764176,1.8163086428581745e-05,5.4736336227408,7.497470263620179
152,500,0.75,0.5,1.5,1.25,0.08327915875069718,0.0004864837349893474,1.959207873037954e-05,7.991610148765173,7.959111803533333
153,500,0.75,0.5,0.5,1.5,0.08157723211320411,0.00026118930695386754,1.778076464142343e-05,3.120285213553694,7.664480700937416
154,500,0.75,0.5,0.75,1.5,0.08162273081673127,0.0008017762252234804,1.653337511513885e-05,2.873559202850296,3.452528571313842
155,500,0.75,0.5,0.9,1.5,0.08117038744714586,0.00016078810482072163,1.9346877114426057e-05,7.286680588542697,1.398391800727978
156,500,0.75,0.5,0.95,1.5,0.08161169520291507,0.0004607685759430503,1.561576589205203e-05,5.270911206343573,7.555395145233784
157,500,0.75,0.5,1.0,1.5,0.08155005734957838,0.0009494421854739502,1.6465697509577395e-05,3.333096494834126,7.09647591594144
158,500,0.75,0.5,1.05,1.5,0.08158672449768395,0.000208650770916519,1.894794581324771e-05,7.387214816752904,2.5659344035405773
159,500,0.75,0.5,1.1,1.5,0.08177198160005197,0.00039753732942533613,1.7808111844037737e-05,5.343406556241003,4.7605606911213805
160,500,0.75,0.5,1.25,1.5,0.08167175271012286,0.000649838876251402,1.626847066373559e-05,5.7859857561099215,9.967743865523358
161,500,0.75,0.5,1.5,1.5,0.0821958412212784,0.0004614607384076629,1.951909765306969e-05,5.4290779061004075,1.2335367182087107
162,500,0.9,0.5,0.5,0.5,0.09696024291522748,0.00030905042786311566,3.426989163172063e-05,8.830726715261557,0.001682737812386037
163,500,0.9,0.5,0.75,0.5,0.09731882287356791,0.00045404322297117316,3.461038079404476e-05,9.562725012940684,9.991345249761341
164,500,0.9,0.5,0.9,0.5,0.09737803236476669,0.0006471230567463362,3.571655456544732e-05,8.821311251948629,2.5623504037344675
165,500,0.9,0.5,0.95,0.5,0.09759889690055332,0.000640595629864964,3.6336787241290676e-05,8.40462505908228,6.676216899817909
166,500,0.9,0.5,1.0,0.5,0.098068264749408,0.0009991096581794356,3.775704230976556e-05,5.746494840347392,6.23910976206194
167,500,0.9,0.5,1.05,0.5,0.0971943271351375,0.0009989570598614688,3.4147671196682405e-05,9.482982416367296,7.368468599633942
168,500,0.9,0.5,1.1,0.5,0.09769509995614745,0.0007782463199784039,3.706787415155376e-05,8.27366269233365,4.136418304642179
169,500,0.9,0.5,1.25,0.5,0.09865587635230078,0.0009493977613125039,4.072298070199842e-05,6.139934048874287,3.3963185322382095
170,500,0.9,0.5,1.5,0.5,0.098341578463467,0.0008024630402221739,3.927012434300144e-05,9.058167764174069,6.46304924662944
171,500,0.9,0.5,0.5,0.75,0.09127845800484259,0.00033647291921336394,2.5127651059519944e-05,6.180025183865126,4.624928633313731
172,500,0.9,0.5,0.75,0.75,0.09167861872150891,0.0008437026387930504,2.7378116423335227e-05,4.357653592261743,7.748193436005006
173,500,0.9,0.5,0.9,0.75,0.09240337879882182,0.0004852710484511442,3.005837943348481e-05,5.8146913242854605,6.998864611829228
174,500,0.9,0.5,0.95,0.75,0.0914161232148064,0.0008042551390004637,2.415267154222896e-05,7.666022631878636,3.4281532132307673
175,500,0.9,0.5,1.0,0.75,0.0929627804485667,0.000778228232704942,2.7170145781287608e-05,4.883306545316971,9.349769302188157
176,500,0.9,0.5,1.05,0.75,0.09214753113992295,0.0004876853870963543,2.7500305127146254e-05,8.908685667199006,6.559938985750909
177,500,0.9,0.5,1.1,0.75,0.09186711265285179,0.0009722512968792365,2.5109197665975513e-05,6.398706217345263,6.16828633533069
178,500,0.9,0.5,1.25,0.75,0.09189450216957494,0.000624919672580012,2.5576929959389006e-05,9.052819871548978,6.264185846794248
179,500,0.9,0.5,1.5,0.75,0.09213277753205718,0.0008114591923736176,2.8911436324661722e-05,7.933960952562297,8.813759981715524
180,500,0.9,0.5,0.5,0.9,0.08932203027249656,0.00035749867675300236,2.2408038538050517e-05,5.1183438371646774,8.931242805873664
181,500,0.9,0.5,0.75,0.9,0.08932714106616416,0.0006661957723912792,2.0838730332790686e-05,6.050308305422964,4.249064587688115
182,500,0.9,0.5,0.9,0.9,0.0894082504870897,0.000507257536569033,2.2173187483718538e-05,7.409115387760977,6.3647958210907625
183,500,0.9,0.5,0.95,0.9,0.08948883883262604,0.0005319632450041447,2.2939152104429297e-05,6.7426075617985415,3.705678433803997
184,500,0.9,0.5,1.0,0.9,0.08956116317668028,0.0005180747166163661,2.023434437782525e-05,9.993715997495933,7.34131337361052
185,500,0.9,0.5,1.05,0.9,0.09035833366295551,0.0006160170212711996,2.324839923289215e-05,5.693406518178641,6.000199131699319
186,500,0.9,0.5,1.1,0.9,0.09095977766770105,0.00039903402545333664,2.3823924546677805e-05,6.928080133470145,5.876744581372484
187,500,0.9,0.5,1.25,0.9,0.09022520242950909,0.0006367272511301832,2.438137154250455e-05,6.130904847684416,5.448712977246525
188,500,0.9,0.5,1.5,0.9,0.08986181708858568,0.000666279585776398,2.3542416324059295e-05,9.652337428486302,3.6477915963502503
189,500,0.9,0.5,0.5,0.95,0.08871566337752683,0.0008307876484887554,2.0838947364931653e-05,3.1093875633288803,3.309280844626334
190,500,0.9,0.5,0.75,0.95,0.0887586498174491,0.0008971715230559048,1.875200194128131e-05,6.356083336819996,6.012892763353705
191,500,0.9,0.5,0.9,0.95,0.08896363994759361,0.0005090527369360293,1.8834301241805358e-05,9.989108407640323,3.448065967062931
192,500,0.9,0.5,0.95,0.95,0.08900040673764661,0.0007694265917549559,2.3053817756165207e-05,4.691793870028498,2.224318552632048
193,500,0.9,0.5,1.0,0.95,0.08888632122700804,0.0007056229367464892,2.1565876462527115e-05,5.986269980844762,0.4745388524552836
194,500,0.9,0.5,1.05,0.95,0.08925176679712005,0.000297286831236186,2.2649522998930865e-05,8.800547217772804,0.0024318228213944804
195,500,0.9,0.5,1.1,0.95,0.08876606673663648,0.0009661143698095531,2.1260818650849025e-05,5.771621923911879,3.5700131811485383
196,500,0.9,0.5,1.25,0.95,0.08905403230195506,0.0009470115658092776,2.0776792441730296e-05,6.616271969770784,5.312670222361154
197,500,0.9,0.5,1.5,0.95,0.08896438214622475,0.0007951803389167729,2.268824616785285e-05,7.554393271706524,2.260918557824504
198,500,0.9,0.5,0.5,1.0,0.08703427745113093,9.176910944864957e-05,3.22603467303111e-05,8.339253045198344,6.271507918448869
199,500,0.9,0.5,0.75,1.0,0.08829608638046299,0.0008119485304926156,2.0943666339356792e-05,4.019379346790106,0.31061351867601505
200,500,0.9,0.5,0.9,1.0,0.08846973386939805,0.0007994398431766111,2.1086329462214805e-05,5.241088028357277,8.009264177790381
201,500,0.9,0.5,0.95,1.0,0.08825761998789422,0.0009053938127669947,2.0499917395316216e-05,4.978782598772549,1.432913530672344
202,500,0.9,0.5,1.0,1.0,0.08839695919192903,0.0009671930013495075,2.160750922381829e-05,4.830629847446911,8.099548036900114
203,500,0.9,0.5,1.05,1.0,0.0886718852189222,0.0004123269654441097,2.000087287778592e-05,8.61810069594766,0.20510553935608744
204,500,0.9,0.5,1.1,1.0,0.0883337972361525,0.000614659666856518,2.0082236272897635e-05,7.702306229638273,5.898418133781377
205,500,0.9,0.5,1.25,1.0,0.08833206768602173,0.0007393298300373807,1.972956849554114e-05,8.603773555370033,4.48917450238518
206,500,0.9,0.5,1.5,1.0,0.08838217495129586,0.0007821703210032586,2.0615349110474536e-05,8.382002142251267,8.736108135361023
