,Unnamed: 0,num_iters,km_perturb,kc_perturb,loss,k1,k2,theta1,theta2,circuit,perturbed
142,142,500,1.25,0.75,0.070525511911022,0.0008075934971797,4.11243361612807e-05,4.543791794783623,9.615935720587146,Dual Control,True
143,143,500,1.5,0.75,0.0714838843131685,0.0008932761526885,3.869184509286914e-05,4.7900741024367,9.998082363006226,Dual Control,True
144,144,500,0.5,0.9,0.0622444371688528,0.0005697759306609,7.11572824228986e-05,2.487459158633325,9.966435158158689,Dual Control,True
145,145,500,0.75,0.9,0.0641436706170447,0.0007256400832573,4.806302873040717e-05,2.819246537984129,9.658955178687895,Dual Control,True
146,146,500,0.9,0.9,0.0650078995443186,0.0006945372856322,6.413683578180059e-05,2.5282722239000366,9.97739627907176,Dual Control,True
147,147,500,0.95,0.9,0.0663444170498319,0.0002774709151342,6.772001720520919e-05,4.080219669550874,9.617551775545524,Dual Control,True
148,148,500,1.05,0.9,0.0666309900357678,0.0004182841513224,6.819369817266644e-05,3.497007929656152,9.7789471029223,Dual Control,True
149,149,500,1.1,0.9,0.0666431984064135,0.000946307646695,4.932331704855954e-05,2.728652140433274,8.871485337256646,Dual Control,True
150,150,500,1.25,0.9,0.0680316896553224,0.0001277630110603,6.840858984391298e-05,8.226290803155646,9.970902121573952,Dual Control,True
151,151,500,1.5,0.9,0.0708686748785796,0.0003222679421091,4.489992346106005e-05,5.398433655370383,6.780627400792089,Dual Control,True
152,152,500,0.5,0.95,0.0608200209899476,0.0007097122942692,6.608759887021452e-05,1.9910169415943533,9.981737387725198,Dual Control,True
153,153,500,0.75,0.95,0.0638089218198521,0.0005155629252792,5.961539509530672e-05,2.68348772141871,8.969113189981865,Dual Control,True
154,154,500,0.9,0.95,0.0648705288651683,0.0004980413209222,4.118433405243133e-05,4.409090102622495,9.825071915413846,Dual Control,True
155,155,500,0.95,0.95,0.0649045966891782,0.0004259122819724,4.619642773010744e-05,4.473786467650885,9.974946904302673,Dual Control,True
156,156,500,1.05,0.95,0.0656920647312943,0.0009390234106925,7.965589500659536e-05,1.811807525336408,9.820401167317453,Dual Control,True
157,157,500,1.1,0.95,0.0651284978343321,0.0008735432506614,4.916183032164582e-05,3.03063721380079,9.992012193307476,Dual Control,True
158,158,500,1.25,0.95,0.0672090175687198,0.0004597680746905,5.4102961819223575e-05,3.740135986645134,8.781165861255861,Dual Control,True
159,159,500,1.5,0.95,0.0679828089859261,0.0003079834158524,3.308568402638081e-05,8.15465964825411,9.795031815231038,Dual Control,True
160,160,500,0.5,1.05,0.06029719492892,8.997244238267169e-05,5.825508387638855e-05,7.712688943354667,9.82069887878268,Dual Control,True
161,161,500,0.75,1.05,0.0616569022022189,0.0005912231548078,6.391260274173041e-05,2.315551481025936,9.75500748089787,Dual Control,True
162,162,500,0.9,1.05,0.0634930648697359,8.503765987891694e-05,7.89128459898977e-05,7.956591674265415,9.903284463302734,Dual Control,True
163,163,500,0.95,1.05,0.0632214273081768,0.0008742473853651,3.764570100452994e-05,2.989890822262802,9.356364216132908,Dual Control,True
164,164,500,1.05,1.05,0.0649110078344192,0.000191626149407,5.402273975940051e-05,5.265855042311564,8.5840364538607,Dual Control,True
165,165,500,1.1,1.05,0.063580362482115,0.0008014025926527,4.57426303562657e-05,2.819782004154603,9.71275111327342,Dual Control,True
166,166,500,1.25,1.05,0.0647426743004131,0.000964485988304,5.169339355785493e-05,2.292216030643643,9.931931601157372,Dual Control,True
167,167,500,1.5,1.05,0.0657473151705796,0.0008285180187953,4.982431598998071e-05,2.8032800008639343,9.996675379915857,Dual Control,True
168,168,500,0.5,1.1,0.0596676503944244,0.0002673220036082,6.422803776477154e-05,3.089489725450723,9.360038703967328,Dual Control,True
169,169,500,0.75,1.1,0.0612523907002168,0.0005964214167116,4.803178763950622e-05,2.832830301275724,9.42061563797034,Dual Control,True
170,170,500,0.9,1.1,0.0632589082194484,0.000117959934828,7.361292547243221e-05,6.470652365069536,8.909224454654028,Dual Control,True
171,171,500,0.95,1.1,0.0625464552166291,0.0005305428325945,4.915962843629905e-05,3.2759167611095474,9.553914779158124,Dual Control,True
172,172,500,1.05,1.1,0.0629505301231082,0.0007461180375134,5.256661223153783e-05,2.48116851967121,9.20643212081558,Dual Control,True
173,173,500,1.1,1.1,0.0634927557142052,0.0005184695623373,4.364442571924927e-05,4.041628653852526,9.949212743717526,Dual Control,True
174,174,500,1.25,1.1,0.0642483869145091,0.0002754418688686,4.969907233871225e-05,5.240057074488238,9.840947711917911,Dual Control,True
175,175,500,1.5,1.1,0.0691817217459793,0.0001029660867124,3.357265939064933e-05,9.983009307600518,5.747616903946979,Dual Control,True
176,176,500,0.5,1.25,0.0580841260169027,0.0001044981410231,4.933717404232933e-05,6.860061069198333,9.995508923716404,Dual Control,True
177,177,500,0.75,1.25,0.059411161556558,7.795537092355029e-05,8.566529175467039e-05,8.982738553389348,9.997656700485384,Dual Control,True
178,178,500,0.9,1.25,0.0603592378527056,8.991057362319129e-05,5.468184520850727e-05,8.94437101708608,9.982259122448816,Dual Control,True
179,179,500,0.95,1.25,0.0601988026655716,0.0007427016163966,4.539075461335726e-05,2.490134497044877,9.96216699273514,Dual Control,True
180,180,500,1.05,1.25,0.0609494442057807,0.0009682539669421,4.233347026005808e-05,2.2620744340864656,9.301753629574137,Dual Control,True
181,181,500,1.1,1.25,0.062056652033981,0.0001478086918954,6.517502788875439e-05,5.617487519205055,9.5845459728938,Dual Control,True
182,182,500,1.25,1.25,0.0620322467094983,0.0004689327268152,4.191171273769619e-05,3.827645086172652,9.975663963542766,Dual Control,True
183,183,500,1.5,1.25,0.0630731096758288,0.000708993180023,3.2081539291147885e-05,4.060299258265321,9.996268002157906,Dual Control,True
184,184,500,0.5,1.5,0.0557019187804125,0.000141665627865,6.709302592587115e-05,4.404283271787741,9.996823358386155,Dual Control,True
185,185,500,0.75,1.5,0.0573353670883588,8.782059282453188e-05,6.111414715128134e-05,7.850960448856032,9.534189254557427,Dual Control,True
186,186,500,0.9,1.5,0.0585497667007197,0.0003150830261124,6.272561393550616e-05,2.842386119247648,9.410549834933676,Dual Control,True
187,187,500,0.95,1.5,0.0579067703683888,0.000972930668315,4.576353965694107e-05,2.028071704419169,9.686832715157896,Dual Control,True
188,188,500,1.05,1.5,0.0589910962570952,0.0006571760268554,5.896741742277548e-05,2.010023447781827,9.991489184900727,Dual Control,True
189,189,500,1.1,1.5,0.0590798691046116,0.0005777454297831,6.400599328699628e-05,2.196268134492578,9.737821278360336,Dual Control,True
190,190,500,1.25,1.5,0.0596724384172686,0.0006466174597505,5.333244116081696e-05,2.350385779385732,9.806965247913752,Dual Control,True
191,191,500,1.5,1.5,0.0611347152561055,0.0006189066702764,3.277476882194404e-05,3.68212497383462,9.390321007476311,Dual Control,True
0,0,500,0.5,0.5,0.0720747961165418,4.519935167839277e-05,6.650919040574176e-05,1.2970475566114752,9.060054853418835,Downstream Activation,True
1,1,500,0.75,0.5,0.0735003363389456,4.349162142302583e-05,5.599730139617619e-05,8.393588807396517,9.98328217293828,Downstream Activation,True
2,2,500,0.9,0.5,0.0742851609056822,4.955057760529015e-05,5.13755963476475e-05,3.4621950358948026,9.603062883491624,Downstream Activation,True
3,3,500,0.95,0.5,0.0756504414102633,5.431759002253248e-05,6.923517848104384e-05,6.35854744316043,9.207991277591466,Downstream Activation,True
4,4,500,1.05,0.5,0.0761044061260039,5.6045867881434114e-05,5.816826525380292e-05,5.781344149979474,9.468704306785776,Downstream Activation,True
5,5,500,1.1,0.5,0.0754246932592503,4.668065300136458e-05,4.769487273476567e-05,7.894895432446372,8.052683147106963,Downstream Activation,True
6,6,500,1.25,0.5,0.0768026596016933,4.592053055676835e-05,4.6397442125682e-05,7.333666694286983,2.7756557898927405,Downstream Activation,True
7,7,500,1.5,0.5,0.0766768132263058,4.465005168190224e-05,4.657364703911648e-05,6.151650792822967,9.308900935452307,Downstream Activation,True
8,8,500,0.5,0.75,0.0629149257269232,4.273869372616743e-05,5.605857637954782e-05,8.608478549805533,8.20390581478921,Downstream Activation,True
9,9,500,0.75,0.75,0.0641258571302048,4.554569781871509e-05,5.4491808857560057e-05,4.974865176090006,9.94474410607392,Downstream Activation,True
