,Unnamed: 0,num_iters,best_losses,best_params,k1,k2,theta1,theta2
0,0,100,0.0665566978183195,"{'k1': 0.00015562250344327872, 'k2': 8.895055327905115e-05, 'theta1': 4.832200500446047, 'theta2': 8.46796550908346}",0.00015562250344327872,8.895055327905115e-05,4.832200500446047,8.46796550908346
1,1,100,0.065545734003825,"{'k1': 0.000270565227198002, 'k2': 6.509569106799178e-05, 'theta1': 4.454119814749246, 'theta2': 9.140091096363657}",0.000270565227198002,6.509569106799178e-05,4.454119814749246,9.140091096363657
2,2,100,0.065321091787612,"{'k1': 0.0008847877724442779, 'k2': 3.1891479822848903e-05, 'theta1': 3.548560167021698, 'theta2': 8.434599229867421}",0.0008847877724442779,3.1891479822848903e-05,3.548560167021698,8.434599229867421
3,3,100,0.0650325653192818,"{'k1': 9.857064418454521e-05, 'k2': 5.9224964864937595e-05, 'theta1': 8.342243601314918, 'theta2': 9.586389000113613}",9.857064418454521e-05,5.9224964864937595e-05,8.342243601314918,9.586389000113613
4,4,100,0.0655433918504245,"{'k1': 0.00010667377770730601, 'k2': 4.6706121299828305e-05, 'theta1': 8.737696096935842, 'theta2': 9.716945075870605}",0.00010667377770730601,4.6706121299828305e-05,8.737696096935842,9.716945075870605
5,5,100,0.0699526083719408,"{'k1': 0.0006931966321735651, 'k2': 2.028893555593986e-05, 'theta1': 6.098085148983444, 'theta2': 7.238606048660284}",0.0006931966321735651,2.028893555593986e-05,6.098085148983444,7.238606048660284
6,6,100,0.0653770168666198,"{'k1': 0.0006889216043022082, 'k2': 3.0283419805773736e-05, 'theta1': 4.22037664324495, 'theta2': 9.370396153896925}",0.0006889216043022082,3.0283419805773736e-05,4.22037664324495,9.370396153896925
7,7,100,0.0673005142309033,"{'k1': 0.0004445864364111644, 'k2': 0.0001420103490103649, 'theta1': 1.8900014611565314, 'theta2': 9.681879141700362}",0.0004445864364111644,0.0001420103490103649,1.8900014611565314,9.681879141700362
8,8,100,0.0679409704531798,"{'k1': 0.0008866719310852416, 'k2': 9.42926238449151e-05, 'theta1': 1.3124526433093853, 'theta2': 7.694358403938331}",0.0008866719310852416,9.42926238449151e-05,1.3124526433093853,7.694358403938331
9,9,100,0.0676066266776076,"{'k1': 0.0001245868218266826, 'k2': 3.649053099475668e-05, 'theta1': 7.939166534375556, 'theta2': 5.584561490296692}",0.0001245868218266826,3.649053099475668e-05,7.939166534375556,5.584561490296692
10,10,200,0.0643991421883076,"{'k1': 0.0009902340022019066, 'k2': 6.0857317219719036e-05, 'theta1': 1.960086084282159, 'theta2': 8.758770882084702}",0.0009902340022019066,6.0857317219719036e-05,1.960086084282159,8.758770882084702
11,11,200,0.0668654651212384,"{'k1': 0.00014618386302680755, 'k2': 4.6867905700652365e-05, 'theta1': 9.049792815999373, 'theta2': 8.258988721409919}",0.00014618386302680755,4.6867905700652365e-05,9.049792815999373,8.258988721409919
12,12,200,0.0646828017290163,"{'k1': 0.0008931072328730951, 'k2': 5.901347491456767e-05, 'theta1': 2.019342127586296, 'theta2': 8.661047729233866}",0.0008931072328730951,5.901347491456767e-05,2.019342127586296,8.661047729233866
13,13,200,0.0652790373637498,"{'k1': 0.00021521934599721138, 'k2': 5.380977372998835e-05, 'theta1': 5.69111617109894, 'theta2': 9.02244539295206}",0.00021521934599721138,5.380977372998835e-05,5.69111617109894,9.02244539295206
14,14,200,0.0652063051091718,"{'k1': 0.0007270222874723068, 'k2': 4.046006865108588e-05, 'theta1': 2.8772896584085412, 'theta2': 9.057349376942827}",0.0007270222874723068,4.046006865108588e-05,2.8772896584085412,9.057349376942827
15,15,200,0.0650053199179036,"{'k1': 0.00024052365525648866, 'k2': 6.252945424949565e-05, 'theta1': 4.987204596323153, 'theta2': 9.602758761174321}",0.00024052365525648866,6.252945424949565e-05,4.987204596323153,9.602758761174321
16,16,200,0.0655477328486522,"{'k1': 9.525650553596615e-05, 'k2': 7.280174831581033e-05, 'theta1': 9.986758699818175, 'theta2': 9.040261590399743}",9.525650553596615e-05,7.280174831581033e-05,9.986758699818175,9.040261590399743
17,17,200,0.0653059126568779,"{'k1': 0.00010300062891397893, 'k2': 5.7253491527266184e-05, 'theta1': 7.957177804365098, 'theta2': 9.23197291330672}",0.00010300062891397893,5.7253491527266184e-05,7.957177804365098,9.23197291330672
18,18,200,0.0668071080448347,"{'k1': 0.00015656000168253942, 'k2': 3.241323206953762e-05, 'theta1': 8.37419611004842, 'theta2': 7.4194372413276986}",0.00015656000168253942,3.241323206953762e-05,8.37419611004842,7.4194372413276986
19,19,200,0.0642761706706648,"{'k1': 0.0009177546493448366, 'k2': 4.900367954532297e-05, 'theta1': 2.3240852698214995, 'theta2': 9.978302171383929}",0.0009177546493448366,4.900367954532297e-05,2.3240852698214995,9.978302171383929
20,20,400,0.0645346478817299,"{'k1': 0.0002022784985032551, 'k2': 6.217411105630355e-05, 'theta1': 5.482415700439875, 'theta2': 9.988476958376456}",0.0002022784985032551,6.217411105630355e-05,5.482415700439875,9.988476958376456
21,21,400,0.0649255648343421,"{'k1': 0.00019616009375538894, 'k2': 6.444549155141236e-05, 'theta1': 5.091329871925243, 'theta2': 9.442592219823846}",0.00019616009375538894,6.444549155141236e-05,5.091329871925243,9.442592219823846
22,22,400,0.064209007170214,"{'k1': 0.0006209235208696639, 'k2': 6.33862829275566e-05, 'theta1': 2.520919127799922, 'theta2': 9.911995367189371}",0.0006209235208696639,6.33862829275566e-05,2.520919127799922,9.911995367189371
23,23,400,0.0648170946228941,"{'k1': 0.0003602873821475665, 'k2': 5.244989588816294e-05, 'theta1': 4.18139295561093, 'theta2': 9.246005733410287}",0.0003602873821475665,5.244989588816294e-05,4.18139295561093,9.246005733410287
24,24,400,0.0648469097007297,"{'k1': 0.0005963987671015148, 'k2': 8.069888316046027e-05, 'theta1': 2.4977120829303594, 'theta2': 9.701163729894807}",0.0005963987671015148,8.069888316046027e-05,2.4977120829303594,9.701163729894807
25,25,400,0.0642016282959446,"{'k1': 0.0004662672737245092, 'k2': 6.353583310845455e-05, 'theta1': 3.0470780930574577, 'theta2': 9.966428519981598}",0.0004662672737245092,6.353583310845455e-05,3.0470780930574577,9.966428519981598
26,26,400,0.0643207821821943,"{'k1': 0.00043805906466646915, 'k2': 5.371111438272219e-05, 'theta1': 3.914024285262361, 'theta2': 9.987517589813182}",0.00043805906466646915,5.371111438272219e-05,3.914024285262361,9.987517589813182
27,27,400,0.0642418808752632,"{'k1': 0.0005840336890502522, 'k2': 6.19815511155046e-05, 'theta1': 2.845400269081195, 'theta2': 9.605236058982952}",0.0005840336890502522,6.19815511155046e-05,2.845400269081195,9.605236058982952
28,28,400,0.0654508918496426,"{'k1': 0.00034052213516095974, 'k2': 5.278523920370445e-05, 'theta1': 3.683870228520571, 'theta2': 9.777130291629506}",0.00034052213516095974,5.278523920370445e-05,3.683870228520571,9.777130291629506
29,29,400,0.0637864428979681,"{'k1': 0.000717393346859026, 'k2': 5.2378266867023806e-05, 'theta1': 2.8826430922564334, 'theta2': 9.859611935763894}",0.000717393346859026,5.2378266867023806e-05,2.8826430922564334,9.859611935763894
30,30,800,0.0638233614424045,"{'k1': 0.000598479749475474, 'k2': 5.170302466300901e-05, 'theta1': 3.1887201693004403, 'theta2': 9.975476226619199}",0.000598479749475474,5.170302466300901e-05,3.1887201693004403,9.975476226619199
31,31,800,0.0641729751860507,"{'k1': 0.0005102665723794448, 'k2': 6.385301170977253e-05, 'theta1': 3.0352945773413538, 'theta2': 9.848355658339974}",0.0005102665723794448,6.385301170977253e-05,3.0352945773413538,9.848355658339974
32,32,800,0.0640762922553187,"{'k1': 0.0005784545061476835, 'k2': 5.6784913407548725e-05, 'theta1': 3.0447163613684425, 'theta2': 9.72707899242112}",0.0005784545061476835,5.6784913407548725e-05,3.0447163613684425,9.72707899242112
33,33,800,0.0639028037288557,"{'k1': 0.0006978728374566875, 'k2': 6.114285922866034e-05, 'theta1': 2.5066229661056862, 'theta2': 9.809995601570815}",0.0006978728374566875,6.114285922866034e-05,2.5066229661056862,9.809995601570815
34,34,800,0.0640848626847333,"{'k1': 0.0006796027035423286, 'k2': 4.171025692595292e-05, 'theta1': 3.6333002750650683, 'theta2': 9.965469031182906}",0.0006796027035423286,4.171025692595292e-05,3.6333002750650683,9.965469031182906
35,35,800,0.0647068721334602,"{'k1': 0.00019324325681350292, 'k2': 6.160111890429008e-05, 'theta1': 5.711800273161456, 'theta2': 9.79747580303863}",0.00019324325681350292,6.160111890429008e-05,5.711800273161456,9.79747580303863
36,36,800,0.064063378128038,"{'k1': 0.0007023472856978668, 'k2': 7.600936727094435e-05, 'theta1': 2.2644346953633567, 'theta2': 9.988050045246144}",0.0007023472856978668,7.600936727094435e-05,2.2644346953633567,9.988050045246144
37,37,800,0.0641802782671385,"{'k1': 0.0003613822094177072, 'k2': 5.3593281434876e-05, 'theta1': 4.115093601860002, 'theta2': 9.969667245708179}",0.0003613822094177072,5.3593281434876e-05,4.115093601860002,9.969667245708179
38,38,800,0.063640624406241,"{'k1': 0.0009736445274391001, 'k2': 7.081958631656254e-05, 'theta1': 1.9580823389709612, 'theta2': 9.994318349233398}",0.0009736445274391001,7.081958631656254e-05,1.9580823389709612,9.994318349233398
39,39,800,0.064015978708342,"{'k1': 0.0005640261306566323, 'k2': 5.587604789877692e-05, 'theta1': 3.249879955649095, 'theta2': 9.999316395263124}",0.0005640261306566323,5.587604789877692e-05,3.249879955649095,9.999316395263124
