,num_iters,loss,k1,k2,theta1,theta2
0,500,0.06324784041252773,4.151552207054725e-05,2.9397344454959347e-05,1.530249230178188,6.764232264154569
1,500,0.06284642032188852,4.5617271476410884e-05,2.2185331053580957e-05,6.325741102017433,1.2377327283366557
2,500,0.06284681335337028,4.37788913174805e-05,2.865421671512013e-05,3.23975874042332,2.5422482593931246
3,500,0.06351821112356848,5.175939802084655e-05,2.181373261466002e-05,2.850868231896882,3.298832025089331
4,500,0.0626636505691986,4.342457164752874e-05,2.327386257429505e-05,4.8131771371893795,8.956011700928684
5,500,0.06344583313215837,5.033044385445149e-05,3.0811816839132006e-05,3.770034911104091,1.3997249790229696
6,500,0.06273345259257475,4.935912357147642e-05,2.7152691772170797e-05,9.22145792214187,1.074882050741614
7,500,0.06331107144065201,3.8586556073031154e-05,2.4536587617744658e-05,3.0879231613117204,8.840461758846425
8,500,0.06259439287702799,4.830019161130232e-05,2.643688642666541e-05,6.379776659242132,3.2729788840167804
9,500,0.06252402232911403,4.478899460489006e-05,2.6546652911327176e-05,4.591403743198943,8.783634434306455
10,500,0.0624722850531498,4.634786226891549e-05,2.540526065985692e-05,9.798390995360888,9.112037557413354
11,500,0.06389123621230024,4.065402813857061e-05,3.135198055686195e-05,7.102627210119398,4.852624806543907
12,500,0.062511880109398,4.550276308264304e-05,2.654835516692551e-05,8.68048063557055,2.713648800850989
13,500,0.06319856739209437,3.9060960364005634e-05,2.4246759962158905e-05,2.7122403684501997,2.282856456998663
14,500,0.06276886524430908,4.409258298417382e-05,2.2544028912663618e-05,3.093126652913793,5.671156650196744
15,500,0.06257283850886618,4.663663234207297e-05,2.3739954592747508e-05,4.584462692723395,8.13252368134159
16,500,0.06300001699980268,5.19424823190489e-05,2.4636983661436402e-05,7.370791361624766,6.261242185843567
17,500,0.06267408058451658,4.7635903475239664e-05,2.3369741550772582e-05,1.7525985966576694,6.550267769713718
18,500,0.0635003371186239,4.9134441136867663e-05,3.1472167259000445e-05,7.533435548967673,1.8423753110074734
19,500,0.06331207723067374,5.0042621316870335e-05,2.1718256020758417e-05,2.378901804352041,7.47427012805867
20,500,0.06271267001923539,4.365442071366373e-05,2.290465449371693e-05,1.8003033162112272,9.823443581129848
21,500,0.0634307745551324,4.989633936456191e-05,3.092931520255376e-05,2.136619923486724,1.031223380568532
22,500,0.0642871742054205,5.617299163582466e-05,2.2028846957280422e-05,8.741911706161966,2.60449775284685
