,num_iters,km_perturb,kc_perturb,loss,k1,k2,theta1,theta2
0,500,1.0,0.5,0.07924807871671466,0.0007259595166217539,5.253390918931905e-05,5.108665872197168,9.679266343342281
1,500,1.0,0.75,0.06998024695443972,0.00018357188496144144,5.142899291162347e-05,7.653429741309223,9.991578217714862
2,500,1.0,0.9,0.06599555493657834,0.0009872383810516439,4.5753608084726636e-05,2.7701257561150285,8.983799283111242
3,500,1.0,0.95,0.06584210016554021,0.0005024199940611853,5.669207119583923e-05,3.674969620388624,9.600591854556646
4,500,0.5,1.0,0.06043642730348351,0.0005598499131063749,8.396908057067042e-05,1.8880269622818209,9.766855312606921
5,500,0.75,1.0,0.062225129133580866,0.0007577726244354142,4.496685266210335e-05,2.7326870041123548,9.99769576475648
6,500,0.9,1.0,0.06414395546239497,0.000768826837787338,3.6638422072305814e-05,3.4935820690200785,9.302184490183645
7,500,0.95,1.0,0.06337683293132007,0.0007569142224444411,4.8057240381213054e-05,2.912403429579393,9.972226953235024
8,500,1.0,1.0,0.06500656498427662,0.00018466654659463581,6.192070062271507e-05,6.165808716054731,9.7837543747494
9,500,1.05,1.0,0.06480632488481561,0.00013901482809372325,4.4807523402163834e-05,8.662252436352263,9.999888463489205
10,500,1.1,1.0,0.0646979318217176,0.0004775494344005589,6.168619011823491e-05,3.3349064557289982,9.98095616506025
11,500,1.25,1.0,0.0657851464497008,0.0002002617825234057,5.29762178104821e-05,6.458818451400138,9.993013070159307
12,500,1.5,1.0,0.06710111736786989,0.0003639195943872041,5.1827258894246675e-05,4.624450248420319,9.528962161198294
13,500,1.0,1.05,0.0636920898389065,0.0002630828132279855,4.289806143179434e-05,5.58900555791976,9.98962806771019
14,500,1.0,1.1,0.06294228315613912,0.0002546054809509044,6.0333425587926344e-05,4.271910063213764,9.986954985798718
15,500,1.0,1.25,0.06160224516798156,0.0003895632025099263,3.7917556659690256e-05,4.0143863205210835,9.137751829239015
16,500,1.0,1.5,0.05858327258425362,0.000867840688302843,4.546232596129218e-05,1.9596348560598424,9.78002940898831
17,500,1.0,0.5,0.0794924740672005,0.0005143775628120477,4.9614536020551746e-05,6.684107938034211,9.611666532619727
18,500,1.0,0.75,0.06950951013003537,0.0008633433769616683,7.475512200195084e-05,2.4606928799974197,9.808384405665322
19,500,1.0,0.9,0.06635980359941639,0.000196176119421644,5.02906458159879e-05,7.177456733893289,9.995158430329106
20,500,1.0,0.95,0.06589708278305068,0.0008686448457444393,0.00010161118536785425,1.815073923159601,9.783141311688329
21,500,0.5,1.0,0.06029480145540447,0.0007547443048777302,5.893094773618805e-05,1.922828551556052,9.504894886462763
22,500,0.75,1.0,0.06288132816359829,0.0005917602085556168,5.8558185871960466e-05,2.3816963779850346,9.642051664081489
23,500,0.9,1.0,0.06436572648809447,0.00014310205989696175,7.262733198545595e-05,6.294953673211879,9.701448454979978
24,500,0.95,1.0,0.06418867543454779,0.0001988705556709662,5.180009867206389e-05,6.2120722760620755,9.979146408050175
25,500,1.0,1.0,0.06488491028303753,0.0006713905515503117,6.395189250938446e-05,2.5066713478942124,8.865833831116102
26,500,1.05,1.0,0.06502176181301925,0.00036773992905038985,7.166428487123471e-05,3.308244233854928,9.67736427066802
27,500,1.1,1.0,0.06483377403612642,0.0006923332778746445,6.219576850842684e-05,2.584083032606278,9.421537148981283
28,500,1.25,1.0,0.06595692397198141,0.0001822138123749607,4.472321416674419e-05,7.65032434099564,9.660316824426705
29,500,1.5,1.0,0.06677332557140903,0.0005058533977075325,4.149019032958098e-05,4.71149411493819,9.358017238028403
30,500,1.0,1.05,0.06373643349278792,0.0002044431023451712,4.9260299374089144e-05,5.999371616544776,9.82839605623464
31,500,1.0,1.1,0.06315242454434311,0.0002499727513945154,4.663981194917932e-05,5.220092655342007,9.557748596572207
32,500,1.0,1.25,0.061346215373980204,0.0003203323008612604,3.725316386279649e-05,5.0367892853403005,9.997698181921905
33,500,1.0,1.5,0.05937778198843858,0.00018377102378673544,3.662198651158411e-05,5.876202396583773,9.896589635919208
34,500,1.0,0.5,0.07933306313216529,0.0008466712152710744,4.926003916288344e-05,5.083361080443905,8.965101825484851
35,500,1.0,0.75,0.0703499330206031,0.000323182891022271,4.149725964986557e-05,6.253539413229217,9.560737542835714
36,500,1.0,0.9,0.06607584603641978,0.00042923968907840576,6.670202577899862e-05,3.397844227180593,9.991091017427209
37,500,1.0,0.95,0.06539145596545326,0.00013830369307467333,5.434198226369026e-05,7.813663723458833,9.793214963444873
38,500,0.5,1.0,0.06064458393828009,0.0007997741734283345,4.684875002938628e-05,2.2460237724599903,9.233819787026395
39,500,0.75,1.0,0.06268113112386392,0.000410403505181341,5.288850927239216e-05,3.3005492578621682,9.986254021682129
40,500,0.9,1.0,0.06406489128672897,0.0006368304025118597,6.433535155845879e-05,2.277667990050013,8.990377171222873
41,500,0.95,1.0,0.0641528381221934,0.0005103286647137803,6.56200300032347e-05,3.060509300178473,9.817752544990638
42,500,1.0,1.0,0.06431666415815739,0.0006930598398299989,4.83278375768927e-05,3.0245341682530924,9.228718756872091
43,500,1.05,1.0,0.06495774255121442,0.000574411284503588,5.074296774538312e-05,2.9574820696544295,9.091894728085986
44,500,1.1,1.0,0.06568593362167233,0.0002871758824732729,6.104741515271266e-05,4.295477748881818,9.06453503532805
45,500,1.25,1.0,0.06631766685345349,0.00026584709444182864,6.096657509483334e-05,4.771405097301103,9.400825666474416
46,500,1.5,1.0,0.06720038793755799,0.0007025101150755574,4.454975568088432e-05,3.29991818451753,9.199798453202325
47,500,1.0,1.05,0.06367869670179371,0.00011315356504966823,5.8376224604275586e-05,8.474885502531302,9.772654055211216
48,500,1.0,1.1,0.06256623541811102,0.0005918128645772845,6.782522000555512e-05,2.423422252527942,9.990877595266412
49,500,1.0,1.25,0.06096540554236201,0.00035037356963556676,5.5781342516924274e-05,3.4388740911248465,9.816660660727036
50,500,1.0,1.5,0.05904467651714636,0.0007006861426178141,4.063417612481671e-05,2.554919335661158,9.006992140206021
