,num_iters,loss,k1,k2,theta1,theta2
0,500,0.06352656963873637,0.0009687994563547964,5.131419256917061e-05,2.554636911422142,9.986101332090048
1,500,0.06457062513200193,0.0007220153768539922,3.286625300236052e-05,4.035482883275979,9.984058080575933
2,500,0.06448982480945736,0.00032181523352653576,4.6403345841419606e-05,4.731363849437187,9.649034431958963
3,500,0.06526191751666102,0.0005283790083420929,3.460976005553623e-05,4.144048185609407,9.19466123180063
4,500,0.06458219382531352,0.0008042250119536341,8.570191868346534e-05,1.9682458873398136,9.63114191971663
5,500,0.06459035168846915,0.0007320570271291653,3.39018301232976e-05,4.078778818611806,9.783936855954844
6,500,0.06452905569456152,0.0006300355309998184,4.464769988897228e-05,3.4415200947248277,9.241394965559715
7,500,0.06465312903224005,0.00034965699263233657,5.974780473812409e-05,4.046315479684822,9.689762190736602
8,500,0.0641137683281227,0.0004961866441117548,5.636933232889048e-05,3.211973498180228,9.78159560520323
9,500,0.06420534942914297,0.0009556825984449989,5.094354913197582e-05,2.209646162608009,9.798025847521325
10,500,0.06517614934933692,0.00029476714982355144,7.681661222236889e-05,3.472853865415309,9.397637438846498
11,500,0.0646712011941943,0.00011744940217732052,5.888251348467078e-05,7.816300901602012,9.618465759523616
12,500,0.06450198496622112,0.00015669612604091399,5.7456481895112356e-05,6.542616460969431,9.975633899409377
13,500,0.06457135835914227,0.00019053488484210482,6.350839115475743e-05,5.369768206842547,9.969474026602661
14,500,0.06379380286705176,0.0008046164445245244,4.1611650313439694e-05,3.236884951947656,9.997203431188995
15,500,0.06454909780483993,0.00011390164333289814,5.1022762661508234e-05,9.515096878843144,9.558214737534211
16,500,0.064083144773313,0.0009770938230454457,5.008600638651727e-05,2.4290613289584195,9.128580143684383
17,500,0.06475841406963832,0.00016595786225924387,6.264608047236347e-05,6.030076027315011,9.643951941449997
18,500,0.06455417524403248,0.0005031015635042031,8.39607486767104e-05,2.5747501544327362,9.993729813959508
19,500,0.06467620672553342,0.0006974737657611706,4.752774677696278e-05,2.6906228368216167,9.224222004419468
20,500,0.06477399713200599,0.00015560222366976507,4.182794954106276e-05,8.674028608697066,9.733397689236481
21,500,0.06440563119701276,0.0008023577371768147,5.691782701419264e-05,2.242720780174656,9.638846803557717
22,500,0.06430957094428216,0.00048286316312557353,4.779041354215442e-05,3.5347132930185974,9.64937777285563
23,500,0.06367847928688375,0.0009999260632633825,4.875341401449243e-05,2.4631859825696627,9.560027976535347
24,500,0.06672798290927126,0.0006937319659009072,3.145817478917017e-05,3.3741602826589205,7.216388937174215
25,500,0.06436753843552452,0.00037629511314987664,6.191411521160025e-05,3.4670119683968417,9.971636797898372
26,500,0.06493124134144977,0.0004613039631249941,3.60319354793948e-05,5.073015643858676,9.678798287542552
27,500,0.06381531069231826,0.0006082675081868913,5.2899551899850104e-05,3.1437988752754276,9.996648392141932
28,500,0.0653166634901881,0.0009998672849871688,4.471172570421787e-05,2.3104046511354848,7.520713848437337
29,500,0.0641254811004623,0.0004907630684405529,5.923837155195906e-05,3.351380693621056,9.97695468306577
30,500,0.06472434075449375,0.00020441675727805072,4.19933077933215e-05,6.944345906846101,9.743935735193782
31,500,0.06464451181241607,0.00031262285919202295,6.981255449275175e-05,3.580171475081266,9.994041546993278
32,500,0.06393280117007538,0.0009759459724431908,3.865800292828623e-05,2.921423909393859,9.681219070500452
33,500,0.06427813028371679,0.00034877821151966723,5.666562818188097e-05,4.179922415759106,9.994085528279596
34,500,0.06395211392584879,0.0009503008625510435,8.107359644768638e-05,1.8621262924027007,9.97109826580926
35,500,0.06429740712891371,0.0004507793872780768,7.109963565395556e-05,2.9975231020862214,9.974910131555529
36,500,0.06441968246653848,0.0001196340705286489,6.014591534520663e-05,8.057599949789164,9.962531496087214
37,500,0.06441386836951066,0.0004452597308902774,4.7369276684328484e-05,3.713915664420922,9.558121536468763
38,500,0.06440939359084191,0.0001155468982312047,6.100186444158298e-05,8.195878405756524,9.973641117396173
39,500,0.06466112975446466,0.0005425892399938654,4.207149401414966e-05,3.972138963516256,9.369687297555762
40,500,0.06428570632279963,0.0005858242778476808,4.59190963251726e-05,3.629920782290724,9.714724276205189
41,500,0.06455180016708059,0.00010669807334469475,4.942512402602535e-05,9.43720550240256,9.828582552965678
42,500,0.06479788439821851,0.00023611063537680178,4.408327436473898e-05,5.825059406644562,9.449418439372568
43,500,0.06350700553684446,0.0008963972943177298,5.800677269813684e-05,2.297513004615343,9.989516425101401
44,500,0.064686892635714,0.0005159722493392868,6.464458935174944e-05,2.894263569804792,9.223703216099008
45,500,0.06386338534335234,0.0009314285883338424,3.9528415836621896e-05,3.176685060984986,9.97259893502912
46,500,0.06478613861591331,0.00035268695592911733,5.0938633681529226e-05,4.247674264075529,9.192406194411868
47,500,0.0646107129820971,0.0005361345247851495,6.333468357826917e-05,2.67901249914568,9.34244212479248
48,500,0.06425606576210673,0.0008184110174363091,6.895664192099945e-05,2.2420093404992705,9.54105539912241
49,500,0.06422726973212642,0.00035183897566197785,5.637712177932053e-05,3.924269521707852,9.998077902329701
50,500,0.06448415835235566,0.00035378242817358477,6.776751831280152e-05,3.71712339408996,9.981553296379298
51,500,0.06461361271628333,0.00017779296669231744,5.8680863812383345e-05,6.439858501420188,9.996289077716735
52,500,0.06457634859431896,0.0002822003280834941,6.844281154207258e-05,4.2061273602465485,9.990706552501138
53,500,0.06473352634630615,0.00019983087387134444,5.3518127504003746e-05,5.608395924263814,9.54036471881765
54,500,0.06501855577496357,0.0001336094990355034,4.920930321345344e-05,7.4678335411082095,9.657195553155699
55,500,0.06374261539187737,0.0008364794046038773,5.9685010321672684e-05,2.3186824395806296,9.757435494475482
56,500,0.0641076697081231,0.0005499259174256653,4.264819505973475e-05,3.9471447040105683,9.98960405101675
57,500,0.06389126732647067,0.0008491338135044468,5.6632428000627516e-05,2.488205881815603,9.618077077579473
58,500,0.06467350654007042,0.00010000366485180188,4.9668933196996646e-05,9.875374821602227,9.326729396656292
59,500,0.06413289652943002,0.0007766679771856635,4.310591573502423e-05,2.979878307817965,9.341250210181688
60,500,0.06386170600337286,0.000797703275382349,5.807501984062094e-05,2.3405243170765253,9.973410276319196
61,500,0.06397417713459418,0.0006069535427680053,5.9062590434830935e-05,2.8533004249988547,9.795280875404124
62,500,0.06384855907958728,0.000892899468079169,7.108337797871979e-05,1.9852028344517758,9.975644337971028
63,500,0.06359980717051242,0.0009583810102244402,5.583853809635569e-05,2.2189056860347525,9.804274048207311
64,500,0.06439327223201254,0.00047429183496671166,4.929375801367616e-05,3.6926352922943293,9.452012241358844
65,500,0.06422009891105251,0.0008232146464428592,5.344160995743797e-05,2.477051669363023,9.054483787192872
66,500,0.06493743287954176,0.0004038555094150237,4.359741072048922e-05,4.074584331657626,8.83584317546531
67,500,0.06506176771579357,9.886910721441944e-05,4.9706463884802276e-05,9.358716086652658,8.916351904229554
68,500,0.06434051589648156,0.0007832905436574888,6.289937644820366e-05,2.184886833857292,9.257997969420257
69,500,0.0644137194570347,0.0006257514232279609,6.393568496450837e-05,2.7249285911050523,9.509954627650004
70,500,0.06388921097384842,0.0006933967211968497,5.7135567484826506e-05,2.8543788085017896,9.965957510926357
71,500,0.06357126415743124,0.0009388423991631873,6.101569198522904e-05,2.2862364165512017,9.971579511945396
72,500,0.06467390253950561,9.03212002567822e-05,7.282650372068408e-05,8.721260263570638,9.84168328970543
73,500,0.06450167684612039,0.00031959431492674124,4.329048494506644e-05,5.174383567454157,9.78702802116059
74,500,0.06464971709745729,0.0007297256131687829,4.390576454476678e-05,3.3484378383313973,9.357758712891128
75,500,0.06457091598132439,0.0003847860519884327,5.387618536144433e-05,3.6116517816638267,9.995296243535913
76,500,0.06454448125314113,0.0006969094037976177,4.314368109049192e-05,3.300173351346186,9.103400872717808
77,500,0.06424589168198994,0.0003636885104147614,5.407624969717529e-05,3.9052734467097685,9.99706925633927
78,500,0.06458414189798688,9.89228137464402e-05,6.512559591332972e-05,9.52139711780123,9.622942003461764
79,500,0.06449211073581254,0.00016834899776212555,5.76102954747444e-05,6.559326991469471,9.985315791281069
80,500,0.06439902724821406,9.594179945415435e-05,6.523978485580673e-05,9.867806919540348,9.83587223734468
81,500,0.06471265192272808,0.0002272313159217662,6.784967660702763e-05,4.5168224501856145,9.85564070390299
82,500,0.06447776979069461,0.00011014743530876442,5.015928491839555e-05,9.623726839499055,9.631984228253383
83,500,0.0642330064271624,0.0004968289713688411,4.961092012891713e-05,3.599928685736774,9.616684199742254
84,500,0.06560654606959668,0.0004149536408854079,3.247647589112458e-05,5.078717224749815,9.631846378426665
85,500,0.06381905096925072,0.0009465535625700102,4.0331332649938245e-05,2.8280981297665977,9.98945204530553
86,500,0.0640532395874044,0.0009557714556592136,4.490691686452935e-05,2.785955329705653,9.473473404706732
