,Unnamed: 0,num_iters,best_losses,best_params,k1,k2,theta1,theta2
19,19,200,0.0721754047391004,"{'k1': 0.0005445123981740401, 'k2': 2.4237970706704923e-05, 'theta1': 3.4322427514778955, 'theta2': 6.704854646194537}",0.0005445123981740401,2.4237970706704923e-05,3.4322427514778955,6.704854646194537
20,20,400,0.0700424981976789,"{'k1': 0.0006109274455093059, 'k2': 1.9594268160000267e-05, 'theta1': 7.5103497400760055, 'theta2': 1.1286631616686953}",0.0006109274455093059,1.9594268160000267e-05,7.5103497400760055,1.1286631616686953
21,21,400,0.0700503366437951,"{'k1': 0.00016519167424660318, 'k2': 2.416184236597287e-05, 'theta1': 9.152832136246507, 'theta2': 7.952137632418481}",0.00016519167424660318,2.416184236597287e-05,9.152832136246507,7.952137632418481
22,22,400,0.0701428690880898,"{'k1': 0.0005818283037974516, 'k2': 2.328609305647082e-05, 'theta1': 4.413670634586328, 'theta2': 9.335840833517059}",0.0005818283037974516,2.328609305647082e-05,4.413670634586328,9.335840833517059
23,23,400,0.0709764007312718,"{'k1': 0.00033328424326566764, 'k2': 2.5373612117067804e-05, 'theta1': 4.677501082462436, 'theta2': 1.619236410817316}",0.00033328424326566764,2.5373612117067804e-05,4.677501082462436,1.619236410817316
24,24,400,0.0700111752004682,"{'k1': 0.0004646826588149158, 'k2': 2.2219244349849225e-05, 'theta1': 5.875151170664063, 'theta2': 3.07608596623877}",0.0004646826588149158,2.2219244349849225e-05,5.875151170664063,3.07608596623877
25,25,400,0.0699507772117108,"{'k1': 0.0005417175301475482, 'k2': 2.193299127326001e-05, 'theta1': 5.6237952771923405, 'theta2': 9.740515709552264}",0.0005417175301475482,2.193299127326001e-05,5.6237952771923405,9.740515709552264
26,26,400,0.0699939542533891,"{'k1': 0.0005654201897789733, 'k2': 2.1541311865488223e-05, 'theta1': 5.454413880858587, 'theta2': 4.45829549660156}",0.0005654201897789733,2.1541311865488223e-05,5.454413880858587,4.45829549660156
27,27,400,0.0701122228973424,"{'k1': 0.00015839087508579114, 'k2': 2.500318067754462e-05, 'theta1': 9.177780325278087, 'theta2': 2.363940594544077}",0.00015839087508579114,2.500318067754462e-05,9.177780325278087,2.363940594544077
28,28,400,0.069926320026697,"{'k1': 0.0005712950152354898, 'k2': 2.1765268298224816e-05, 'theta1': 5.531776655468024, 'theta2': 7.758327551384148}",0.0005712950152354898,2.1765268298224816e-05,5.531776655468024,7.758327551384148
29,29,400,0.070351139514462,"{'k1': 0.0003272829908815524, 'k2': 2.342338636787791e-05, 'theta1': 5.910697747629106, 'theta2': 8.22955111058916}",0.0003272829908815524,2.342338636787791e-05,5.910697747629106,8.22955111058916
30,30,800,0.0698968412276102,"{'k1': 0.0006564081034578504, 'k2': 2.213537649293152e-05, 'theta1': 4.930599249917638, 'theta2': 2.0055260559005923}",0.0006564081034578504,2.213537649293152e-05,4.930599249917638,2.0055260559005923
31,31,800,0.0697493202195504,"{'k1': 0.0009267603985139977, 'k2': 2.2189054239010436e-05, 'theta1': 4.049669844371981, 'theta2': 6.749553716031505}",0.0009267603985139977,2.2189054239010436e-05,4.049669844371981,6.749553716031505
