,k1,k2,n1,n2,theta1,theta2,loss
0,0.0009598792265054633,0.0009694780865048421,2.0213034566194135,2.042022432954674,0.09331295716554314,0.09722987363385215,1.3175292949223696
1,0.0009063596396009002,0.0009066018871899814,2.0408402944843593,2.0181651306108925,0.08873391346163975,0.09839010785233258,1.0118350707697596
2,0.0008909849661625592,0.0008510498210377989,2.0603205374856204,2.0471201371324237,0.08204236797129541,0.10152385479154617,0.7816369660312692
3,0.0008903939647094938,0.0007966567395347508,2.1092055945633987,2.0438291062401386,0.07859963379975918,0.10740196831075222,0.6190486081508474
4,0.0008524121041153476,0.0007101946853048498,2.1009822397550266,2.0545043094726707,0.07569998916900915,0.10663181236986406,0.48244522402170464
5,0.0008694934607534322,0.000657970229669754,2.1033689578859005,2.079357040587148,0.068242292502671,0.10945272510340369,0.3904051280772652
6,0.0008498681967808624,0.0005837169318192626,2.1452518936476066,2.059082818580345,0.06403817492338687,0.1081542185601463,0.31202675356809073
7,0.000892412546783179,0.0004940066224518394,2.139026069926427,2.053091792448842,0.06325311947206784,0.10839409758802235,0.2638530311623279
8,0.0009495683073357434,0.0004143444332157693,2.130947110493636,2.045890993570769,0.06483763567361911,0.10882957884453641,0.22902222217807783
9,0.0009636151005176434,0.00033972507399186865,2.167444260255391,2.031396005113991,0.06933923408449626,0.10624877785657914,0.20302847122350942
10,0.0009696266210658297,0.0002972180207574549,2.09762193950344,2.0361051471291303,0.07429762403785012,0.10907917793318728,0.18369543114624967
11,0.0009492675693463295,0.00023927616513496464,2.0408434769530848,1.991870573449642,0.07745661954099269,0.10837324732024053,0.16787153352420953
12,0.0009365834941071421,0.00021215402720505422,1.9838310184488275,1.9954555974622499,0.08473120474712244,0.10603172632857139,0.1534109732682114
13,0.0009597193280249051,0.00020429812445283153,1.9215242154905523,2.0226055524338467,0.09067237275222693,0.10957293022632777,0.14104852771250748
14,0.0009406188505830086,0.00017080754743940707,1.8471380904808061,2.0573543868412982,0.09374310428967357,0.11245361887429113,0.13086937441165175
15,0.0009542316836359407,0.000170302218352545,1.7710061149457343,2.0715406259921108,0.0973736315331894,0.10745458343524981,0.12144986095075458
16,0.0009596974095198788,0.00014940087291037032,1.6756132235491366,2.0848271169852164,0.09882933366772549,0.10812553914844021,0.1108809282493388
17,0.0009773293343880328,0.00012859153023671147,1.6343438966713546,2.0215326782667744,0.10280078562060646,0.10368763411576772,0.10339766472664044
18,0.0009853388491566013,0.00012367922742755391,1.5879199469325378,1.981374847465318,0.109711200539311,0.09998831115691806,0.09639057474165327
19,0.000979408640509634,0.000110899382993698,1.5319986168577326,2.0037397201229554,0.11753388112935328,0.09924876836613582,0.08907065821963776
20,0.0009542376323794802,9.000058259868355e-05,1.466003769956411,2.0009283320753948,0.12081021049327038,0.09333860478008196,0.08295606592225427
21,0.0009224769701316845,9.142107177239192e-05,1.4161358300914824,1.9706556826622066,0.12828416311044388,0.09334183409485208,0.0787059734479151
22,0.000901975492110775,8.521463611753545e-05,1.3508462748412595,1.970508211011615,0.12132649428052383,0.09125016914061934,0.0760095043426129
23,0.0009491558266980517,6.9767093656274e-05,1.2890698083256673,1.965429773680913,0.1247374203486609,0.08622043211465416,0.06925960960115352
24,0.0009624805805922731,6.0443635771693033e-05,1.2023144448930552,1.9553084052114553,0.12015499249387657,0.08647974617681466,0.06426616016171206
25,0.0009494698830224063,4.888887656437511e-05,1.1321729123273565,1.975637391230558,0.1138014533610729,0.08467043394845337,0.06350831532203986
26,0.0009918858020755163,4.359906285988347e-05,1.0873593329639117,2.0389394942615535,0.11824358335888677,0.08331307383929484,0.0586085104123064
27,0.0009684001968046624,4.711596867347339e-05,1.0425555576904177,1.9738711390439934,0.1188618810197384,0.08893140044900898,0.05593304364365269
28,0.0009684001968046624,4.711596867347339e-05,1.0425555576904177,1.9738711390439934,0.1188618810197384,0.08893140044900898,0.05593304364365269
