,theta,k1,k2,x0,x1,e1,e2,v2
371,0.5,0.0007777999999999998,0.00011119999999999999,2.662010514322744,1.6223417344238946,0.3494763551390138,0.5261649769462956,0.8813570491707535
372,0.5,0.0007777999999999998,0.00022229999999999998,1.0070559013690243,0.9570144645301295,0.8639509625182464,0.9048168010181423,0.9483489530408781
373,0.5,0.0007777999999999998,0.00033339999999999997,0.6694276398699905,0.732235686377109,1.2813062877935584,1.178124431388495,0.9645685505215807
374,0.5,0.0007777999999999998,0.00044449999999999996,0.5346597635253015,0.617686338560383,1.595087542768267,1.391393943341369,0.971335942260452
375,0.5,0.0007777999999999998,0.0005556,0.4632342227488584,0.5466763515364791,1.8354110327654205,1.5674957231276463,0.9749947540699321
376,0.5,0.0007777999999999998,0.0006666999999999999,0.41908211973133824,0.4974836638353751,2.0249384315055083,1.7184828862128105,0.9772823924462508
377,0.5,0.0007777999999999998,0.0007777999999999998,0.38904869558099614,0.4609100051513001,2.1784431997698386,1.8513489612182363,0.9788501292890454
378,0.5,0.0007777999999999998,0.0008888999999999999,0.36724983089043456,0.4323650176832005,2.3055849704385674,1.9704908378806687,0.9799940525709069
379,0.5,0.0007777999999999998,0.001,0.3506711945288308,0.40928585680345914,2.41286204719866,2.078850683842858,0.9808675004312308
380,0.5,0.0008888999999999999,1e-07,2231.0937498730477,34.61067797874072,0.0009625181506935759,0.0005179930519103383,0.00482254694002297
381,0.5,0.0008888999999999999,0.00011119999999999999,2.352944164134332,1.6422009084636722,0.39060094895136666,0.5272651131095216,0.8924861419838734
382,0.5,0.0008888999999999999,0.00022229999999999998,0.8829396705336988,0.9614010539905707,0.9802751639563804,0.9065877545375031,0.9541784869882017
383,0.5,0.0008888999999999999,0.00033339999999999997,0.5858735438610011,0.7342504490148608,1.4588405879908815,1.18018203741468,0.9687299863258138
384,0.5,0.0008888999999999999,0.00044449999999999996,0.46764019766497866,0.6189400024612298,1.818461798998953,1.3936272418571884,0.9747545216059614
385,0.5,0.0008888999999999999,0.0005556,0.4050560053387235,0.5475824964167696,2.0937946802593093,1.5698609663957268,0.978000470494445
386,0.5,0.0008888999999999999,0.0006666999999999999,0.36639506131733424,0.4981968037713028,2.3108786598020257,1.7209575661773324,0.9800260843891851
387,0.5,0.0008888999999999999,0.0007777999999999998,0.34010760345182783,0.4615020202558575,2.4866719992452,1.853919234632753,0.9814125778699035
388,0.5,0.0008888999999999999,0.0008888999999999999,0.3210328614866074,0.43287446722970524,2.632255616745456,1.9731471349576162,0.9824234164727539
389,0.5,0.0008888999999999999,0.001,0.30652880141220173,0.40973559017920025,2.755081071445713,2.081585861632617,0.9831947843086803
390,0.5,0.001,1e-07,2229.302559579381,36.16871604864044,0.0009917394957169076,0.0005180021598979497,0.004869654078539123
391,0.5,0.001,0.00011119999999999999,2.1095059628902058,1.6586236046590745,0.43147585044743925,0.5281485655098115,0.901649841929538
392,0.5,0.001,0.00022229999999999998,0.7861300879249817,0.9648954940992502,1.096504985121244,0.9079862080237665,0.9588182227158031
393,0.5,0.001,0.00033339999999999997,0.5208779261736949,0.7358398521044196,1.6363271783152415,1.181798369752799,0.9720126413163851
394,0.5,0.001,0.00044449999999999996,0.41555708592280804,0.6199250986441777,2.0418060503456483,1.3953776157024875,0.9774414768752129
395,0.5,0.001,0.0005556,0.35986387540619513,0.5482930621647293,2.3521571683101317,1.5717124819968675,0.9803584839950268
396,0.5,0.001,0.0006666999999999999,0.3254781898476528,0.4987553292000081,2.5968027003902185,1.722893270403671,0.9821760846640923
397,0.5,0.001,0.0007777999999999998,0.3021053315889514,0.4619652997307752,2.7948874575790272,1.8559286648951352,0.9834190239334271
398,0.5,0.001,0.0008888999999999999,0.2851491462014325,0.4332729010023633,2.9589151656099246,1.9752230391042518,0.9843246211230797
399,0.5,0.001,0.001,0.2722579884765143,0.41008716622106534,3.097290478938844,2.0837228015226392,0.9850153589176882
400,1.0,1e-07,1e-07,2284.035168707377,2.0136886449390414,0.00010249582971964335,0.0004156055351156419,0.0008359465655258908
401,1.0,1e-07,0.00011119999999999999,2259.7970855931376,0.2086069752049632,0.0004964952524748766,0.024025772588035635,0.0058914330921650245
402,1.0,1e-07,0.00022229999999999998,2259.317083501609,0.16544504184279446,0.0005042977311320639,0.030685546079818504,0.0059929749470851515
403,1.0,1e-07,0.00033339999999999997,2259.119615027931,0.14447121618660128,0.0005075084934931795,0.035315995547419265,0.006035379925295938
404,1.0,1e-07,0.00044449999999999996,2259.0075378861247,0.13122610028802828,0.0005093304039410212,0.038986275692732025,0.00605970121278694
405,1.0,1e-07,0.0005556,2258.9338701166735,0.12179609829652659,0.0005105279315710195,0.04207735226688211,0.006075827589868858
406,1.0,1e-07,0.0006666999999999999,2258.8811342463305,0.11459744675418644,0.0005113853922796146,0.04477427578848952,0.0060874604799326945
407,1.0,1e-07,0.0007777999999999998,2258.841158055209,0.10884465541122464,0.0005120350911030392,0.047182592558447256,0.006096332315107861
408,1.0,1e-07,0.0008888999999999999,2258.809646797021,0.1040957484464056,0.0005125473389900133,0.04936882566340332,0.006103368359084204
409,1.0,1e-07,0.001,2258.784054813489,0.10007950641007061,0.0005129634389895257,0.05137793539071026,0.006109114381930313
410,1.0,0.00011119999999999999,1e-07,2240.565669549149,26.671114201825247,0.0008086171345751938,0.0005173741601543498,0.004515470754863489
411,1.0,0.00011119999999999999,0.00011119999999999999,7.601104972260247,1.7164505821106655,0.14598348818503884,0.4301451974378678,0.756191103467784
412,1.0,0.00011119999999999999,0.00022229999999999998,4.034878791484227,1.1710426939085,0.24294007184668465,0.6660776085857754,0.8378863156998761
413,1.0,0.00011119999999999999,0.00033339999999999997,3.1519950141242545,0.9566633373422163,0.3008046527872213,0.8254768932297344,0.8649021570841865
414,1.0,0.00011119999999999999,0.00044449999999999996,2.7547417523965936,0.8365099413758633,0.3389369129069673,0.9481271708733936,0.8782729588195812
415,1.0,0.00011119999999999999,0.0005556,2.527475074425039,0.7572744187034267,0.36614168252647505,1.0491796523355326,0.8863028463304184
416,1.0,0.00011119999999999999,0.0006666999999999999,2.379362365759627,0.6999589141284503,0.3866681403929283,1.135911438089675,0.891694642716596
417,1.0,0.00011119999999999999,0.0007777999999999998,2.274621569715802,0.6559613833679748,0.4027972435727626,1.212384871898077,0.8955861934551886
