,circuit,initialization,loss,k1_trace,k2_trace,n1_trace,n2_trace,theta1_trace,theta2_trace,time,loss_auc
16,nc,98,0.06274414297127831,4.60552390044971e-05,2.8483692278534213e-05,3.4509316238649936,1.749382764509257,7.711246279400515,0.3138453901367474,7.805633783340454,28.962141417193138
0,nc,97,0.45406267463656447,0.00034095067874978594,0.0005035926358435713,2.9691533632656366,2.0273384703288206,0.8033627036362744,5.04775467491791,4.251897811889648,8.672566700080207
1,nc,97,0.3816498327181084,0.0002832909469111785,0.0004258848762066465,2.9914107577882696,2.034314099434434,0.8043253197588741,5.047716540392125,4.251897811889648,8.672566700080207
2,nc,97,0.31520098238138455,0.00023295730294211006,0.00035176527514248364,3.008759455608067,2.007584072890299,0.8054467599418884,5.044832836906356,4.251897811889648,8.672566700080207
3,nc,97,0.2512210971400979,0.00014395529647263602,0.00032767610399383015,2.997153607044979,1.9851067048200939,0.8036445478183508,5.047142880256,4.251897811889648,8.672566700080207
4,nc,97,0.19218731967087113,0.00011880891849287706,0.00023758624921353942,2.9910920054155095,1.9513833673565655,0.8036237958360115,5.048022813047153,4.251897811889648,8.672566700080207
5,nc,97,0.13049948019215493,8.637050873824905e-05,0.00014745847039326627,3.0076144266115903,1.9743329017298605,0.804120601145736,5.048084455224757,4.251897811889648,8.672566700080207
6,nc,97,0.0784049785653583,5.170685330300727e-05,6.590680109919414e-05,2.9746900111668553,1.9988578063851115,0.8052891399863764,5.049889226247025,4.251897811889648,8.672566700080207
7,nc,97,0.06417085443545766,4.9492342490373904e-05,1.9847713617679246e-05,2.9539281410647464,1.9435834124445481,0.8118903808386442,5.05043424411492,4.251897811889648,8.672566700080207
8,nc,97,0.06276497172955091,4.707018564856145e-05,2.8505096642341525e-05,3.005019669496158,1.9053002308818734,0.8161781928308169,5.0567625167381225,4.251897811889648,8.672566700080207
9,nc,97,0.06276497172955091,4.707018564856145e-05,2.8505096642341525e-05,3.005019669496158,1.9053002308818734,0.8161781928308169,5.0567625167381225,4.251897811889648,8.672566700080207
0,nc,96,0.6380875707822253,0.00025773362675926434,0.000969664979112673,1.9279420667334257,2.6323630793249375,1.5590800205226203,2.9035806047831505,6.753662109375,20.691180226808218
1,nc,96,0.5732247709618443,0.00019231664058942232,0.0009162447357635207,1.9684339915955167,2.6503624470887117,1.5568082543100092,2.9055484211606695,6.753662109375,20.691180226808218
2,nc,96,0.5050290186875641,0.00011934198546919183,0.00086311545807462,1.9450418621372885,2.6255951263807273,1.558634978765312,2.9074396520908743,6.753662109375,20.691180226808218
3,nc,96,0.4514083230687892,9.065347453855845e-05,0.000785786838683673,1.9137208862376902,2.630969436074983,1.5630029314771596,2.9057679280155964,6.753662109375,20.691180226808218
4,nc,96,0.40838478800573996,9.427288182439695e-05,0.0006961708259486002,1.8831724212149137,2.609687113015857,1.5622434503618272,2.903505091287348,6.753662109375,20.691180226808218
5,nc,96,0.3537556824214206,5.99694519367602e-05,0.0006148861410510248,1.8861877299278196,2.654232124100575,1.5607882785749216,2.9038363329956742,6.753662109375,20.691180226808218
6,nc,96,0.31168448893952844,6.472064472825264e-05,0.0005279858672753363,1.8854170852522458,2.7021639930754016,1.559969136576398,2.904614865376234,6.753662109375,20.691180226808218
7,nc,96,0.2725215567512446,4.792054680532929e-05,0.00045590611385248496,1.9070502610267075,2.6938975671450045,1.5573585647088704,2.9103632818686056,6.753662109375,20.691180226808218
8,nc,96,0.23613479998464332,4.644768952398235e-05,0.0003830601192659309,1.9144027659348792,2.644659431163279,1.5528961538453319,2.908874902450439,6.753662109375,20.691180226808218
9,nc,96,0.19586700747448155,3.9011184191077277e-05,0.00029965221605893016,1.9127046301155777,2.6147981119349426,1.5484962749896116,2.9101292733095803,6.753662109375,20.691180226808218
10,nc,96,0.15679790952724396,3.376360646089879e-05,0.00021577094197930134,1.9017884384326162,2.576889658239148,1.5521728093178049,2.9095955110250356,6.753662109375,20.691180226808218
11,nc,96,0.11839239291512614,4.510153584234413e-05,0.0001472230118367558,1.9181842683949617,2.5332451603389092,1.5467668266130485,2.9087208551327928,6.753662109375,20.691180226808218
12,nc,96,0.07893892553438706,4.8089176278150666e-05,6.773072890147419e-05,1.92192292640929,2.552688072035433,1.552341000023976,2.9074059191728785,6.753662109375,20.691180226808218
13,nc,96,0.06331234130234323,3.917197698450392e-05,2.701674708390542e-05,1.9126574644748882,2.566572041649687,1.55046916751217,2.9161431190383866,6.753662109375,20.691180226808218
14,nc,96,0.062493502930783214,4.677522279409454e-05,2.5914666137289778e-05,1.8248504770902099,2.570581262979485,1.5463866112243836,2.913801947115594,6.753662109375,20.691180226808218
15,nc,96,0.062493502930783214,4.677522279409454e-05,2.5914666137289778e-05,1.8248504770902099,2.570581262979485,1.5463866112243836,2.913801947115594,6.753662109375,20.691180226808218
0,nc,95,0.3784261233581236,0.0007002670153128736,2.1371258689006142e-05,1.0038247180362918,1.0640590171244326,4.147679042718748,6.658000938619257,4.753655195236206,9.8312746152248
1,nc,95,0.3439513904147366,0.0006289572081195305,3.1975139756113046e-05,1.0340349389971675,1.067694496214629,4.14302665939213,6.653863151911532,4.753655195236206,9.8312746152248
2,nc,95,0.3164894818640002,0.0005592267332415606,4.8065725680796997e-05,1.0993599289974585,1.0528754008991814,4.1420970123808045,6.655610634835111,4.753655195236206,9.8312746152248
3,nc,95,0.26547837852620215,0.0004740802568215279,2.89365582830823e-05,1.131051770232444,1.063645670239996,4.143192235018823,6.652228579627544,4.753655195236206,9.8312746152248
4,nc,95,0.21740920656482943,0.0003786314997592761,2.2292550843596525e-05,1.1484523558699613,1.0460040885370456,4.1436343610553505,6.650773111964945,4.753655195236206,9.8312746152248
5,nc,95,0.1771814118818459,0.00029678694884538475,3.066769476806642e-05,1.1803130684604364,1.0118918069485967,4.143095737157031,6.65397242770057,4.753655195236206,9.8312746152248
6,nc,95,0.1487175349517422,0.00023766787076471554,3.419879813628332e-05,1.1713494816600956,1.0494826789697382,4.142391430737292,6.646937200898988,4.753655195236206,9.8312746152248
7,nc,95,0.12504069159318992,0.00018846931206705753,1.871348870044638e-05,1.222143367262423,1.0913763870304243,4.141480367567789,6.6415320165226595,4.753655195236206,9.8312746152248
8,nc,95,0.08828029249035031,0.0001151630580992117,2.044838297358804e-05,1.2602147456277022,1.103270341590502,4.146803726743075,6.642940817340531,4.753655195236206,9.8312746152248
9,nc,95,0.06311989015852627,4.808636713238786e-05,2.1694467490463115e-05,1.2654027773285748,1.1527162149968184,4.146893703436384,6.637439412836278,4.753655195236206,9.8312746152248
10,nc,95,0.06274716584095028,5.022728800216956e-05,2.5861612070146396e-05,1.20472557987524,1.2208830656508098,4.148367519590516,6.633654711871355,4.753655195236206,9.8312746152248
0,nc,94,0.2034207588266244,0.00011670050487851854,0.00026245001951057795,3.6931757924711026,1.3682519675546077,3.485026940415284,4.8943449275950455,2.523329019546509,2.597072795962288
1,nc,94,0.15048644502691066,5.78090298232313e-05,0.0002092434471363416,3.6681131142644916,1.3136197166415093,3.484095798078377,4.894229535302418,2.523329019546509,2.597072795962288
2,nc,94,0.10640547961138486,5.069741581156114e-05,0.00012314020774192524,3.657420603911259,1.2721625691889584,3.482837835424713,4.891896328805815,2.523329019546509,2.597072795962288
3,nc,94,0.06659694606674023,5.5203014044156896e-05,3.850058975324999e-05,3.6507798039784873,1.2202724454449334,3.483513367117202,4.89247525175945,2.523329019546509,2.597072795962288
4,nc,94,0.06281220194677681,5.050849005285896e-05,2.6633737340118338e-05,3.626153967077094,1.1898581059341355,3.4853649849833555,4.8835517846669445,2.523329019546509,2.597072795962288
5,nc,94,0.06280621425466562,4.6692942994730085e-05,2.8809120792622925e-05,3.5646276420664074,1.1763565260280975,3.4838081695572782,4.8911482052392365,2.523329019546509,2.597072795962288
0,nc,93,0.1433088549841962,0.00023059225782691482,2.5988812041734134e-05,1.3433295890947825,2.2900888031047923,1.7922454813553754,6.511605416221049,2.419180154800415,1.6783971701068237
1,nc,93,0.10451457526452615,0.0001492890519387822,3.3128420610581356e-05,1.3376344129636977,2.2694773005729045,1.7976000586113712,6.51198483518429,2.419180154800415,1.6783971701068237
2,nc,93,0.06410588105297271,5.7770980309748305e-05,2.611041991881439e-05,1.3681869751689284,2.2811048957546936,1.7955864452410397,6.510979517701802,2.419180154800415,1.6783971701068237
3,nc,93,0.06360303347451184,4.617079222262854e-05,2.0330347699760456e-05,1.3300350550757174,2.2644115144972137,1.8009285659056353,6.503737996385553,2.419180154800415,1.6783971701068237
4,nc,93,0.06360303347451184,4.617079222262854e-05,2.0330347699760456e-05,1.3300350550757174,2.2644115144972137,1.8009285659056353,6.503737996385553,2.419180154800415,1.6783971701068237
0,nc,92,0.7358837561211597,0.0007483019868320339,0.0006154201602549762,2.142394976989695,3.93126903487285,9.67529211573836,3.775837580026709,6.443067312240601,21.488609381902805
1,nc,92,0.6722900243391009,0.0007128249476947386,0.000533602552310551,2.1639098121886158,3.9262261715045383,9.67906763353376,3.776992944286919,6.443067312240601,21.488609381902805
2,nc,92,0.6089621764080632,0.0006236775674273896,0.0005016065839642812,2.1386965281792145,3.9453526870670483,9.679475689610022,3.7773218566888453,6.443067312240601,21.488609381902805
3,nc,92,0.5418705614998883,0.0005508755079667601,0.000448233426014846,2.138815942296428,3.904022367567566,9.678569248216784,3.7781015552151835,6.443067312240601,21.488609381902805
4,nc,92,0.470233226044672,0.0005031146543327408,0.00036439294404137025,2.1358937493714625,3.90331313362719,9.681124816583047,3.7786263337481616,6.443067312240601,21.488609381902805
5,nc,92,0.3999575722766982,0.00042882400207574427,0.00030752564232148984,2.1082727251442765,3.915079284545636,9.681327871221281,3.77677830080223,6.443067312240601,21.488609381902805
6,nc,92,0.33938447600386845,0.0003665939349433429,0.0002572270707375344,2.1248109313537027,3.859107221861169,9.682263614982555,3.777795781695686,6.443067312240601,21.488609381902805
7,nc,92,0.27098296986696063,0.00033027055527168743,0.00017049805617785698,2.1040213146739815,3.840483449517257,9.680354141040935,3.7774081221626465,6.443067312240601,21.488609381902805
8,nc,92,0.20177033389081103,0.00028584069417778745,8.966323851671388e-05,2.1185973108627945,3.8480452885246033,9.683584087775614,3.776070874870966,6.443067312240601,21.488609381902805
9,nc,92,0.1464161129204537,0.00023684896526099272,2.5896581724589747e-05,2.0868949838622006,3.883404564569898,9.682062579894144,3.7793063182969293,6.443067312240601,21.488609381902805
10,nc,92,0.10693018915339458,0.0001561005415582968,2.943868131774068e-05,2.050397893832586,3.863904803847945,9.679426622856694,3.7825621444606403,6.443067312240601,21.488609381902805
11,nc,92,0.07511127971618002,7.924784875006458e-05,1.782265231542514e-05,2.0373165990175095,3.8813693671002274,9.682182167198146,3.787780667022571,6.443067312240601,21.488609381902805
12,nc,92,0.06391405079992639,5.5379746630595335e-05,2.272361544480614e-05,2.100307589891594,3.8711737693946606,9.68475190911244,3.7946174219305213,6.443067312240601,21.488609381902805
13,nc,92,0.06391405079992639,5.5379746630595335e-05,2.272361544480614e-05,2.100307589891594,3.8711737693946606,9.68475190911244,3.7946174219305213,6.443067312240601,21.488609381902805
0,nc,91,0.43200901714492496,5.915256033471521e-05,0.0007718161215874061,1.9790226800223691,2.608288479693805,5.139879234662531,6.61401505102054,5.081973075866699,12.300606426619341
1,nc,91,0.39676480153801774,3.787371214400301e-05,0.0007005908504398309,1.9688458419259907,2.5634646351138786,5.1360804583326045,6.6170454901513995,5.081973075866699,12.300606426619341
2,nc,91,0.3625289991734889,5.817824416670484e-05,0.000633308210448481,1.9046184761093488,2.57872921183648,5.134885284939975,6.619411428800274,5.081973075866699,12.300606426619341
3,nc,91,0.3194594232436528,4.9707379929770394e-05,0.000549691240219686,1.8646991728183933,2.5650008201384074,5.137416958309992,6.617145396519525,5.081973075866699,12.300606426619341
4,nc,91,0.2841298581658337,8.479044539357791e-05,0.00045673972640146893,1.8708533234875178,2.574416782393813,5.137433874884986,6.616983160153086,5.081973075866699,12.300606426619341
5,nc,91,0.2439816568255696,7.179514212564108e-05,0.0003875412870368621,1.9109377957646188,2.59169613472097,5.1380729053685865,6.6225477995412225,5.081973075866699,12.300606426619341
6,nc,91,0.19598840440252407,6.237429168309759e-05,0.00029795414764191764,1.904596809061578,2.561558951513136,5.140021895887355,6.620187550182204,5.081973075866699,12.300606426619341
7,nc,91,0.15368499650664735,7.377834970348467e-05,0.0002052302535742927,1.9167051626985776,2.5666077823518947,5.143211221983645,6.6192768146875665,5.081973075866699,12.300606426619341
8,nc,91,0.11458305161487534,5.6622409280940554e-05,0.0001377896031739053,1.9691269738678336,2.527373194447866,5.145225198620435,6.621431862293011,5.081973075866699,12.300606426619341
9,nc,91,0.0791173460086811,5.470150092776205e-05,6.626400697468597e-05,1.9810865147715901,2.5661009239766392,5.139568910875843,6.620814023791451,5.081973075866699,12.300606426619341
10,nc,91,0.0625854928480768,4.8233548597360624e-05,2.6359493769456837e-05,2.0274109953385384,2.619645476405829,5.140613035928808,6.62650945978112,5.081973075866699,12.300606426619341
11,nc,91,0.0625854928480768,4.8233548597360624e-05,2.6359493769456837e-05,2.0274109953385384,2.619645476405829,5.140613035928808,6.62650945978112,5.081973075866699,12.300606426619341
0,nc,90,0.4018299371388638,5.199827555408058e-05,0.0007140670421457307,3.806022749412027,3.3894745962809147,0.47414374160930356,1.607174029724964,4.926881790161133,10.882211540385171
1,nc,90,0.36079664995803706,4.5820866622631186e-05,0.0006323511268520277,3.7542014342059926,3.38545421966189,0.4726692992832088,1.6090854131283292,4.926881790161133,10.882211540385171
2,nc,90,0.33256384685806173,5.6556786980051844e-05,0.0005740744154768888,3.708449686295006,3.4369923068665686,0.47660234643263366,1.6104720712253036,4.926881790161133,10.882211540385171
3,nc,90,0.29866469652230615,7.074851782031613e-05,0.0004977346360700935,3.7098935069891588,3.4860976358075346,0.47938280070013334,1.613272646726725,4.926881790161133,10.882211540385171
4,nc,90,0.2586414079564409,3.372801192424675e-05,0.000419474864958651,3.670705487255315,3.491543205125203,0.4794735305372676,1.6163364875558077,4.926881790161133,10.882211540385171
5,nc,90,0.21606401519664115,4.204678391203411e-05,0.0003418134639236592,3.63862613664784,3.490504925902863,0.48368997482713616,1.613032699097386,4.926881790161133,10.882211540385171
6,nc,90,0.17312985502824763,5.5588766501254344e-05,0.0002554900935421396,3.647764373501984,3.471913403043932,0.4869361734607696,1.6160024764991643,4.926881790161133,10.882211540385171
7,nc,90,0.14070434537204418,5.42916660155713e-05,0.00019102405129332897,3.67503266487565,3.4795396453227356,0.4835248103974212,1.6097759302282588,4.926881790161133,10.882211540385171
8,nc,90,0.09827764333456498,5.86619006245433e-05,0.00010401982948234079,3.7130650866406727,3.472968157373101,0.480507647827104,1.6101104430048432,4.926881790161133,10.882211540385171
9,nc,90,0.06445658618750574,3.58411668741976e-05,2.7007692738237346e-05,3.693426952880711,3.4848935773996197,0.4843653462621599,1.614024889636536,4.926881790161133,10.882211540385171
10,nc,90,0.06445658618750574,3.58411668741976e-05,2.7007692738237346e-05,3.693426952880711,3.4848935773996197,0.4843653462621599,1.614024889636536,4.926881790161133,10.882211540385171
0,nc,89,0.5816158875383001,0.0008085640639041899,0.00028744109254462294,3.583622307134009,1.0596050656854716,4.84184222034902,0.1036804473272376,6.471785068511963,15.65214662682178
1,nc,89,0.5153044291947517,0.000751514166580933,0.00022258364683383166,3.5333066747045687,1.0600175352441528,4.842106092252233,0.10366459954011178,6.471785068511963,15.65214662682178
2,nc,89,0.4510931946108742,0.0007112691560870263,0.00014755883695445615,3.525865300475459,1.0540594210912657,4.843947937542193,0.09884640023848731,6.471785068511963,15.65214662682178
3,nc,89,0.38030902211183515,0.0006279183717108832,9.891927086335051e-05,3.5334829676264787,1.0681770633623358,4.845345689688031,0.10037653608903614,6.471785068511963,15.65214662682178
4,nc,89,0.311355408694095,0.0005434886388772528,5.3211954501654164e-05,3.5427174974203255,1.0935273293666947,4.846080395290346,0.10045201359834145,6.471785068511963,15.65214662682178
5,nc,89,0.26164837617159126,0.00044952406855568205,4.8601322265670995e-05,3.5189247777232233,1.0761945529767156,4.844458408015376,0.10089697061514763,6.471785068511963,15.65214662682178
6,nc,89,0.2151748817312103,0.00037143231700104704,3.2634238474752444e-05,3.511201305059866,1.0322831210792243,4.8433975974012045,0.10482931441644404,6.471785068511963,15.65214662682178
7,nc,89,0.17512066334062143,0.0002931770687774352,2.968982171071673e-05,3.546463409610183,1.0645058860983414,4.840542153763815,0.10760486498516979,6.471785068511963,15.65214662682178
8,nc,89,0.14119890692046438,0.0002203090253851661,1.8311750439120297e-05,3.55235508859697,1.129056392702065,4.841792518167052,0.10902952932511732,6.471785068511963,15.65214662682178
9,nc,89,0.09547376271175181,0.00012498404156233227,1.782609975372812e-05,3.552437068687347,1.1461818861558728,4.841050729864774,0.10665340355555689,6.471785068511963,15.65214662682178
10,nc,89,0.07099232008626837,2.9198472596512055e-05,1.7477860195701238e-05,3.550172375112924,1.156059090487947,4.841118839260478,0.10934013319532794,6.471785068511963,15.65214662682178
11,nc,89,0.06401311669222715,5.5661790903557864e-05,2.9549395783432006e-05,3.486696996282507,1.1125976442158803,4.841050724984146,0.11502826630518513,6.471785068511963,15.65214662682178
12,nc,89,0.06344460794391853,3.8997370942727394e-05,2.7624220294749248e-05,3.446154616458815,1.122141058248885,4.840576834649487,0.10610561407134532,6.471785068511963,15.65214662682178
13,nc,89,0.0629951275903976,4.0029426835292154e-05,2.5675799566808763e-05,3.4277994855334923,1.130704318969062,4.836434618171327,0.09723481787446409,6.471785068511963,15.65214662682178
14,nc,89,0.0629951275903976,4.0029426835292154e-05,2.5675799566808763e-05,3.4277994855334923,1.130704318969062,4.836434618171327,0.09723481787446409,6.471785068511963,15.65214662682178
0,nc,88,0.28917687867672626,0.0004057877581036258,0.00013532846958171844,2.791708534123027,2.052929886768722,3.1500504700732153,7.135401017829635,3.3844950199127197,4.127647732865689
1,nc,88,0.2199823808518792,0.0003393062592030443,7.39355749643163e-05,2.781069283095171,2.0521322600439875,3.1541208603239452,7.13603729799025,3.3844950199127197,4.127647732865689
2,nc,88,0.16624565092179713,0.00026944432683489615,3.837522050319074e-05,2.7931771510236483,2.008268119305165,3.155504844613377,7.132046600010549,3.3844950199127197,4.127647732865689
3,nc,88,0.1191192592122995,0.00017751355422868104,3.529758066488527e-05,2.7708025068684092,2.00910848398142,3.1574912545867537,7.129510169824334,3.3844950199127197,4.127647732865689
4,nc,88,0.0811790271888655,0.0001026369771293524,2.5287832977905392e-05,2.761511807252874,2.0493495633710945,3.159033096598521,7.13435776088012,3.3844950199127197,4.127647732865689
5,nc,88,0.0630506896840656,4.3028842787832566e-05,2.1680955390873506e-05,2.686855727585208,2.0260223015980445,3.158772417520709,7.132598857747309,3.3844950199127197,4.127647732865689
6,nc,88,0.0627281987517355,4.429090767647898e-05,2.812459215674837e-05,2.6831532024165368,1.9667017141483298,3.1638607381928354,7.126406002813433,3.3844950199127197,4.127647732865689
0,nc,87,0.4593402108786329,0.0001822384093973156,0.0007001270758164945,1.2914849900511305,1.2063350568040496,6.939003817595573,4.643590935208329,4.829654932022095,10.976178615636924
1,nc,87,0.3854669099124798,0.00011513594905548768,0.0006285323016356574,1.2801023629996946,1.19535099785756,6.939078660341314,4.642492416965981,4.829654932022095,10.976178615636924
2,nc,87,0.3302966073820951,4.77363492613007e-05,0.0005714716349129205,1.2770885681031192,1.2218684834737514,6.9366716645384034,4.639476208455062,4.829654932022095,10.976178615636924
3,nc,87,0.2876104133677339,4.389400174527354e-05,0.00048557899529812074,1.2490124754244272,1.2489385705687694,6.933690059442704,4.638070372990068,4.829654932022095,10.976178615636924
4,nc,87,0.26185328732619984,5.126767071028601e-05,0.00043423033883770087,1.1915858394304792,1.2144230966019147,6.930537185082566,4.642343248307562,4.829654932022095,10.976178615636924
5,nc,87,0.21375834682677053,5.130037871161197e-05,0.0003380093817191663,1.191629146104159,1.228014555240756,6.9300098133015,4.640043281745992,4.829654932022095,10.976178615636924
6,nc,87,0.16984130074058315,4.838311365161523e-05,0.000250467453080989,1.2088803342566168,1.2194081092376037,6.933576690681696,4.637428010316741,4.829654932022095,10.976178615636924
7,nc,87,0.13255853492533984,4.006850556274696e-05,0.00017366470119760944,1.1711346549626742,1.235071055621263,6.93674205713202,4.6411160801699385,4.829654932022095,10.976178615636924
8,nc,87,0.08427894826610005,5.4742083986934403e-05,7.718869677527e-05,1.1838525533329278,1.2369562844235795,6.937472946609092,4.642723399981199,4.829654932022095,10.976178615636924
9,nc,87,0.06663248575328365,6.617911479606572e-05,2.377751296539618e-05,1.2168230798497155,1.2220354988502176,6.930208239865939,4.64065178731717,4.829654932022095,10.976178615636924
10,nc,87,0.06653756637496501,5.291936588549608e-05,3.9295086339942576e-05,1.2363849604545316,1.1618714249984525,6.93414502038155,4.634302632304613,4.829654932022095,10.976178615636924
0,nc,86,0.6492442986790644,0.00048536533834402616,0.0007277982585386077,2.1811190838097056,3.2456143624171623,1.8361820309348944,4.26993756448395,5.185405969619751,17.10061603966386
1,nc,86,0.5790870416985843,0.0004266655397594284,0.0006548651274485206,2.2042468535061355,3.2324226622419694,1.8374901663583738,4.268053272780778,5.185405969619751,17.10061603966386
2,nc,86,0.5108368945251183,0.00036378382958240555,0.0005910650241006645,2.240339754494885,3.249532320469343,1.8393843826745944,4.268513640962898,5.185405969619751,17.10061603966386
