,circuit,initialization,loss,k1_trace,k2_trace,n1_trace,n2_trace,theta1_trace,theta2_trace,time,loss_auc
8,nc,53,0.28997206591160957,0.00019285125741134296,0.00034853178932672455,3.5578241657421152,3.102077013888424,5.961079706072203,0.22545449517928376,6.134622097015381,26.450403597919117
9,nc,53,0.22855464464070208,0.00016338920061947606,0.00025960333555062793,3.557782552492434,3.0844472866224164,5.959326700747043,0.22791540057455045,6.134622097015381,26.450403597919117
10,nc,53,0.1722102863081121,8.101370660184953e-05,0.00023618007352207594,3.553972536023859,3.077918595582093,5.958057857008789,0.23286261424073915,6.134622097015381,26.450403597919117
11,nc,53,0.12542326601423,8.057297531706518e-05,0.00014264518270394735,3.5678801602770194,3.09003470724223,5.957918134595671,0.2298478911254687,6.134622097015381,26.450403597919117
12,nc,53,0.07793478094807606,5.990717992270123e-05,6.072877937175502e-05,3.5310900830501004,3.119974671003389,5.958526532853464,0.22744851264460086,6.134622097015381,26.450403597919117
13,nc,53,0.06264975317848102,4.217153638164052e-05,2.4664113646744027e-05,3.57971672390649,3.146492395057768,5.964908555735265,0.23097558698170165,6.134622097015381,26.450403597919117
14,nc,53,0.06264975317848102,4.217153638164052e-05,2.4664113646744027e-05,3.57971672390649,3.146492395057768,5.964908555735265,0.23097558698170165,6.134622097015381,26.450403597919117
0,nc,52,0.8996755876882875,0.0007763322048585751,0.0008969590408327528,1.4932455757210101,1.2421986432048469,9.173184318567058,6.76417892254315,6.804834842681885,32.54372383704248
1,nc,52,0.8313980096015279,0.0007228371217887441,0.000820248625771627,1.4705726668779975,1.2494684998664205,9.171152444683125,6.76252355083505,6.804834842681885,32.54372383704248
2,nc,52,0.7689371114583857,0.0006676066534571694,0.0007575410507725998,1.441802021164209,1.2910005866381176,9.17151324955061,6.764648811063766,6.804834842681885,32.54372383704248
3,nc,52,0.7110973387532804,0.0006152674860404608,0.0007010796310995346,1.4841971254767203,1.332509080724001,9.17093799878797,6.766927688742996,6.804834842681885,32.54372383704248
4,nc,52,0.6494921876296541,0.0005701312213199448,0.0006289264478918537,1.4776196570647984,1.3015119753137359,9.170675451118775,6.771105797163912,6.804834842681885,32.54372383704248
5,nc,52,0.581423635993036,0.00047780951476688227,0.0005994374531795008,1.4637100457042491,1.2816634242497502,9.170619407784544,6.771545630506358,6.804834842681885,32.54372383704248
6,nc,52,0.5146308048349044,0.0004249282455858401,0.0005264332955773326,1.5007510343621946,1.2892687613083913,9.169710407297348,6.773446841072008,6.804834842681885,32.54372383704248
7,nc,52,0.44262607140161714,0.00035604448005803355,0.00046243394171837195,1.4987300513934931,1.3079639090574395,9.171895911377733,6.771636112427819,6.804834842681885,32.54372383704248
8,nc,52,0.3699728238720298,0.00028756402081074514,0.0003971575437995309,1.4776918179616272,1.3323571067674498,9.171603570870724,6.7718160268064675,6.804834842681885,32.54372383704248
9,nc,52,0.30169641422033294,0.00020584813938540362,0.0003567631883311314,1.5086767211197218,1.3581815899900223,9.172145808147585,6.771229166641685,6.804834842681885,32.54372383704248
10,nc,52,0.25463754305635805,0.00013026346398723945,0.0003500352121271656,1.5562253270646793,1.3795243979852705,9.1724426768553,6.775123383761673,6.804834842681885,32.54372383704248
11,nc,52,0.19402971724084983,4.6480335027821704e-05,0.0002988257589152165,1.565308354406837,1.3752853456360399,9.174022380594538,6.774841216034813,6.804834842681885,32.54372383704248
12,nc,52,0.15537633189337846,6.512828523687269e-05,0.00021496005448852615,1.5691613746771402,1.3995953019271334,9.178483761145154,6.775316465360912,6.804834842681885,32.54372383704248
13,nc,52,0.11835420307914168,7.242112111142467e-05,0.00013537356854148534,1.562929065143856,1.3567630936844406,9.178092819704036,6.779468672645485,6.804834842681885,32.54372383704248
14,nc,52,0.07132308003377569,4.894286185309683e-05,5.086714531177769e-05,1.5565301682453268,1.3683520143967236,9.18248044921027,6.778029723230362,6.804834842681885,32.54372383704248
15,nc,52,0.06260780033072025,4.582301159679552e-05,2.7530555717021122e-05,1.533411182212283,1.3945368228850379,9.173514788571627,6.776661398192347,6.804834842681885,32.54372383704248
16,nc,52,0.06260780033072025,4.582301159679552e-05,2.7530555717021122e-05,1.533411182212283,1.3945368228850379,9.173514788571627,6.776661398192347,6.804834842681885,32.54372383704248
0,nc,51,0.43796435136383105,0.00022551812342517413,0.000606838485331566,2.161226899498939,1.2627051706554353,3.959129754823899,4.7846433301226226,4.411396741867065,9.129279946403432
1,nc,51,0.3726990075190285,0.00015297240981495088,0.0005605770206325382,2.208400166780804,1.263263848099439,3.959368933877833,4.786555518377391,4.411396741867065,9.129279946403432
2,nc,51,0.30103730003683166,9.148882352127982e-05,0.0004841802027071514,2.194183499687256,1.2562429399234332,3.958528424196521,4.785772943141127,4.411396741867065,9.129279946403432
3,nc,51,0.24508830532173076,4.7142120522622004e-05,0.00040101542897257026,2.181764746637801,1.2340691875328036,3.9571437012232638,4.787444301418618,4.411396741867065,9.129279946403432
4,nc,51,0.20945664395329044,3.978165416624564e-05,0.0003273767560786811,2.176153715263655,1.2525041015844476,3.95072472180163,4.788005638917229,4.411396741867065,9.129279946403432
5,nc,51,0.17255829891890553,3.814087243817698e-05,0.0002523271626360842,2.1188984367341788,1.2588981848095713,3.9515512809363322,4.791132130784048,4.411396741867065,9.129279946403432
6,nc,51,0.1283902408732913,6.0070028939776464e-05,0.00016386576090870493,2.136634550119411,1.2948345728241182,3.9510253409531932,4.791906969550652,4.411396741867065,9.129279946403432
7,nc,51,0.083822966994433,6.547368752356916e-05,6.939135678978828e-05,2.1171799560219062,1.3077566969632828,3.9492524453686246,4.790544585459654,4.411396741867065,9.129279946403432
8,nc,51,0.06254736665417307,4.7373023383620813e-05,2.4332724817147223e-05,2.119071798075385,1.3550171261131039,3.9565759681154518,4.789899916006858,4.411396741867065,9.129279946403432
9,nc,51,0.06254736665417307,4.7373023383620813e-05,2.4332724817147223e-05,2.119071798075385,1.3550171261131039,3.9565759681154518,4.789899916006858,4.411396741867065,9.129279946403432
0,nc,50,0.5224209839133137,0.00036550551333297944,0.0006123356805758181,1.1347843393004526,3.72324447839445,0.26281514496717423,9.42419041612574,4.46574592590332,11.542200817685556
1,nc,50,0.4539994673432639,0.0002806171137017691,0.0005744060176281158,1.1020705080998696,3.7270410564896785,0.2615869215889224,9.42528512272106,4.46574592590332,11.542200817685556
2,nc,50,0.39260106427907676,0.00022870458968026546,0.0005122536820775236,1.0452465366913815,3.720511519346461,0.2606327121652394,9.42439334421178,4.46574592590332,11.542200817685556
3,nc,50,0.32182271155477726,0.0001533900391836928,0.00045827559190249724,1.0680611787205365,3.6943970908040344,0.2605427968119921,9.422941433338258,4.46574592590332,11.542200817685556
4,nc,50,0.255611776767831,0.00010593556373565802,0.00037855856641643164,1.0684416790800835,3.6930516986685977,0.25704665316262915,9.424241478358194,4.46574592590332,11.542200817685556
5,nc,50,0.1982246343742783,7.770600713623974e-05,0.0002911619867700125,1.0716766610022876,3.699319662736394,0.25921377346971314,9.42100800271088,4.46574592590332,11.542200817685556
6,nc,50,0.15161234543448882,5.995541022523584e-05,0.00021045639039067671,1.0289199186750795,3.7023041751325203,0.2597847270930164,9.424616157211014,4.46574592590332,11.542200817685556
7,nc,50,0.10775012498387387,5.901224126646958e-05,0.00012295621907845418,1.04917167998413,3.6778099400049067,0.2578901943976391,9.421495574495149,4.46574592590332,11.542200817685556
8,nc,50,0.07164220346431882,3.3439388430439285e-05,4.358244141399756e-05,1.0675644035065062,3.6440864152353765,0.2608349330518045,9.418843941712286,4.46574592590332,11.542200817685556
9,nc,50,0.06264356225236369,4.300839556149104e-05,2.6737925565283204e-05,1.028573552099169,3.6501512842334796,0.26250723304025364,9.427668888473473,4.46574592590332,11.542200817685556
10,nc,50,0.06264356225236369,4.300839556149104e-05,2.6737925565283204e-05,1.028573552099169,3.6501512842334796,0.26250723304025364,9.427668888473473,4.46574592590332,11.542200817685556
0,nc,49,0.06600727494256242,4.434646592039962e-05,3.882155654581781e-05,1.4738233577541768,1.9760792976680648,0.4052387048828737,6.955218121524174,0.9621479511260986,0.3299927129394156
1,nc,49,0.06598981023320383,5.7256633540941885e-05,3.567872581910039e-05,1.440797004205789,1.9069380941262575,0.4088018278167367,6.950038720374487,0.9621479511260986,0.3299927129394156
0,nc,48,0.4057219261563876,0.0007527950446872592,3.132236911469908e-05,2.054709204116594,2.2657496624515256,3.426656865305093,1.8881538931532393,4.929193019866943,10.685441703975549
1,nc,48,0.3677162364902872,0.0006796736681643766,2.3443537881905248e-05,2.015034375141147,2.217403218488233,3.4292614043030496,1.8880374768103383,4.929193019866943,10.685441703975549
2,nc,48,0.3277398441108298,0.0005978346647022155,3.005760286323438e-05,1.9722649513346577,2.2549106381914363,3.429278331157447,1.8885125858438434,4.929193019866943,10.685441703975549
3,nc,48,0.28418555042011057,0.0005121133426490009,2.1969483785620992e-05,1.9814649738720542,2.297373468383921,3.43172364706353,1.8875088531875215,4.929193019866943,10.685441703975549
4,nc,48,0.25034363976501645,0.00043557231400715574,3.99430514519971e-05,1.9627820198303845,2.273923043173271,3.4328353591661624,1.882221267532808,4.929193019866943,10.685441703975549
5,nc,48,0.213268830937274,0.00036768206309910746,3.255571987916747e-05,1.9017486144601545,2.2421857518299584,3.4328268314034758,1.879763623012735,4.929193019866943,10.685441703975549
6,nc,48,0.17151685294783425,0.0002836928413826441,3.351606756414814e-05,1.8854926116451367,2.237153955516431,3.4376157925178723,1.8816659818395702,4.929193019866943,10.685441703975549
7,nc,48,0.12900275346435375,0.00020100722539973144,2.900787821085083e-05,1.8687798123523613,2.2799745510522853,3.4384482880228138,1.8847652385237779,4.929193019866943,10.685441703975549
8,nc,48,0.09452250587561924,0.00013122759120657614,2.651998324540513e-05,1.8963198444615823,2.245844376862212,3.432802962055925,1.8843868162141104,4.929193019866943,10.685441703975549
9,nc,48,0.0639541091370604,4.592464138285365e-05,1.973107592375555e-05,1.934558493077782,2.2664107721152655,3.433012281257412,1.8815801007418183,4.929193019866943,10.685441703975549
10,nc,48,0.0639541091370604,4.592464138285365e-05,1.973107592375555e-05,1.934558493077782,2.2664107721152655,3.433012281257412,1.8815801007418183,4.929193019866943,10.685441703975549
0,nc,47,0.1539044343659189,9.145216385795595e-05,0.00018961373219424777,3.0054266174840407,3.6283498147006052,0.5348956082031688,3.580766928231938,2.0601789951324463,1.7074509800638817
1,nc,47,0.1024434489734435,4.5933201197706847e-05,0.00011534085703364071,3.0123570323628517,3.6113132667906425,0.5311316823187149,3.5833293014137064,2.0601789951324463,1.7074509800638817
2,nc,47,0.06701319369987947,3.9477269503482283e-05,3.915236522610642e-05,2.988262162304626,3.659069500885781,0.5346298938106312,3.5841579487437736,2.0601789951324463,1.7074509800638817
3,nc,47,0.06338755743766263,5.184595912196053e-05,2.968467239590999e-05,3.004652397287957,3.620228535499524,0.5264799120192675,3.587815676993239,2.0601789951324463,1.7074509800638817
4,nc,47,0.06338755743766263,5.184595912196053e-05,2.968467239590999e-05,3.004652397287957,3.620228535499524,0.5264799120192675,3.587815676993239,2.0601789951324463,1.7074509800638817
0,nc,46,0.4455188035687425,0.00048039635359915567,0.00034126986765828837,1.5849919657904883,2.712345331668713,3.7823471290328223,9.044312859380513,4.236132860183716,8.227415368140115
1,nc,46,0.38168826243409226,0.0004336102418522971,0.00027117351641222926,1.6134242757779107,2.703582111897753,3.780670202502282,9.040152134973944,4.236132860183716,8.227415368140115
2,nc,46,0.3130785809860512,0.0003758628056002182,0.00020306115361412336,1.595198249769315,2.7052699879217434,3.777744258086532,9.043041404117563,4.236132860183716,8.227415368140115
3,nc,46,0.24215907828085442,0.00030048329834940615,0.00014694889951850898,1.5903562008732648,2.689500125490159,3.7754373048521632,9.044951921078374,4.236132860183716,8.227415368140115
4,nc,46,0.17189975906768887,0.00024356028121125215,7.476378359007133e-05,1.608514275292571,2.696759412759339,3.7721056633927,9.044199041549016,4.236132860183716,8.227415368140115
5,nc,46,0.1262911199079401,0.00019514204313889232,2.9955063545332936e-05,1.6032013064135255,2.6793740071652374,3.766914649648558,9.039077800981778,4.236132860183716,8.227415368140115
6,nc,46,0.09388564831853058,0.00011238250268360391,5.0679304783434785e-05,1.5638378318448336,2.6613825025746345,3.766732352318544,9.036171147081625,4.236132860183716,8.227415368140115
7,nc,46,0.0624808152323295,4.6651361909242617e-05,2.5202735730928004e-05,1.537244582341063,2.608686597413473,3.7669029957591245,9.04009974772754,4.236132860183716,8.227415368140115
8,nc,46,0.0624808152323295,4.6651361909242617e-05,2.5202735730928004e-05,1.537244582341063,2.608686597413473,3.7669029957591245,9.04009974772754,4.236132860183716,8.227415368140115
0,nc,45,0.6062899573949285,0.00036601281591259625,0.0007799667250507613,1.5410256167055114,1.1904849810513614,1.2377803799536893,6.187502549280889,5.499263048171997,17.29798856473771
1,nc,45,0.5529810819220831,0.0002814052540999302,0.0007717258547176477,1.552623036683093,1.1612383011620897,1.2419971033387582,6.187263708434968,5.499263048171997,17.29798856473771
2,nc,45,0.4864027064513869,0.00018983550397030078,0.0007454384618527409,1.545683281613398,1.1577254337855631,1.244934821950607,6.187197804285583,5.499263048171997,17.29798856473771
3,nc,45,0.41880275367719405,0.00011257922226816796,0.0006979771872551059,1.5309765344016215,1.1700077304239629,1.241366048085665,6.18837311886881,5.499263048171997,17.29798856473771
4,nc,45,0.3578248333530524,7.476111062557626e-05,0.0006129255295055215,1.53326928764299,1.1765225840626083,1.2378520825125112,6.189104627621638,5.499263048171997,17.29798856473771
5,nc,45,0.31562423656927835,6.378589040508263e-05,0.0005364515544807516,1.5479301817642772,1.1683221907802364,1.2435789457714943,6.186938083968968,5.499263048171997,17.29798856473771
6,nc,45,0.26743852706213117,5.779396474782763e-05,0.00044327501385321255,1.5452675654837627,1.139211113949098,1.2450564892583313,6.185491117112654,5.499263048171997,17.29798856473771
7,nc,45,0.2278080121255743,7.541196344550144e-05,0.0003522926815571274,1.569922655003496,1.1218928919610494,1.24425551993585,6.187588429426651,5.499263048171997,17.29798856473771
8,nc,45,0.18385980378745317,6.522430686853698e-05,0.00027192403620262173,1.536833974616643,1.1364640649217534,1.2414644240616421,6.183912982476612,5.499263048171997,17.29798856473771
9,nc,45,0.15146947596794735,3.005700835798065e-05,0.00019821266178368836,1.5696933693287625,1.1157076688240033,1.2377664379889464,6.1860385800338715,5.499263048171997,17.29798856473771
10,nc,45,0.10044220466408554,4.790067756439801e-05,0.00011141336106381788,1.58515594293536,1.1367912029255816,1.2387572216409815,6.1823430245322895,5.499263048171997,17.29798856473771
11,nc,45,0.0625327324465948,4.64942376812125e-05,2.6725040488360195e-05,1.5886316368998437,1.1316968306403323,1.2440285089750347,6.182646836836731,5.499263048171997,17.29798856473771
12,nc,45,0.0625327324465948,4.64942376812125e-05,2.6725040488360195e-05,1.5886316368998437,1.1316968306403323,1.2440285089750347,6.182646836836731,5.499263048171997,17.29798856473771
0,nc,44,0.7874074273368492,0.0009548965229112852,0.0005198463241286556,2.5409753670593025,1.1128988925844032,7.537626720272337,1.6437658300294138,7.444570779800415,26.511363879337868
1,nc,44,0.7233926048243303,0.0008903977829150685,0.0004640267565739033,2.515785550729401,1.125892804154691,7.535513294294824,1.647605182704055,7.444570779800415,26.511363879337868
2,nc,44,0.6511387084067712,0.0008399146335351375,0.0003814262459679216,2.4998398220827696,1.1214480488642835,7.534495022382573,1.6491891568071362,7.444570779800415,26.511363879337868
3,nc,44,0.5842153123379313,0.0007793206974749707,0.000317812365203944,2.4949916939943106,1.1532003843993923,7.535030823535808,1.6526837607065872,7.444570779800415,26.511363879337868
4,nc,44,0.5230318066719438,0.0006989939769990708,0.00028207126033274614,2.509637466423533,1.1920187482245406,7.533972868672615,1.654773977276245,7.444570779800415,26.511363879337868
5,nc,44,0.4594705805127783,0.0006626424387548191,0.0002039006837769727,2.5357960850497165,1.1905048331740302,7.532463909810448,1.6507074484416822,7.444570779800415,26.511363879337868
6,nc,44,0.3927688084118986,0.000634908668689575,0.00011404697222259773,2.535441093744012,1.1743267145517284,7.535446419300549,1.6504675590706706,7.444570779800415,26.511363879337868
7,nc,44,0.33239099603867966,0.0005916951714500852,4.730934525808065e-05,2.506162618903092,1.1513927603635596,7.5367775279067,1.6458650570906328,7.444570779800415,26.511363879337868
8,nc,44,0.2902241512789736,0.0005176334661144001,3.7087700674616844e-05,2.5510546059318964,1.1413681688801969,7.534867230927986,1.6414722500196492,7.444570779800415,26.511363879337868
9,nc,44,0.25432546294738295,0.000436835751293377,4.6777390985270035e-05,2.504064936593306,1.1090011711926342,7.534295379886489,1.6424182217748375,7.444570779800415,26.511363879337868
10,nc,44,0.21152345530745906,0.000354090690199355,4.438930459992156e-05,2.5078265266695863,1.15211576139282,7.5326823675625185,1.6456031135849354,7.444570779800415,26.511363879337868
11,nc,44,0.1665134449320853,0.0002762396494849892,2.1709108649384504e-05,2.5382920245319154,1.2008109790628634,7.533205866665607,1.644612920390102,7.444570779800415,26.511363879337868
12,nc,44,0.13153193056507037,0.0002067910665716501,2.402772850676806e-05,2.550735871650134,1.180959175303135,7.528058059789432,1.6401715429841286,7.444570779800415,26.511363879337868
13,nc,44,0.09279860541331861,0.00012764665850914227,2.5999809188882397e-05,2.510818915072635,1.1918502240862963,7.529637830890133,1.6359635416400813,7.444570779800415,26.511363879337868
14,nc,44,0.06356093962914548,5.2361041401533795e-05,3.018490158632968e-05,2.5313217538109067,1.1527334973545214,7.529370664620055,1.6311087106747142,7.444570779800415,26.511363879337868
15,nc,44,0.06336450984276014,4.8278762849058723e-05,3.115381561572905e-05,2.50266482410477,1.239642498386948,7.530991264263788,1.6274407850944166,7.444570779800415,26.511363879337868
0,nc,43,0.11449313730550635,9.96952538286482e-05,0.00010061471306131333,2.4929831246013077,2.4412731761693345,0.7699918731985862,7.433369231053436,2.0533881187438965,1.4201500222144796
1,nc,43,0.06711380990038862,5.345038058034352e-05,4.052990134660393e-05,2.494689042717014,2.4896811364326465,0.7743535027411924,7.433530634253241,2.0533881187438965,1.4201500222144796
2,nc,43,0.06487161179212202,3.5466051997619164e-05,2.114927230753466e-05,2.4437966437636995,2.504388584123205,0.7688143361248281,7.439384157273014,2.0533881187438965,1.4201500222144796
3,nc,43,0.06319867606508806,5.2039495065448415e-05,2.8408698060924287e-05,2.3945813762589583,2.5437758333626204,0.7617806960068692,7.4366420514517495,2.0533881187438965,1.4201500222144796
4,nc,43,0.06319867606508806,5.2039495065448415e-05,2.8408698060924287e-05,2.3945813762589583,2.5437758333626204,0.7617806960068692,7.4366420514517495,2.0533881187438965,1.4201500222144796
0,nc,42,0.35751440339869667,0.0003308026963421565,0.000322185833332741,1.7495315801755889,2.491161386845045,0.7647388446280455,0.08258731744451227,3.3309340476989746,5.159734734737795
1,nc,42,0.2886534992097639,0.0002499480769750459,0.0002768250904036335,1.739226947174468,2.5271488612686985,0.7647715226215278,0.08277554512877724,3.3309340476989746,5.159734734737795
2,nc,42,0.2193317183408156,0.000175953315319447,0.00022578389279857554,1.7657608769462785,2.559066778734748,0.7657234608226385,0.0817452545086403,3.3309340476989746,5.159734734737795
3,nc,42,0.15219623925967649,0.00012124401040985148,0.00015382095506162168,1.7914069610284888,2.5847772406617713,0.7635649090706165,0.08240512950216353,3.3309340476989746,5.159734734737795
4,nc,42,0.09816686150048541,7.737542128255013e-05,8.952083084873218e-05,1.776242044028601,2.557854942104122,0.7686850316811825,0.08049544237537185,3.3309340476989746,5.159734734737795
5,nc,42,0.06322761795831304,4.213463530250575e-05,2.971923934512703e-05,1.7045297236792796,2.5622481849177134,0.7688323162149077,0.0809165113893623,3.3309340476989746,5.159734734737795
6,nc,42,0.06322761795831304,4.213463530250575e-05,2.971923934512703e-05,1.7045297236792796,2.5622481849177134,0.7688323162149077,0.0809165113893623,3.3309340476989746,5.159734734737795
0,nc,41,0.9676432867505791,0.0009316447008974444,0.0008670978647854682,2.4225383235664935,1.6048936378558702,8.252755429706482,6.360718876888486,8.10790205001831,37.99282568267762
1,nc,41,0.9045106919349887,0.0008925153795291123,0.0007879950394812668,2.417094685614612,1.6455150927301831,8.250457316578848,6.360913068884953,8.10790205001831,37.99282568267762
2,nc,41,0.8488325328205567,0.0008270058747604641,0.0007474946414841084,2.4776949736172185,1.6469543852931061,8.248814112055927,6.3620254715438085,8.10790205001831,37.99282568267762
3,nc,41,0.7797161418989964,0.0007820259496075651,0.0006635658409872942,2.473606190012781,1.6630378558155656,8.250821590031217,6.363620369104366,8.10790205001831,37.99282568267762
4,nc,41,0.7159492733442715,0.0007543983719623922,0.0005739521146117751,2.4720337250537177,1.6757488011801691,8.251403889782654,6.360445233012178,8.10790205001831,37.99282568267762
5,nc,41,0.6511387764873542,0.0006876939762412879,0.000518648687083051,2.4643499700466864,1.630854399212987,8.250518310945468,6.3622866511840535,8.10790205001831,37.99282568267762
6,nc,41,0.5858255314633779,0.000612147798244687,0.00047077478067516837,2.4965903998793517,1.6327494916428777,8.247794653991996,6.360816968686974,8.10790205001831,37.99282568267762
7,nc,41,0.5334629363858723,0.0005408419657510348,0.0004424007982687764,2.499389128164891,1.584317085955129,8.243890224915802,6.362341461825587,8.10790205001831,37.99282568267762
8,nc,41,0.46791093595544014,0.0004586381822658857,0.0004007910611554465,2.4623281034757927,1.5828172390216433,8.244554073444982,6.363297124837778,8.10790205001831,37.99282568267762
9,nc,41,0.4006888130931847,0.0004041986205980192,0.00033111228473659796,2.4738423645263485,1.5525266391728514,8.242936751612318,6.366245905271112,8.10790205001831,37.99282568267762
10,nc,41,0.3338362055592041,0.0003546779223425319,0.00025822503691421306,2.4808588146376653,1.5196123158566366,8.240168686228976,6.364411926806154,8.10790205001831,37.99282568267762
11,nc,41,0.26857297669701985,0.00029430191675892367,0.00019838151084821407,2.4882165322472583,1.4894069049040424,8.23774832200158,6.367906452781438,8.10790205001831,37.99282568267762
12,nc,41,0.20365719164226942,0.00027104493901898373,0.00010616465687293735,2.468506973419018,1.5065534045975377,8.236123283464085,6.367612843457184,8.10790205001831,37.99282568267762
13,nc,41,0.14931374493615748,0.0002385489179163948,3.4641649799134025e-05,2.477401543481591,1.5237836357599448,8.23214950009144,6.363284589305865,8.10790205001831,37.99282568267762
14,nc,41,0.1086848413999078,0.00016017027786818027,2.7999125148570784e-05,2.5257272836789166,1.54976679421097,8.230492850423683,6.360987384157035,8.10790205001831,37.99282568267762
15,nc,41,0.06744086594337967,6.438584635639267e-05,3.439422103404098e-05,2.5150985164090502,1.5376723354706008,8.229180923916159,6.3591083320381045,8.10790205001831,37.99282568267762
16,nc,41,0.06346802239883528,4.766451952423405e-05,3.166836415050856e-05,2.5623083862343696,1.5310257796897186,8.221380371698926,6.355427086418517,8.10790205001831,37.99282568267762
17,nc,41,0.06346802239883528,4.766451952423405e-05,3.166836415050856e-05,2.5623083862343696,1.5310257796897186,8.221380371698926,6.355427086418517,8.10790205001831,37.99282568267762
0,nc,40,0.6169331411531271,0.0004314094778697912,0.0007254422792581147,1.3496820695966307,3.648320962467517,1.6559546702774013,8.300160367960256,5.953117847442627,17.420082184352324
1,nc,40,0.5474284700443101,0.00035900602641507644,0.0006701239881062623,1.362903935860783,3.610186697213575,1.6554858132233587,8.300843041043114,5.953117847442627,17.420082184352324
2,nc,40,0.4785996953601036,0.0002697016664701271,0.000636479531304908,1.357578781303069,3.5950007555567494,1.6579451498370017,8.301381353855298,5.953117847442627,17.420082184352324
3,nc,40,0.423421276687759,0.00018993505402432908,0.0006192990979246603,1.396118582308493,3.6374486776690382,1.6574584095990614,8.3008220123793,5.953117847442627,17.420082184352324
4,nc,40,0.35716420810208044,0.0001404304902331618,0.000543792387823887,1.3911050194010774,3.6287297001634666,1.6534044954889562,8.29980487644628,5.953117847442627,17.420082184352324
5,nc,40,0.29588605935100243,7.401015909935449e-05,0.000489634231368687,1.3530073515370271,3.605101823621521,1.652338608231059,8.302111200990298,5.953117847442627,17.420082184352324
6,nc,40,0.2590664895259005,4.521920246151708e-05,0.00042877515317221395,1.3713988170501354,3.5557187187766086,1.6521308861580686,8.307293865867704,5.953117847442627,17.420082184352324
7,nc,40,0.22192250433512828,4.1853523139400133e-05,0.00035344915315565606,1.3322844921504575,3.512726531080379,1.6509755232711012,8.304460279855453,5.953117847442627,17.420082184352324
8,nc,40,0.18419128592298123,5.1952692494736386e-05,0.0002787155452845945,1.2743377411004237,3.5009587694841375,1.6486284206669874,8.30609030868723,5.953117847442627,17.420082184352324
9,nc,40,0.1476672531890842,6.645296378416805e-05,0.0001986373248559262,1.2648788239806368,3.4821610817077433,1.6453080459859362,8.310370387850558,5.953117847442627,17.420082184352324
10,nc,40,0.10160302995117494,3.8497930459889097e-05,0.00011049858809787323,1.2452159149256592,3.4686287689563184,1.643950277943235,8.313008516558275,5.953117847442627,17.420082184352324
11,nc,40,0.0648233905937734,4.637660338827729e-05,1.8659975094040396e-05,1.2524983828966774,3.446596842150085,1.6408737316673698,8.312576754620148,5.953117847442627,17.420082184352324
12,nc,40,0.06251746882040168,4.530265417851003e-05,2.6596293404985685e-05,1.1946873429115745,3.493755463579181,1.639613568878596,8.319065983033518,5.953117847442627,17.420082184352324
13,nc,40,0.06251746882040168,4.530265417851003e-05,2.6596293404985685e-05,1.1946873429115745,3.493755463579181,1.639613568878596,8.319065983033518,5.953117847442627,17.420082184352324
0,nc,39,0.5875144779223498,0.0008219799797642259,0.0002858943516168173,1.9681298266949483,1.7347541852825825,6.543083617549841,3.1312819286779012,6.477843999862671,16.427871501842304
1,nc,39,0.5166452050195417,0.0007452022420212899,0.00023040112047357532,1.9739476523485213,1.7075607323267246,6.541562904766328,3.131741195140512,6.477843999862671,16.427871501842304
2,nc,39,0.4574870247371532,0.0007216730207208947,0.0001494961528509993,1.981093714681713,1.7511429905349536,6.54119669517559,3.1348020309334834,6.477843999862671,16.427871501842304
3,nc,39,0.38483954836009915,0.0006835565467369356,5.8782590088246286e-05,1.9784461297926177,1.736851951714457,6.541102844250387,3.1337721782935963,6.477843999862671,16.427871501842304
4,nc,39,0.32586706041716945,0.0005892978821918137,3.644431633149247e-05,1.9652750898535,1.7490038956037666,6.542540348920416,3.1347130166576966,6.477843999862671,16.427871501842304
5,nc,39,0.28338624024955633,0.0005095168401236521,2.9577227991015378e-05,1.9604975286370014,1.6941524159172683,6.544818718466302,3.1341029205135973,6.477843999862671,16.427871501842304
6,nc,39,0.23894130960918777,0.00042210920656932777,2.5926875938650425e-05,1.9354140122393593,1.7003036854293723,6.548897706470048,3.134499724008727,6.477843999862671,16.427871501842304
7,nc,39,0.21320336086213232,0.0003475815454855241,5.406123454760188e-05,1.9708898650280229,1.7121917647298215,6.54432423018046,3.1357746926411325,6.477843999862671,16.427871501842304
8,nc,39,0.1682686701494145,0.00027545791737532653,1.8537121260228755e-05,1.988586682038979,1.7314077033390145,6.540543276577349,3.1395485885055257,6.477843999862671,16.427871501842304
9,nc,39,0.13815869979076806,0.0002191042644076799,2.1651655615906535e-05,2.026431592059954,1.668195064147051,6.537194808343341,3.1379198879393555,6.477843999862671,16.427871501842304
10,nc,39,0.10527860473729664,0.00015152031357026062,3.197139121814818e-05,2.0378788969866837,1.6561945921903691,6.540804753626005,3.131798049951746,6.477843999862671,16.427871501842304
11,nc,39,0.06523276524237455,5.263411157934873e-05,3.590850595119594e-05,2.025630727471093,1.658156850420441,6.540212529384345,3.131384805298952,6.477843999862671,16.427871501842304
12,nc,39,0.0630057148217284,4.316843969259834e-05,2.1798820728309462e-05,2.0014242085749645,1.5644830238001008,6.541865486944403,3.1322642916168792,6.477843999862671,16.427871501842304
13,nc,39,0.0630057148217284,4.316843969259834e-05,2.1798820728309462e-05,2.0014242085749645,1.5644830238001008,6.541865486944403,3.1322642916168792,6.477843999862671,16.427871501842304
