,k1,k2,theta1,theta2,loss
0,0.0006101486936071121,0.00035437491902779236,8.300169232382709,2.3498166505290907,0.40334703377219344
1,0.0002567274767478365,0.000847514155560484,3.3558748484103123,7.440661076885766,0.19759174669392818
2,0.00036017654005345213,0.0005064060364716435,9.332889367550697,1.6880997290158153,0.29724455008124356
3,0.00042630517082830363,0.0006697625401476229,5.573439724517948,0.47718620302381853,0.4309511520861576
4,0.0003287562765765948,0.0005153800250730264,7.075522408160784,0.9399329577856484,0.30869611714442513
5,0.00038697801100158024,0.0007315014203355284,3.3988770156553088,7.392743113691917,0.2723421041523044
6,0.00020771661134279625,0.0009121128556128866,3.3298243584141147,7.4695132287032235,0.16946709994470194
7,1e-07,0.001,3.3416377401580295,7.558564714243554,0.4959108419528606
8,0.0002641861386665925,0.0008954754647615405,3.3229673070182617,7.448640784744212,0.20273274535030866
9,1e-07,1e-07,3.349435918324581,7.467183800997581,0.4975982837189304
10,0.00021030703097209413,0.0007306567811638643,3.555056139842819,7.418456215947739,0.16818509245354724
11,4.7014065790318276e-05,0.00036334933860027527,3.1069558172505642,7.76431275419455,0.07423923253417478
12,0.00022491630314882703,0.0009506542246360333,2.9361574639883927,7.830899567000771,0.1790957912161719
13,0.00015148929202958724,0.00043168339808780744,2.9110329506308488,7.553912904913257,0.12684421453569517
14,0.0009573549098034836,0.0005145844162153936,2.8011972051452463,7.8957240957530646,0.5664279866684345
15,0.00091086656330227,0.0008470717129508016,3.1969391739823587,8.104031935244867,0.5661317443925278
16,0.0008930725082292206,0.0008261155760041497,4.11500589656425,1.9156329214927352,0.6074560236138814
17,0.000640594583936859,0.0006020043803924277,8.83171234610023,3.935307960350389,0.4290812380994057
18,0.0007560647756751423,0.0005707834889098817,2.4677241465719644,1.5519050093186286,0.5218831914960426
19,0.00017959119788000304,0.0008621852780990827,3.2261774657819005,7.465970473411607,0.15201266030002325
20,0.00018199338899207974,0.0008916329169243025,3.1628801609662003,7.482149152867596,0.15384334362187227
21,0.00015954651430609312,0.0008157603000442928,3.083973559616247,7.530806779636749,0.1392060253815374
22,8.552200061953222e-05,0.0006229959900373888,3.0484139767671112,7.653832874366671,0.09368012510250856
23,4.308842020193332e-05,0.000643982195960943,3.044968687211733,7.671458767897789,0.08002526739569538
24,1e-07,0.0006780333895941112,3.043843873137595,7.692894931102003,0.4957526538900178
25,0.00015890070518344792,0.0007296358750690179,3.057655384117733,7.5543836063716014,0.13731235891394875
26,0.00018136883839773871,0.0007311882305478484,3.0519922733259794,7.5473418086212165,0.1506477212186851
27,0.00019905410415092012,0.0007344662305705139,3.048671895672646,7.5411922482231875,0.16121049419823058
28,0.00021357293110756755,0.0007379396249346009,3.0464307645685227,7.536400826638936,0.16989847068386477
29,0.00022602420266975402,0.0007421178107795562,3.0449662384274365,7.532562406298478,0.1773662921108998
30,0.00023773827224862374,0.0007475351801461349,3.0443840195739487,7.529476634484655,0.18441093465913
31,0.0004800772558353055,0.001,3.3096492851791646,7.475956072838851,0.3301449216275951
32,6.970365603536486e-05,0.0003146120830620129,3.1175068624265014,7.775201785831275,0.07911973981808705
33,4.1878781418590134e-05,0.0006115099728423628,3.0387790485369517,7.6626719693163965,0.0795926085329114
34,0.00017904417088507955,0.0008797904952190325,3.194940812292867,7.473837825976874,0.15193804995453492
35,1.00694747779216e-05,0.00022760558804344928,3.1228081564947003,7.7585171724237965,0.1597329377708932
36,0.0001567780045086401,0.0004853796533602566,2.936206125919352,7.552589392633297,0.13122669979415208
37,0.0002165209296945877,0.0008297600402465252,2.969646999072801,7.843098379021103,0.1722665263766306
38,9.64635971378999e-05,0.0003272562616838367,3.1004026070734843,7.78018038012285,0.09237696399729028
39,0.0001666288963416077,0.0008293961935081662,3.1169773904770484,7.513469288940001,0.1436642741673263
40,0.0008144046093854786,0.0002065656584352508,2.9215055773126957,7.528895470516952,0.4636680514972146
41,1e-07,0.0006373254134415471,2.923592651912543,7.570937372621262,0.4957423869682949
42,0.0002597301927303031,0.0007467371332096985,3.5513519560668683,7.393190508570336,0.1978216203520678
43,0.0007366543885919453,0.0006371045748345364,2.946876258392404,7.856098001839735,0.4637738518431411
44,1e-07,0.001,2.962594067379595,7.820146557108077,0.4958837433431779
45,0.00044728919228488064,0.0005957146524969821,3.573592904497963,7.407007013594415,0.3062736609147517
46,1e-07,0.0003756780514173799,2.8961367087088106,7.552299475625395,0.4955822023895517
47,6.301162690910596e-05,0.0006386022896718533,3.047621346010941,7.664017894815481,0.08389577374737911
48,7.069031033324517e-05,0.001,2.9197712685029407,7.8243494569845895,0.09191074523564874
49,3.991854495702446e-05,0.0008556363542924248,3.536948813609952,7.4121987382161585,0.08425519540855475
