,k1,k2,theta1,theta2,loss
0,0.0004767325794078306,0.000788059732932094,0.551442893530218,6.732849836690208,0.5988713325224687
1,2.6028729471026568e-05,9.732448543140172e-05,7.243792295678685,9.677289197646902,0.11064998528051659
2,0.0006770034065994863,0.0008454352614275987,0.07125088707008394,0.6824873535069971,0.4825585826531164
3,0.000633254347285212,0.0006804527003077909,2.3515346430315724,8.555615706495265,0.66216399663386
4,0.0007977623512197494,0.0006277996292357954,7.1392756943677735,4.858779284869257,0.7332355166940473
5,9.029709167529221e-05,5.9078909235319365e-05,7.759472113485196,10.0,0.08298227760529345
6,1e-07,0.001,9.627809470116539,10.0,0.9945175646065314
7,0.001,1e-07,7.419157540156074,10.0,0.4954307564599091
8,1e-07,0.00010494183369899041,7.521379578073157,9.748260386061387,0.5469902888192034
9,1e-07,6.728555874208461e-05,7.48966257830154,9.845236063884432,0.5281632883704865
10,1.9503497923479137e-06,0.00010327752579862771,7.136289940829992,9.628387606066388,0.45077508591591114
11,0.00016559544304287703,6.933420408508848e-05,7.818552393424516,10.0,0.11333382044718586
12,0.001,0.001,7.269580634497502,9.74658867906644,1.0329983273575518
13,1e-07,1e-07,7.236132482259157,9.660100783499558,0.49797429486347633
14,0.00018640906681769405,0.000563341879968601,7.331681599235916,9.363691917266085,0.38907177643580815
15,0.00010597618416884973,6.121449393506734e-05,7.77177459234633,10.0,0.08813248709162055
16,0.00014203929486878087,6.605483266790566e-05,7.8000163568883645,10.0,0.10260184520145463
17,0.0003315624191203013,0.0007524275624903361,7.374959980105374,9.393609024064304,0.5627990384004311
18,0.00017803506415946794,7.251215072187628e-05,7.766273903663822,9.984466934375074,0.12023337234365206
19,1.2374031909296103e-06,0.0001825935243875577,8.037354788121835,9.921658869924899,0.5257947655919046
20,0.001,1e-07,7.8063556374549785,9.981711159777362,0.49544697001591925
21,1e-07,4.974618790781773e-05,7.249406125573497,9.687527113496055,0.5193947272721051
22,0.0008333811461569233,0.0009152239596955151,7.364793338062986,9.05817044510971,0.9045524895541527
23,1e-07,0.00010300787992566087,7.771297901467782,10.0,0.5460233518897369
24,1e-07,1e-07,7.2303106369859345,9.635763408692663,0.49797481578490216
25,1e-07,5.841445583726424e-05,7.778218047876982,10.0,0.5237282159177891
26,1e-07,6.863457693491425e-05,7.780625766970476,9.999202921987637,0.5288377323522052
27,7.238622265420037e-05,6.687022288474243e-05,7.781446617149059,9.997885891635402,0.08325577196204262
28,5.528246433734699e-06,6.937710567758495e-05,7.780944246857746,9.999025396635211,0.2845174050988427
29,1e-07,7.024675949014499e-05,7.780657872258834,9.999465694348912,0.5296437512501442
30,5.680135268648665e-05,6.750956945009707e-05,7.78143127439396,9.998154841359655,0.08206672545734259
31,1e-07,6.971367391138658e-05,7.780822863351333,9.999532715906323,0.5293772353309256
32,6.766903023062541e-05,6.715222809698945e-05,7.781545714647059,9.998247769635531,0.08268566725012533
33,2.2907053908129547e-05,6.836509861042275e-05,7.780994919860135,9.999915823496218,0.105972938058643
34,1e-07,6.965504020411172e-05,7.779824515302941,10.0,0.5293479190992085
35,2.924260484913635e-05,6.700263083781556e-05,7.7816742703077715,10.0,0.0940596676486557
36,1e-07,6.554714546864981e-05,7.781216551600962,10.0,0.5272941647008508
37,3.8018425633048556e-05,6.617098829721323e-05,7.782031171382678,10.0,0.08590691605416151
38,1e-07,6.163725833828061e-05,7.782172622644807,10.0,0.5253394255484515
39,0.0006581926034219369,0.00031484283951061247,4.606718607785166,2.3234409094662984,0.4847862375947446
40,6.309194064144075e-05,6.813920822419213e-05,7.782186227723256,10.0,0.08261829168717015
41,2.7069069047361373e-05,6.605525556083923e-05,7.782640174647271,10.0,0.09698108399958925
42,1e-07,5.806715312859764e-05,7.783555813073445,10.0,0.5235545858267874
