,circuits,k1,k2,theta1,theta2,loss,Circuit
170,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0002568403700269582,0.0007600928918088268,1.0608941571748172,Dual Control
171,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0002583720599391903,0.00046215025363109745,0.7650642010190806,Dual Control
172,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0004924621462292718,0.0009134434043238728,1.4786496052723657,No Control
173,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00017664571733938788,0.0002155497207103988,0.42565058105126297,Downstream Activation
174,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0003466090596286722,0.00019204081906730767,0.5782391616985529,Dual Control
175,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.000149277783594383,0.0001936652455400181,0.3716685342390773,Dual Control
176,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0007532234183108624,0.0001245803437271388,0.9110446563681888,Dual Control
177,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00034701758357667345,0.00022173321457765675,0.612188344697856,Downstream Activation
178,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.00028268964451811106,0.00021355369631522838,0.5374287402897517,Upstream Repression
179,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0006229041118071589,4.5561143645778926e-05,0.6861589605495603,Downstream Activation
180,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0002049950154299912,0.0004661036558453368,0.7077130755880299,Dual Control
181,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,0.00019708647879539828,0.6861552135422879,Dual Control
182,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00019428603366365384,0.0008491361171054196,1.0782107573082098,Dual Control
183,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,3.538064457063916e-05,0.00022512599332587434,0.2749333989681727,Downstream Activation
184,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0008634532114855359,0.0007815863980307454,1.7480264378848303,Dual Control
185,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00020289268212300438,0.00030352133137268614,0.543222275936665,Dual Control
186,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,0.001,1.4890678764940246,Dual Control
187,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00017542538154027008,0.00034391175375856416,0.5515162563045038,Dual Control
188,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0002021977477599662,0.000977314463693397,1.21548073558925,Downstream Activation
189,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0009688521911756279,0.0004138813473334292,1.4541183580283448,No Control
190,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0007178655773982878,0.00023918369425802126,1.0067508768501041,Downstream Activation
191,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.493004835339439,Dual Control
192,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.4930048353394223,Dual Control
193,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0003728123603294393,0.0007227777850770604,1.1547727831750816,Downstream Activation
194,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0008405149707790506,0.0005817551181468535,1.5088736425410119,Upstream Repression
195,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00011131957282545215,0.00019779984772860505,0.3308880843814728,Downstream Activation
196,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0009699625123171047,0.000897508486947154,1.9799041024113828,Downstream Activation
197,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0002276708598107881,0.0007660056471583397,1.033468319531881,Downstream Activation
198,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0001883647731187237,0.0009948570064532904,1.217080813732438,No Control
199,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0004937495239605995,0.0001159517715972636,0.6398725024274089,Upstream Repression
200,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00021294667626595973,0.0007624681529560469,1.013039044004035,Downstream Activation
201,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1.5874154859469648e-06,2.684514832045658e-07,0.4729429792620502,Dual Control
202,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0005788391149130037,0.0005050240693214276,1.1607330353192764,Dual Control
203,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0006145541707464073,0.0007514030467035237,1.4529985122817084,Dual Control
204,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0002038040173191151,0.0007732837617259645,1.0133383698370488,No Control
205,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00028335849360734607,0.0004675671124969084,0.7990142663177099,Dual Control
206,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.001,1e-07,1.4890412541040314,Dual Control
207,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0006075122765319186,0.0007088717854540153,1.4031741607101695,Downstream Activation
208,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.00011496402049154788,0.0004680796106030358,0.605109944044287,No Control
209,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0005231455349592157,0.00016307165123174747,0.723931025257218,Dual Control
210,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0007034178707712191,0.0007022695529331896,1.4998044880725878,Downstream Activation
211,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.4930048353394223,Dual Control
