,circuits,k1,k2,theta1,theta2,loss,Circuit,pc1,pc2,tsne1,tsne2
55,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,1e-07,1e-07,0.4930048353394046,Invalid Circuit,-2.4996871214788148,-0.3827324706341276,-12.157034,11.7072115
56,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,1e-07,1e-07,0.4930048353394046,Invalid Circuit,-2.4996871214788148,-0.3827324706341276,-12.445161,13.345565
57,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control,-1.0254248986872507,-1.560628220922676,-6.035885,0.7247894
58,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,1e-07,1e-07,0.4930048353394046,Invalid Circuit,-2.4996871214788148,-0.3827324706341276,-12.157034,11.7072115
59,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control,-1.0254248986872507,-1.560628220922676,-6.0474052,0.6668752
60,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,1e-07,1e-07,0.4930048353394046,Invalid Circuit,-2.4996871214788148,-0.3827324706341276,-12.944117,11.461387
61,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,1e-07,1e-07,0.4930048353394046,Invalid Circuit,-2.4996871214788148,-0.3827324706341276,-11.717891,12.810675
62,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,1e-07,1e-07,0.49300483533942274,Invalid Circuit,-1.1488558706076937,-1.5382052381435232,-4.2430134,6.606391
63,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0008364105761504309,0.0003128101167796274,1.2087142276451996,Downstream Activation,1.8636686194587049,-0.6083634505013227,8.815431,-5.3365607
64,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0002689915304429821,0.0006159441901918374,0.9306984519031064,No Control,0.29451274970072255,-0.12847053198803393,7.4362597,1.903801
65,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0002838697015955373,0.00015950660519125476,0.4774478170102341,Invalid Circuit,-1.8545896203125927,0.40362385320778754,-8.214567,11.712604
66,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0006512364308435346,0.0001322024816819115,0.8173802950932554,Invalid Circuit,0.7122395480093848,-0.6681815457318923,11.613476,0.5100448
67,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0006348505537531164,0.0008455976846491044,1.5687423551052522,Downstream Activation,2.3904211081723092,-0.2120130745547398,4.4334183,-13.6107025
68,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0004614835760504124,0.0007886616834669713,1.3197016505722585,Dual Control,1.3208491615806324,-0.043689787194083306,3.2733953,-10.905786
69,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0009419063257550637,0.0008019407291168192,1.8492902238128248,Invalid Circuit,1.4080734034212916,1.4748535259339914,3.3336515,3.9036186
70,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.00030611518074599053,0.0006617970157367885,1.0186601979312184,Invalid Circuit,0.29359049856079,0.03377760518087463,-6.531064,-4.263212
71,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.00031610521109216427,0.00015827130453031126,0.508846053093931,Invalid Circuit,-1.810800767380878,0.4643596306338284,-7.7114053,12.1369505
72,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00010895288019804906,0.0007601216506183702,0.8900917425416356,Downstream Activation,1.5149893117927413,-1.3590047885823118,1.9661756,-14.658952
73,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0005047302151675748,0.0007769558949503086,1.3561819975820237,Dual Control,1.3642748158472608,0.022939266332343285,3.5947254,-10.663262
74,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00023234095764013097,0.00031972252714670653,0.5934946783994496,Dual Control,0.2812117925661804,-1.1815584619671944,-0.13168195,-7.5804057
75,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0003714558206770912,8.819987894994816e-05,0.4840218403041264,Dual Control,0.12531680476325366,-1.253790254262128,0.64798146,-5.8535595
76,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.00018465413067474535,0.00037892804954831754,0.5971650860565831,Invalid Circuit,-0.3097832350576942,-0.6200689773856566,-4.548962,-3.4008274
77,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0005753228630385058,7.293042530002716e-05,0.6713047895993801,Invalid Circuit,-1.5736503112448956,0.8412961854550766,-5.004975,11.936032
78,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00016892906918831034,0.0009120314189575689,1.1117934419506683,Dual Control,1.0944477293616963,-0.4291137269044605,0.95594084,-11.947868
79,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.00046725926346393614,0.0005659859889734371,1.1050485001790147,Invalid Circuit,1.1129547403703677,-0.3840482777596879,9.046151,-0.7283658
80,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,4.579458579742896e-05,1.7588596086833615e-05,0.07803670221747437,Invalid Circuit,-2.408281124509558,-0.2681992663566373,-11.210826,11.519404
81,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0003280604663813149,0.00018159936140293694,0.5475455850260326,Invalid Circuit,-0.40746317528955994,-0.6334287098394977,-0.70617807,-2.0821521
82,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.00014011056243426733,0.00010709633814165578,0.2703901130669702,Upstream Repression,-1.4010497395778845,-0.5417969494698648,-5.178475,2.6627169
83,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,1e-07,1e-07,0.4930048353394055,Invalid Circuit,-2.4996871214788148,-0.3827324706341276,-12.179949,12.4777775
84,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0008719237231490848,0.000387462334873143,1.327391439462085,Invalid Circuit,-0.6738571943009033,1.8818510188622202,-2.1148384,10.888837
85,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0002918089321789219,0.0006631190948894921,1.0037615306551688,No Control,0.3987676697874941,-0.01445630788530841,7.486031,2.030879
86,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,5.525932997245858e-05,0.0005383958232924905,0.6070865138896517,Invalid Circuit,-0.24997698510177582,-0.6354796258399092,-5.8939424,-3.3913832
87,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,7.595397297345671e-05,0.0008684330524331063,0.960157297548811,Dual Control,0.8962442387896146,-0.674001312417007,0.5441923,-11.938827
88,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.001,0.001,2.1188220618216205,Invalid Circuit,0.4415275726182688,3.0358311571471974,2.2022722,8.317617
89,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00039807156229144225,0.0001456001361556845,0.5774886386183443,Dual Control,0.25054369525359677,-1.1172898711571426,0.9271224,-6.353891
90,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0004370428374409508,4.343665931985758e-05,0.49703609172097146,Dual Control,0.14999309778695538,-1.1926670134546893,1.4229618,-5.187492
91,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,3.434375802376677e-05,0.0009584300178440904,1.007436941337237,Upstream Repression,-0.25289437932949593,0.5113202894315083,-9.8137665,-2.169204
92,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00045644784927073275,0.0003441669623872681,0.8599837752331692,Dual Control,0.636003388069655,-0.7104862856123485,1.9422451,-7.6807795
93,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.00032505316569951873,0.0007297495747832789,1.1079490657141435,Invalid Circuit,-0.9268030951632069,1.3264477230084226,-7.911978,6.740131
94,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.00019380164713941363,7.160262003354607e-07,0.6182210675633635,Invalid Circuit,-2.2243052700752295,-0.005891500233679758,-9.837669,13.260036
95,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0002866686655994528,9.563947338665706e-05,0.4068622140488706,Invalid Circuit,-1.9480007237365726,0.3146517414115592,-8.278196,12.719215
96,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0003653106202314068,0.0002724608627951857,0.6876666909656625,Invalid Circuit,-1.5669827662512654,0.7286436360892703,-6.994287,11.259301
97,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0009740137772254356,0.00010941475029114418,1.1148799315139815,Dual Control,1.011385776877692,-0.05300523007268167,5.0099964,-5.6520457
98,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0008411420218322139,0.0004914050011693581,1.4108119219822641,Dual Control,1.4055407300486429,0.25375446543620667,5.322858,-7.692124
99,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0007749880853372462,0.0005032903819208413,1.3571575185461422,Invalid Circuit,-0.6345982766441309,1.8649307314000345,-1.6507739,10.526959
100,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0004280063340177973,0.0004361599386862832,0.9310877014225747,Upstream Repression,-0.49143412805907494,0.5033431112873372,-2.0426028,3.119666
101,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0004471430192587449,0.0002065725896817273,0.6966420246687796,Invalid Circuit,-0.20066714060149904,-0.36540302141442466,0.266004,-1.9327276
102,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0004729074615577025,0.00044816588435801004,0.9907466596155987,Dual Control,0.8178886786921982,-0.5248174881380938,2.205346,-8.594066
103,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0008043310876576208,0.0005792386732732062,1.469651873383563,Invalid Circuit,0.8736036998272703,0.8786678363599678,2.7615998,1.757908
104,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0004039295208817668,0.0005835357737832169,1.0510015640631107,Invalid Circuit,-1.0379774430243864,1.2634048378308922,-7.384857,8.097753
105,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0007242567247630339,0.0009758223098161558,1.796601236635255,Invalid Circuit,1.3648138692743832,1.3094661397706095,3.8928137,3.4397302
106,"[(1, 0, 0), (1, 0, 0)]",0.0,0.0,0.0006743229612851954,0.0009303417348453634,1.6964543522175788,Invalid Circuit,1.1012919657056506,1.1677527178899683,6.9064293,-11.695772
107,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0009162574105196021,0.00012540848650908058,1.075731542912278,Invalid Circuit,1.0773709906892925,-0.16387914789585772,12.421122,-0.2630386
108,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,1.755184244129965e-05,0.00025278255414479066,0.30073223904445023,Invalid Circuit,-0.738870202931826,-1.1308362341092006,-3.8676064,-2.4846494
109,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,0.0005566465783529741,1.921131029243093e-05,0.5892000261749184,Invalid Circuit,-1.0683156351475416,0.15912079804120732,-4.545595,-6.4105663
110,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,5.293841016695372e-05,7.497183332712386e-05,0.1417279314181243,Dual Control,-0.34613722085197124,-1.8915122192616172,-1.6503628,-5.457334
111,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0004918904169526153,7.531196730704562e-05,0.5902357874744133,Dual Control,0.27630243786805025,-1.0391044451910574,1.9235554,-5.6976833
112,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.00013476475145178854,0.00022325521691128185,0.38378709443538045,Invalid Circuit,-1.9686501628914987,0.20847446629327882,-9.430126,11.135852
113,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0008013379903026643,0.0007765036431621585,1.6792542118651048,Downstream Activation,2.5209596511333894,0.008970457314482013,8.119734,-7.6356144
114,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.00013748002458466662,0.000902457503425714,1.0656833856556138,Invalid Circuit,0.4215924590398939,0.0622242523965175,-7.972115,-3.7428439
115,"[(1, 0, 0), (1, 0, 0)]",0.0,0.0,0.0007851770003905437,0.00011644700958302626,0.933626761988302,Invalid Circuit,0.01742668297171058,0.17984847066717247,3.7077522,-4.026863
116,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0006113167412548796,0.00018402336327967152,0.8368126166360135,Dual Control,0.6112592194787334,-0.6466352391172583,2.8832402,-6.2205462
117,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0007483232447236056,0.000520160462268268,1.3487139770000394,Invalid Circuit,1.4413059254434337,0.0936960187049001,10.504632,-1.7809395
118,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0003775284622567697,0.00045097350509872263,0.8900008925281707,Upstream Repression,-0.5403668627685766,0.42727361235659644,-2.0140474,2.9894485
119,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0006709310941662635,0.0005278090132175071,1.27890357687784,Invalid Circuit,1.3433158544539399,-0.045198774502735656,10.121177,-1.470356
120,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1.1957501498662552e-07,3.4247276159160494e-05,0.521197682459074,Dual Control,-0.48306442092297025,-2.0542178477899835,-1.985156,-5.1359754
121,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,7.025077641723259e-05,0.0003079230159640181,0.39321701621837124,Invalid Circuit,-1.9309645313907784,0.20841811791613846,-9.471053,10.480472
122,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0006996264372714314,0.000596010644067535,1.3820855039742375,Downstream Activation,2.101657938334408,-0.4552213640077749,8.578809,-6.675901
123,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,0.0007615806550030419,0.000836163124879743,1.6992278135817385,Invalid Circuit,0.46762929635213524,1.7644160272226028,1.1848878,10.299544
124,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0007381060769844146,0.0009179172977871302,1.754479501856263,Dual Control,1.9098497527831415,0.6842282199904386,5.2773657,-10.572338
125,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0006680194333889187,0.00015923947730148277,0.8655247778087206,Dual Control,0.6538099566637866,-0.5732222744613608,3.3579273,-5.784916
126,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,9.424199249120643e-07,7.802627206108703e-06,0.4102819025339103,Invalid Circuit,-2.4867495337258947,-0.36971200239408,-12.891178,12.003555
127,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0009069156490369967,0.00035419546347172575,1.3257353750759215,Invalid Circuit,-0.6750007713388112,1.9005893739231248,-2.3541272,10.564884
128,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00041209164633741535,0.0004164820220319708,0.8934724051173183,Dual Control,0.6834152466453489,-0.6896800483241896,1.5471452,-8.451179
129,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.00045740015449988837,0.0003653606415321682,0.8843755295473894,Invalid Circuit,0.7930971369189257,-0.6997339387743255,9.82353,0.14708143
130,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0008545232898571697,0.0007799262243940554,1.7371801982135717,Invalid Circuit,-0.10012990694629505,2.428195479072346,1.0546315,8.919686
131,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0007040475429285783,0.0004105885600941237,1.1837779802430943,Invalid Circuit,1.2115129246174887,-0.15419503706091547,10.941358,-0.8513572
132,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.000284789329776088,0.0006047848958387388,0.9375283938115798,Dual Control,0.7901504157815177,-0.6584074882998053,1.1332958,-10.160184
133,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00030938129043113716,0.0007106537585305301,1.0711581365189242,Downstream Activation,1.7235400418752054,-1.0431395206637497,2.7981844,-15.094112
134,"[(1, 0, 0), (1, 0, 0)]",0.0,0.0,0.0001625852393805118,0.0003970061433016215,0.5895981551389314,Invalid Circuit,-0.4369188504547668,-0.6137547756096638,-2.9046347,-9.210061
135,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0003295591381392443,0.00045570729435614213,0.839910492836822,Upstream Repression,-0.6011138150540173,0.3411733543577288,-2.0608542,2.7863593
136,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0005956309411907829,0.0009317135782303524,1.6110336022098704,Dual Control,1.7290213565668011,0.4281094787517922,4.736836,-11.123684
137,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00010496230947242573,0.000575238202422667,0.7005750022576581,Downstream Activation,1.2274477545590448,-1.6400323090246158,1.449589,-15.352096
138,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,5.5913811765676236e-05,0.0005181482863786706,0.5875407154449626,Invalid Circuit,0.45721045750825356,-1.2530858999284067,7.158495,-0.20304655
139,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0005620812671158476,2.4774275179524563e-05,0.6005322151349448,Dual Control,0.29869738047986716,-0.9775816726072035,2.325728,-5.064952
