,circuits,k1,k2,theta1,theta2,loss,Circuit,pc1,pc2,tsne1,tsne2
140,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0004237353050784604,3.0582292571109564e-05,0.4684858526101337,Dual Control,0.111539804947538,-1.2374943692226958,1.1006442,-5.247305
141,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.00017409903231791263,0.0003662603385978443,0.5722759572105194,Invalid Circuit,-0.3440522026307184,-0.6592785885194933,-4.350118,-3.374506
142,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0002803478517718767,0.0006245935269750874,0.952261532690065,Dual Control,0.8140593590905507,-0.6377475411554625,1.1746469,-10.39279
143,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0007764179256971461,0.00010419805883067488,0.9104228404147945,Downstream Activation,1.4606030753849946,-1.0331522371988557,8.861156,-4.932565
144,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,0.0009190571131371821,0.0005124304554085104,1.5123023800866977,Invalid Circuit,0.19715907301288227,1.591520991447652,-0.15075752,10.70271
145,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0002934553461196688,0.000731008375250039,1.073454455506052,Invalid Circuit,-0.9696526192645275,1.2669842911130962,-7.4932513,7.6006126
146,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.00010521280670411197,0.00015875712789857404,0.2849164998697558,Upstream Repression,-1.3717279501082622,-0.5331638430339751,-5.3027596,2.4875586
147,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00023495486067391422,0.000831933043827533,1.1077134715539183,Dual Control,1.0658709839289673,-0.41936906357778997,1.2535752,-11.549769
148,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0009501621257055006,0.0008371605949280411,1.8954066655157198,Invalid Circuit,0.1226381593865437,2.698408629312389,1.5587767,8.654016
149,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0005367655557978519,6.34810151138755e-05,0.6212587188612603,Dual Control,0.321844567760887,-0.9694998566284707,2.2441707,-5.392084
150,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.000597062421430978,7.686192491802953e-05,0.6978409560211384,Upstream Repression,-0.799723638945021,0.30035108730198495,-3.163158,4.2830257
151,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0006776460507310552,0.00010891033232362614,0.8167403053452683,Invalid Circuit,-0.022986590622786345,-0.06240761184108524,1.8303448,-1.7340735
152,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0009416997271991416,0.0005693869175787347,1.5973161074096311,No Control,1.1766421500401065,1.1082835996687836,8.870285,4.342373
153,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0004153412915854361,0.000654928564242435,1.1348414455961426,Invalid Circuit,1.1750044410124723,-0.35333998018582136,8.3580065,-0.85264516
154,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.000424233983182917,0.00011806537181861053,0.5721717364126898,Dual Control,0.24562981006041038,-1.1072147275697086,1.4078903,-6.204029
155,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.00034659147305749686,0.00033246901907735255,0.734794867082245,Invalid Circuit,-1.5020115733156165,0.7810142418077877,-6.977191,10.60326
156,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0006066885634599471,6.20106230040549e-05,0.6897335957337223,No Control,-0.07159734797651617,-0.2918668901235038,11.5098095,2.304361
157,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,4.665870378446242e-05,1.640609012517586e-05,0.07809240454883357,Invalid Circuit,-2.4088597548174677,-0.2682701155761004,-11.219739,12.310128
158,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.00042236021241664746,0.00020023964945258254,0.6643750407549323,Invalid Circuit,0.49169521747963796,-1.0118095736870292,10.3042,0.8130706
159,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0004611774637845114,0.000319621355141024,0.8375551038204073,Invalid Circuit,-1.359251064472364,0.9844087425916889,-5.993207,10.824441
160,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0001681192598185247,0.0001334654910290687,0.3293146952556893,Invalid Circuit,-2.0582927961050035,0.14048654723065754,-9.474509,11.796058
161,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0008658517928230402,0.0006656820536918589,1.6255619348805808,Invalid Circuit,1.0925664346270128,1.1258403992140844,2.772955,2.472275
162,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.001,0.001,2.1188220618216205,Invalid Circuit,0.4415275726182688,3.0358311571471974,1.9213426,8.163531
163,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.00011642642800488144,1.6609113018926597e-06,0.4513674460634121,Invalid Circuit,-2.332492279017723,-0.1546623581402994,-10.646264,13.297196
164,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0002220933482126373,0.0003487935898194093,0.6104587625946293,Invalid Circuit,-1.6535147460081365,0.5635219041580618,-8.105429,10.365766
165,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0004522984555141654,0.0005543844171989712,1.0767186631961985,Invalid Circuit,1.074069142491003,-0.4302324612604265,9.044796,-0.55094475
166,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.00012855640870195102,0.0009951301201163183,1.1479505285195302,Upstream Repression,-0.06345510920624452,0.7484131164091143,-9.5544,-1.8709147
167,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0008284443308236851,0.0009144632624428686,1.850249892773882,No Control,1.5423083867432004,1.3985503966174941,7.537631,4.3460617
168,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.00019781499056103032,0.0005504471661767313,0.7836978028585644,Invalid Circuit,0.7075058962912177,-0.9299461968040466,7.4026666,-0.27873883
169,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0005251986529979518,0.0001781581508255885,0.743256018730571,Upstream Repression,-0.7470984423972032,0.3106095419741001,-3.099221,3.8555589
170,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.00025398605283750254,6.564596777802391e-05,0.33871441454986906,Invalid Circuit,-2.0400368977061785,0.2068878403234328,-8.868815,12.945097
171,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00019081008791199086,0.00014395722147959438,0.36459000589549073,Dual Control,-0.04561582108296976,-1.521965231335504,-0.6430318,-6.2482953
172,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0006680266848405834,0.00015614402030079627,0.8619677071175932,Dual Control,0.6491006578277347,-0.5777837051243421,3.2027137,-5.7188993
173,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,1.957760559285902e-05,0.000183515077690537,0.22949322671627936,Invalid Circuit,-2.1924418353346975,-0.0738186233467128,-10.616777,10.897553
174,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0009051672856470965,0.00032827858410957705,1.2951487225270897,Dual Control,1.2475386057377191,0.13688988974144414,5.217559,-6.6409554
175,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0009280365301022918,0.0009048669407029473,1.9449245220784708,Upstream Repression,0.9316513545377788,2.166599191151656,2.633239,6.1988044
176,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0001531080483446364,0.0009841269830016726,1.1655272241045251,Downstream Activation,1.9190855864318006,-0.9421995755473385,2.3922367,-13.938585
177,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0004204517705693138,0.000860049019770657,1.345183704896484,Invalid Circuit,-0.5929747375926957,1.7041947011900316,-6.785373,6.7894726
178,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0007236867897527237,0.0005069341446836654,1.30939300513063,Invalid Circuit,1.386234352330544,0.026332032973393527,10.731853,-1.6724747
179,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.00024135126096594831,0.00028818197852809035,0.5729781945882385,Invalid Circuit,0.3693196892743565,-1.2331157121010834,9.025658,0.78441775
180,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0004666630297142135,0.0008768369526006148,1.4134453428350537,Downstream Activation,2.199757514892702,-0.49225056032163383,3.9656043,-14.157046
181,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0006393893472251937,0.0002285907717561293,0.9157119302346483,Invalid Circuit,-1.2455471016898456,1.195721557021744,-4.1223645,11.536501
182,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.000675209504293051,0.0002171822933104866,0.9389018824625028,Invalid Circuit,0.13864103107823403,0.09290421186878388,1.9057248,-1.3705834
183,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.00011770753812744006,0.00048492091518494677,0.6251494434674253,Invalid Circuit,-0.24303036861442523,-0.5933251452072381,-5.389122,-3.4317675
184,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0006495197177675176,0.00030858255633491033,1.0156844038992587,Invalid Circuit,0.24159883359760984,0.17814818700070426,2.0369654,-0.9363308
185,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0006138373942363342,0.0006274429211776679,1.327776163954149,Dual Control,1.2909022801508188,0.01369084223250229,3.9334767,-9.413252
186,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,0.0006916281826709915,0.0003723860862724573,1.1290437715216644,Invalid Circuit,-0.3385918833596482,0.9431291652506422,-0.3013783,11.181978
187,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0008362131000881606,0.0004575924264309381,1.3687427439742998,Dual Control,1.3470040140167905,0.19420900244471745,5.195383,-7.6542187
188,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,0.00013138282792431405,0.0009261004968448786,1.0822201163710343,Invalid Circuit,-0.2881294185138333,0.6742864111203404,-8.607623,4.224467
189,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0008498166400365095,0.00010658026934508046,0.9869191535392222,Invalid Circuit,-1.133433707923435,1.4237645706575348,-3.5419564,10.673978
190,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0008116531497568975,4.408050356212148e-06,0.9525316621484479,Invalid Circuit,0.7446777565402197,-0.5457469968418395,12.420402,0.19570579
191,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0007185703181664863,0.00026173388169965675,1.0328576028740257,Invalid Circuit,-1.0828284554236096,1.3983836309795683,-3.3891017,11.4449
192,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,7.996549842324267e-05,0.0009360807541265125,1.0324007394085284,Invalid Circuit,0.3913686682217505,0.0003014808484152663,-8.239862,-3.5789754
193,"[(1, 0, 0), (1, 0, 0)]",0.0,0.0,0.0006749502647538365,0.0007081609647054788,1.4760915636561924,Invalid Circuit,0.7634267795404894,0.8405569446686916,7.2273693,-11.364353
194,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00012208768389781116,0.0001859481393657861,0.3318051896858467,Dual Control,-0.07896129521809832,-1.5932713754343768,-1.235879,-6.4706745
195,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0007304116388667833,0.0009807482776480764,1.8082608580980084,Dual Control,1.9947449965822552,0.7621677684118691,5.4123535,-10.893353
196,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,2.2327419873012608e-05,0.0009979250463758725,1.0426291112131585,Invalid Circuit,0.4039978049945166,-0.020146561588812884,-8.630809,-3.5859842
197,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00023839761253380412,0.0008151880107374016,1.094911136069455,Downstream Activation,1.7823491235753792,-1.026386771665605,2.7201877,-14.795439
198,"[(1, 0, 0), (1, 0, 0)]",0.0,0.0,0.00014157677754776608,0.00046062381379179514,0.6287123940003029,Invalid Circuit,-0.36968788655834506,-0.5604918536110134,-2.8034508,-9.5875
199,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0004167193318331976,0.00013414232872937244,0.5831723888140508,Upstream Repression,-0.9679052934817531,0.03501476164120887,-3.678382,3.494477
200,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,1.1882086477906634e-05,0.00015273328781653027,0.21533387752024685,Downstream Activation,0.4513851166444073,-2.4451990414155973,11.869109,-8.714535
201,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,8.22788065906082e-05,0.0005602709115789153,0.659274307029796,Dual Control,0.4353576518875823,-1.1172315821546137,-0.08870279,-10.328453
202,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.00039536242251878614,0.0007586192058482936,1.2158498487418337,No Control,0.6910923730813273,0.3276793078466312,7.499738,2.4779494
203,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0002568674526934112,0.00046176821997045075,0.7629614317959444,Invalid Circuit,-1.4319958462985045,0.7980022343455071,-7.4103303,9.474365
204,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,6.060901910622345e-05,9.814982496328838e-05,0.17301125738974088,Invalid Circuit,-0.9136304424082647,-1.2758402308794432,-2.766835,-2.05269
205,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0007847109119927347,0.0008775489750200942,1.7658093916289512,Invalid Circuit,2.037763262548776,0.6925846756904035,8.769077,-2.6372933
206,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00020860700323890446,0.00024528973653943344,0.4925536562879458,Downstream Activation,0.8712299041076873,-1.9265902210164698,11.8693,-7.7799673
207,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0003480193845668573,0.00014353536909074923,0.5244007393629659,Upstream Repression,-1.0509201930212175,-0.08443187046377172,-3.942143,3.2868967
208,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.00047543750692596355,0.000788238111614696,1.33482309788184,No Control,0.8497045535445873,0.5268674002741027,7.5072637,2.828367
209,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.00014378350635516944,1.70475294229757e-05,0.17366063727723385,Upstream Repression,-1.5331411682757847,-0.6677729262056885,-5.4292264,2.7713506
210,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,1e-07,1e-07,0.493004835339405,Invalid Circuit,-2.4996871214788148,-0.3827324706341276,-11.975145,13.525164
211,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,0.0006016504880025507,8.865621856797306e-05,0.716462125112045,Invalid Circuit,-0.8986716018523283,0.3491120143658072,-0.45309505,0.1755043
212,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00021383736066038324,0.0006784841414821708,0.9301091681933471,Downstream Activation,1.5391221013272705,-1.276119384694923,2.155774,-15.212949
213,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00043022861731838847,8.858251299566832e-05,0.5437951408385248,Dual Control,0.20917135236751574,-1.1391601722776292,1.3101676,-5.823923
214,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.000793804867211249,0.0005010560528925616,1.3736817219892,Upstream Repression,0.12578641481787298,1.3091992668561219,0.10522063,5.1221266
215,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0007036508694829992,0.0004312995032156003,1.2061946954873888,Invalid Circuit,0.5053972979257833,0.4645965608513772,2.4120162,-0.12841651
216,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0007952353882468542,0.00028217284640329746,1.1330026260534634,Invalid Circuit,-0.9430441383941455,1.5773844745887797,-2.8269937,10.992777
217,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.00036873365143592863,0.0009960882405401527,1.423232806606793,Invalid Circuit,-0.4588346944960848,1.8049060782537945,-7.508635,6.369075
218,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.00020535210664305103,0.0007636191698127988,1.0054580678961424,Upstream Repression,-0.3076280224817044,0.5552514315573283,-8.567777,-1.3260857
219,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0003815258090302755,7.321583841917803e-05,0.47656034725125584,Invalid Circuit,-1.8477929340743868,0.46560250146035254,-7.2369747,12.790055
220,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0002934732226991077,0.00023317034578598678,0.570468285643838,No Control,-0.2544073948368464,-0.6467486981153757,-4.6213813,0.67433804
221,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.00014907929465251074,0.0007619764326406615,0.9387177967733891,Invalid Circuit,0.22383837599388826,-0.12291424970873888,-7.315702,-3.7640896
222,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00048021743266335866,0.0004385074447700327,0.9877932730045083,Dual Control,0.8135196733043148,-0.5249069933347799,2.3441737,-8.408758
223,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,1e-07,1e-07,0.4930048353394055,Invalid Circuit,-2.4996871214788148,-0.3827324706341276,-12.802106,12.971405
224,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0009647052282845263,0.0005356105763186514,1.5836008448402934,Upstream Repression,0.42060793933414714,1.6919538674783845,0.251191,5.708127
225,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0004039178605632248,0.00012676821536610405,0.5617139397001875,Invalid Circuit,0.35354528564339793,-1.1562026576744804,10.464076,1.0219879
226,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0009875750306217092,0.00033379704779422256,1.3841703949492572,Invalid Circuit,-0.5918210131751528,2.026979087701822,-2.4071398,10.182312
227,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1.765624536236212e-07,0.0003111026523450505,0.7918905593861925,Dual Control,-0.06086858083941972,-1.6448775613892648,-2.1408134,-6.4435673
228,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0006440982185660208,0.0009838276754266266,1.7163715321472268,Invalid Circuit,-0.08738288540808764,2.3212026735806615,0.6035294,8.103163
229,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.00013299784455661284,0.00011937670152292301,0.27700542482386925,Dual Control,-0.1650033930321627,-1.670498847854955,-1.0178673,-5.8681836
230,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0005280876230465396,0.0006113512883221468,1.2181941042951112,Dual Control,1.1448747497618654,-0.176515374923709,3.2282655,-9.594707
231,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0003485700214556581,0.00036301663323959674,0.7694434173379867,Dual Control,0.5118983397710686,-0.8919900052585973,0.84149945,-8.071688
232,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0008296404549980197,0.0005368571755053138,1.4489501924635102,Invalid Circuit,1.5819758158615445,0.2761940439954898,10.760073,-2.1324277
233,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0009536585098578366,0.0008188202080708123,1.8792854764212277,Invalid Circuit,0.09962877594022003,2.6780847357108293,1.5637164,8.869411
234,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,0.00022655128949118812,0.0005767607500258809,0.8430442332553014,Invalid Circuit,-0.6859221076351156,0.3426151439447643,-5.605666,7.2036476
235,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,6.366194746775357e-05,0.0007180979573268729,0.7959507323661806,Invalid Circuit,-1.3149153834730185,0.8019247483340258,-8.632119,5.6211276
236,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0004283635222128483,0.00025877517835884607,0.736394113107758,Invalid Circuit,-1.4985136756293551,0.8307855420597992,-6.336137,11.466991
237,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0005571750501744602,0.0009331199060341149,1.5699562034966017,Downstream Activation,2.413811143267143,-0.23339370416929467,4.205238,-13.9836855
238,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0002756092142421068,0.00022043695026754005,0.5379208039125544,Downstream Activation,0.9282682741469597,-1.8332901001709996,11.244222,-7.627512
239,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0006287826219514044,0.000987021584450718,1.7026909649587458,Invalid Circuit,1.9837495364324362,0.5517790056340373,8.375847,-2.5696356
240,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0005827568041798258,8.331698953329649e-05,0.6911378067456602,Invalid Circuit,-0.1964502594454495,-0.28439626343185137,1.259576,-1.9338039
241,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0005415136317290668,0.0008997195390274368,1.5193249788688195,Dual Control,1.6035656593669223,0.27578869610542334,4.2997127,-11.071106
242,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0007231375193955387,0.0003066422057031601,1.087751628480203,Invalid Circuit,-1.0078867997682392,1.4736280955059313,-3.1385112,11.4167
243,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00011474161083891091,0.000508495419962524,0.6452552148526384,Downstream Activation,1.1395421743471503,-1.7197077900693245,1.1315186,-15.227511
244,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0008299397861096593,0.0009271469982036429,1.8645614697549244,Upstream Repression,0.8266346872017457,2.009148883693761,2.4646468,5.7877564
245,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0005165616446598035,0.000246191548745507,0.8115579138599308,Dual Control,0.5717936256512719,-0.7386401291610705,2.2848306,-6.7804193
246,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.00021896577666409225,0.0009780724047543997,1.2355035949380662,Upstream Repression,0.038632227365088666,0.8986633208503412,-9.2725115,-1.4718057
247,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0006270978455482809,0.0007757639886593247,1.491015210738525,Invalid Circuit,-0.42869952415231566,1.9806625880571291,-0.034203194,8.7012615
248,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0006559449510873911,0.00028141397743807877,0.9918093762232266,Invalid Circuit,0.9464101038163396,-0.4384886200456667,11.089761,-0.26360995
249,"[(1, 0, 0), (1, 0, 0)]",0.0,0.0,7.709207447894952e-05,0.0006036861645761965,0.6967259968438275,Invalid Circuit,-0.2429279360357979,-0.47417634730993463,-3.3243718,-9.852729
250,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.00015015793589322513,0.00011050294625807902,0.2846262959321151,Invalid Circuit,-2.1187514370324774,0.07168599698982013,-9.911796,12.159303
251,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.000203194190671828,0.0004761402294599541,0.7156607753452507,Invalid Circuit,-0.1352978917628746,-0.4403942313986979,-5.298161,-3.69355
252,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.000415029214960167,0.00030468730751944566,0.7741222080537163,Dual Control,0.517126426776745,-0.8492266091819674,1.4310166,-7.4471135
253,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.000907313827671977,0.0003037082093564506,1.2698853564462138,Upstream Repression,-0.01428227653219567,1.2377872827535374,-0.6866025,5.3593354
254,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0007475796994355328,0.0008904916490741811,1.7378278082770142,Upstream Repression,0.654056738131915,1.795125311899497,2.1784744,5.519639
255,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0008521545329891745,0.0009926503693259657,1.9538887272124394,Upstream Repression,0.9579807429651629,2.149085445208674,2.8177104,5.990126
256,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0009321021859320958,0.0006261214992381998,1.6494037848204843,Dual Control,1.7398151450050137,0.6294164514724877,5.791305,-8.2483015
257,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0002650141959087317,0.0003640072013936207,0.6751075401114177,Invalid Circuit,-1.569507285938778,0.6693091851881484,-7.552918,10.211867
258,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0004990396580220317,0.0009948208397170893,1.567190522122846,Dual Control,1.6883859834813841,0.33392905372931997,4.318837,-11.563563
259,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.00041446969535713986,0.0006375238969757318,1.1165368381408416,Upstream Repression,-0.20359821544916054,0.7747147673043321,-1.1157441,3.057337
260,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,0.0007873820717129402,0.0005158353956194693,1.3833786106459673,Invalid Circuit,0.015789151305955915,1.341002946256578,-0.0022388212,10.845787
261,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0006426260873675597,0.0005568248952572737,1.281795593428828,Dual Control,1.2240213108479714,-0.03481991010135407,4.024113,-8.805074
262,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00014132383082125438,0.00031751447254827544,0.4854382908028551,Downstream Activation,0.8860203939497853,-1.9504134753115743,11.863336,-8.084434
263,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,7.0130928057215025e-06,6.649934512514331e-06,0.11509750447259226,Invalid Circuit,-2.4799058970387966,-0.35963405656140707,-11.526763,11.838833
264,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.000676030670081125,0.0007242570859050233,1.4937322528689287,Upstream Repression,0.2992297544590112,1.4105479167177992,1.3506856,5.1405187
265,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.0001987192336133984,0.0007287623269132003,0.962974762567647,Invalid Circuit,0.24352901704739266,-0.075669471381652,-7.0727987,-3.9403312
266,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.00013342076263097083,0.0007610061386563052,0.9195162488185381,Upstream Repression,-0.4135266512859787,0.41178680331948214,-8.748075,-1.3055329
267,"[(0, 0, 1), (0, 1, 0)]",2.0,1.0,0.0003453378782732744,0.0003340249797360113,0.7351742492761674,Invalid Circuit,0.5865469941212712,-0.9635394200732177,9.345528,0.5408763
268,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.0009517330300598522,0.0004934391810468453,1.524390059104955,Dual Control,1.5653310304984205,0.47139300062861067,5.74462,-7.3996162
269,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1.0552833264248381e-05,6.8696551443287085e-06,0.08860927119769957,Upstream Repression,-1.7374245665330583,-0.9413873318093218,-5.996531,2.602825
270,"[(1, 0, 0), (1, 0, 0)]",0.0,0.0,0.0008816057332208495,0.0001155850930431145,1.0294300117527961,Invalid Circuit,0.15273581205848563,0.3657204604791227,-1.5786661,-11.902697
271,"[(1, 0, 0), (1, 0, 0)]",0.0,0.0,0.00020261723437129151,1.7794697217934987e-05,0.23322730547017292,Invalid Circuit,-0.9583753272999865,-1.0965876698261132,-2.5592036,-7.9615736
272,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.00017104654454415207,0.0009332903418002374,1.135502364903132,Downstream Activation,1.8669919430976685,-0.9825285058674527,2.4650593,-14.197389
273,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,0.0001971350856515179,0.0004321536401053988,0.6647398581953885,Invalid Circuit,-0.948079087349908,0.07177618514038929,-5.4997888,7.44704
274,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0004516181885707108,0.0002453726860101927,0.7449211942102857,Upstream Repression,-0.7488690940291242,0.2671589361101305,-3.088308,3.4185674
275,"[(0, 1, 0), (0, 1, 0)]",1.0,1.0,0.000850096986678463,0.00014632134328150713,1.0336637920496319,Invalid Circuit,0.2783870589431436,0.32757857328962653,2.5300298,-1.6238749
276,"[(1, 0, 0), (0, 1, 0)]",0.0,1.0,9.482206745603613e-05,7.116870270193709e-05,0.18276424610137265,Invalid Circuit,-1.6434249303092163,-0.6603744357637424,-11.164978,14.614537
277,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.000430024314260566,5.073632225617059e-05,0.49869788905301904,Invalid Circuit,-1.8133527276880492,0.5264991942055042,-6.537068,12.609799
278,"[(1, 0, 0), (0, 0, 1)]",0.0,2.0,0.0002714207016460693,0.0001434799506575225,0.4464722533908165,Invalid Circuit,-1.8966632323910488,0.3557736412788481,-8.5373535,12.011046
279,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,0.0007994470178569408,0.0008779521794087446,1.7822193560395787,Downstream Activation,2.672956738705862,0.1552551702750738,7.88595,-8.243758
