,circuits,k1,k2,theta1,theta2,loss,Circuit
239,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
240,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394231,Upstream Repression
241,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394231,Upstream Repression
242,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,5.003992215459233e-07,1e-07,0.49010680334659656,Upstream Repression
243,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.49300483533942296,Upstream Repression
244,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394231,Upstream Repression
245,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394231,Upstream Repression
246,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394231,Upstream Repression
247,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394228,Upstream Repression
248,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394237,Upstream Repression
249,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.49300483533940515,Upstream Repression
250,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
251,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394231,Upstream Repression
252,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394231,Upstream Repression
253,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
254,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.49300483533942274,Upstream Repression
255,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.49300483533942274,Upstream Repression
256,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.49300483533943795,Upstream Repression
257,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.49300483533942274,Upstream Repression
258,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
259,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.001,0.001,2.1188220618216205,No Control
260,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.49300483533943784,Upstream Repression
261,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.001,1e-07,1.4890412558278687,No Control
262,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.4930048353394223,Dual Control
263,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,0.001,1.4890678758507725,Upstream Repression
264,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
265,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,0.001,1.4890678757531575,Dual Control
266,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.49300483533943823,Dual Control
267,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.001,1e-07,1.4890412558278687,No Control
