,circuits,k1,k2,theta1,theta2,loss,Circuit
268,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.49300483533942285,Dual Control
269,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.001,1e-07,1.4890412558278687,No Control
270,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.49300483533940515,No Control
271,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
272,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394049,No Control
273,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,1e-07,1e-07,0.4930048353394046,Downstream Activation
274,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
275,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.49300483533940515,No Control
276,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.49300483533942246,Upstream Repression
277,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.49300483533942324,Dual Control
278,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.49300483533940503,No Control
279,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394226,Upstream Repression
280,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.4930048353394055,Dual Control
281,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.4930048353394231,Dual Control
282,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.4930048353394226,Dual Control
283,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.49300483533940426,No Control
284,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394052,No Control
285,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.49300483533940526,Dual Control
286,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
287,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
288,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
289,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.49300483533940503,No Control
290,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,0.001,1.489067875982672,No Control
291,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
292,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.493004835339405,No Control
293,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
294,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
295,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
296,"[(0, 0, 1), (1, 0, 0)]",2.0,0.0,1e-07,1e-07,0.4930048353394046,Downstream Activation
297,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,1e-07,1e-07,0.4930048353394055,Dual Control
298,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,1e-07,1e-07,0.4930048353394231,Upstream Repression
299,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
300,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,1e-07,1e-07,0.4930048353394046,No Control
301,"[(0, 1, 0), (1, 0, 0)]",1.0,0.0,0.001,1e-07,1.489041254849412,Dual Control
302,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,0.0008973337538474336,0.0007142159997063734,1.7098091320007838,Upstream Repression
303,"[(0, 0, 1), (0, 0, 1)]",2.0,2.0,0.0003105755828719741,0.0004017239901465,0.7648129536952282,No Control
304,"[(0, 1, 0), (0, 0, 1)]",1.0,2.0,5.246531911263371e-06,4.485635423193021e-06,0.15838699002659778,Upstream Repression
